#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722063.1         -           1981 538at5820            -           1455         0 2666.4  69.4   1   7  1.6e-168  8.7e-166  552.0   0.3     1   265     1   278     1   286 0.97 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720689.1         -           1711 538at5820            -           1455   5.2e-77  257.8  74.2   3   6   1.7e-06   0.00093   15.1   1.4   310   373   537   602   530   681 0.76 | transcript=PVPAM_090045400_t1 | gene=PVPAM_090045400 | organism=Plasmodium_vivax_PAM | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=CASCJQ010000009:1812058-1817666(+) | protein_length=1711 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720689.1         -           1711 538at5820            -           1455   5.2e-77  257.8  74.2   4   6   2.2e-24   1.2e-21   74.4   8.0   435   590   740   912   735   931 0.78 | transcript=PVPAM_090045400_t1 | gene=PVPAM_090045400 | organism=Plasmodium_vivax_PAM | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=CASCJQ010000009:1812058-1817666(+) | protein_length=1711 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720689.1         -           1711 538at5820            -           1455   5.2e-77  257.8  74.2   5   6   5.1e-18   2.8e-15   53.2  16.3   599   821  1018  1240  1009  1244 0.83 | transcript=PVPAM_090045400_t1 | gene=PVPAM_090045400 | organism=Plasmodium_vivax_PAM | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=CASCJQ010000009:1812058-1817666(+) | protein_length=1711 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720689.1         -           1711 538at5820            -           1455   5.2e-77  257.8  74.2   6   6      0.26   1.4e+02   -2.1  15.7   734   821  1244  1337  1239  1394 0.77 | transcript=PVPAM_090045400_t1 | gene=PVPAM_090045400 | organism=Plasmodium_vivax_PAM | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=CASCJQ010000009:1812058-1817666(+) | protein_length=1711 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723637.1         -           1904 538at5820            -           1455     1e-54  183.9  15.0   1   2   1.2e-16   6.7e-14   48.7   0.1    70   171   110   222   102   228 0.84 | transcript=PVPAM_140056100_t1 | gene=PVPAM_140056100 | organism=Plasmodium_vivax_PAM | gene_product=myosin J, putative | transcript_product=myosin J, putative | location=CASCJQ010000014:2198561-2205090(-) | protein_length=1904 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723637.1         -           1904 538at5820            -           1455     1e-54  183.9  15.0   2   2   2.7e-43   1.5e-40  137.0  10.5   188   791   264   941   247   989 0.73 | transcript=PVPAM_140056100_t1 | gene=PVPAM_140056100 | organism=Plasmodium_vivax_PAM | gene_product=myosin J, putative | transcript_product=myosin J, putative | location=CASCJQ010000014:2198561-2205090(-) | protein_length=1904 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721493.1         -           1978 538at5820            -           1455   3.5e-27   92.7  12.3   1   3   6.1e-18   3.3e-15   53.0   0.5    30   173    37   188    31   196 0.86 | transcript=PVPAM_110039800_t1 | gene=PVPAM_110039800 | organism=Plasmodium_vivax_PAM | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=CASCJQ010000011:1448998-1454934(+) | protein_length=1978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721493.1         -           1978 538at5820            -           1455   3.5e-27   92.7  12.3   2   3   2.7e-07   0.00014   17.7   0.0   190   250   289   348   279   353 0.85 | transcript=PVPAM_110039800_t1 | gene=PVPAM_110039800 | organism=Plasmodium_vivax_PAM | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=CASCJQ010000011:1448998-1454934(+) | protein_length=1978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721493.1         -           1978 538at5820            -           1455   3.5e-27   92.7  12.3   3   3   2.2e-09   1.2e-06   24.6   3.4   436   591   715   884   710   958 0.78 | transcript=PVPAM_110039800_t1 | gene=PVPAM_110039800 | organism=Plasmodium_vivax_PAM | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=CASCJQ010000011:1448998-1454934(+) | protein_length=1978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 538at5820            -           1455     1e-16   58.0   9.9   1   5   1.7e-06   0.00092   15.1   0.0  1184  1254   106   177    66   183 0.85 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 538at5820            -           1455     1e-16   58.0   9.9   2   5    0.0021       1.1    4.8   0.0  1169  1209   179   215   175   225 0.81 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 538at5820            -           1455     1e-16   58.0   9.9   3   5   1.1e-12     6e-10   35.6   0.9  1169  1350   341   518   334   527 0.78 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 538at5820            -           1455     1e-16   58.0   9.9   4   5    0.0011      0.58    5.8   0.0  1188  1231   525   568   520   575 0.91 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 538at5820            -           1455     1e-16   58.0   9.9   5   5      0.89   4.8e+02   -3.9   0.0  1191  1227   622   658   619   659 0.90 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 538at5820            -           1455   1.1e-12   44.6   2.4   1   3   9.2e-06     0.005   12.6   0.1  1174  1228   233   283   209   309 0.80 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 538at5820            -           1455   1.1e-12   44.6   2.4   2   3   3.8e-07    0.0002   17.2   0.1  1119  1230   311   415   294   424 0.85 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 538at5820            -           1455   1.1e-12   44.6   2.4   3   3   5.8e-06    0.0031   13.3   0.1  1184  1227   454   497   439   498 0.90 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717788.1         -            365 538at5820            -           1455   1.8e-10   37.3   5.4   1   2   1.3e-11     7e-09   32.0   0.8  1187  1291     4   109     1   127 0.82 | transcript=PVPAM_010030200_t1 | gene=PVPAM_010030200 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=CASCJQ010000001:1127417-1129495(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717788.1         -            365 538at5820            -           1455   1.8e-10   37.3   5.4   2   2   0.00024      0.13    7.9   0.3  1210  1318   156   265   134   325 0.81 | transcript=PVPAM_010030200_t1 | gene=PVPAM_010030200 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=CASCJQ010000001:1127417-1129495(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 538at5820            -           1455   1.7e-05   20.8   5.2   1   3      0.18        98   -1.6   0.1  1181  1228   876   923   871   928 0.89 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 538at5820            -           1455   1.7e-05   20.8   5.2   2   3   0.00015     0.082    8.6   0.3  1391  1442   950   999   941  1008 0.87 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 538at5820            -           1455   1.7e-05   20.8   5.2   3   3   5.6e-06     0.003   13.4   0.0  1195  1252  1105  1165  1094  1186 0.83 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 538at5820            -           1455     4e-05   19.6   4.5   1   3   0.00049      0.26    6.9   0.1  1195  1259    66   131    59   134 0.85 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 538at5820            -           1455     4e-05   19.6   4.5   2   3    0.0062       3.4    3.3   0.1  1198  1238   154   196   144   211 0.76 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 538at5820            -           1455     4e-05   19.6   4.5   3   3   0.00026      0.14    7.8   0.0  1217  1312   217   317   192   321 0.73 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 538at5820            -           1455    0.0082   11.9   1.1   1   3    0.0087       4.7    2.8   0.2  1189  1238    69   118    42   186 0.72 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 538at5820            -           1455    0.0082   11.9   1.1   2   3       0.1        56   -0.8   0.0  1195  1229   199   233   159   235 0.83 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 538at5820            -           1455    0.0082   11.9   1.1   3   3   0.00052      0.28    6.8   0.0  1166  1226   265   321   251   324 0.85 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/538at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/538at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/538at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:39 2026
# [ok]
