#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722993.1         -            381 8409at5820           -            316  9.3e-184  608.7  15.5   1   1  4.2e-186  1.1e-183  608.5  15.5     1   316     8   349     8   349 0.96 | transcript=PVPAM_130049900_t1 | gene=PVPAM_130049900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000013:1983241-1984755(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720654.1         -            381 8409at5820           -            316   5.4e-11   41.2   2.2   1   2   2.1e-13   5.4e-11   41.2   2.2    46   117   110   181   103   209 0.91 | transcript=PVPAM_090041800_t1 | gene=PVPAM_090041800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000009:1633073-1634829(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720654.1         -            381 8409at5820           -            316   5.4e-11   41.2   2.2   2   2       3.6   9.3e+02   -2.3   0.3    40    40   269   269   241   351 0.60 | transcript=PVPAM_090041800_t1 | gene=PVPAM_090041800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000009:1633073-1634829(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717759.1         -            846 8409at5820           -            316   1.1e-10   40.2   0.2   1   1   7.7e-13     2e-10   39.3   0.2    47   115   293   362   290   372 0.89 | transcript=PVPAM_010027300_t1 | gene=PVPAM_010027300 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000001:986919-989459(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718015.1         -            420 8409at5820           -            316   1.1e-10   40.1   0.4   1   1   7.1e-13   1.8e-10   39.4   0.4    47   112    84   153    77   164 0.89 | transcript=PVPAM_020024800_t1 | gene=PVPAM_020024800 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein, putative | transcript_product=heat shock protein, putative | location=CASCJQ010000002:857690-859715(-) | protein_length=420 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723355.1         -            718 8409at5820           -            316   3.1e-10   38.7   0.1   1   1   2.2e-12   5.6e-10   37.8   0.1    40   119   119   201    87   247 0.76 | transcript=PVPAM_140027400_t1 | gene=PVPAM_140027400 | organism=Plasmodium_vivax_PAM | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=CASCJQ010000014:968475-970631(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720377.1         -            549 8409at5820           -            316   6.2e-10   37.7   0.8   1   2   2.4e-12   6.2e-10   37.7   0.8    32   113    18    97     2   104 0.81 | transcript=PVPAM_090014200_t1 | gene=PVPAM_090014200 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein J2, putative | transcript_product=heat shock protein J2, putative | location=CASCJQ010000009:506315-507964(-) | protein_length=549 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720377.1         -            549 8409at5820           -            316   6.2e-10   37.7   0.8   2   2       3.3   8.5e+02   -2.2   0.1   171   189   222   240   187   288 0.67 | transcript=PVPAM_090014200_t1 | gene=PVPAM_090014200 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein J2, putative | transcript_product=heat shock protein J2, putative | location=CASCJQ010000009:506315-507964(-) | protein_length=549 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719951.1         -            727 8409at5820           -            316   8.8e-10   37.2   1.6   1   1   8.5e-12   2.2e-09   35.9   1.6    47   110     7    76     2    83 0.84 | transcript=PVPAM_080017400_t1 | gene=PVPAM_080017400 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000008:599867-602050(-) | protein_length=727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721290.1         -            201 8409at5820           -            316   9.6e-10   37.1   1.1   1   2   3.7e-12   9.6e-10   37.1   1.1    48   104     2    58     1    77 0.86 | transcript=PVPAM_110019200_t1 | gene=PVPAM_110019200 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:606094-607727(-) | protein_length=201 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721290.1         -            201 8409at5820           -            316   9.6e-10   37.1   1.1   2   2       1.9     5e+02   -1.4   5.5    86   144    98   158    67   176 0.66 | transcript=PVPAM_110019200_t1 | gene=PVPAM_110019200 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:606094-607727(-) | protein_length=201 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719924.1         -           1937 8409at5820           -            316   3.8e-09   35.1   0.7   1   1   3.1e-11     8e-09   34.0   0.7    46   113  1035  1099  1026  1111 0.92 | transcript=PVPAM_080014700_t1 | gene=PVPAM_080014700 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000008:484782-490736(+) | protein_length=1937 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 8409at5820           -            316   2.1e-06   26.1   9.5   1   3   5.8e-06    0.0015   16.7   0.0    47    81     7    41     2    73 0.84 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 8409at5820           -            316   2.1e-06   26.1   9.5   2   3   7.9e-05      0.02   13.0   1.2    86   173   116   202   103   222 0.64 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 8409at5820           -            316   2.1e-06   26.1   9.5   3   3      0.95   2.4e+02   -0.4   1.3   222   299   225   306   212   310 0.65 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723237.1         -            337 8409at5820           -            316     4e-06   25.1   2.7   1   1   1.6e-08     4e-06   25.1   2.7    44   119   112   187   105   197 0.88 | transcript=PVPAM_140015600_t1 | gene=PVPAM_140015600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000014:496845-497858(-) | protein_length=337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721424.1         -            358 8409at5820           -            316     1e-05   23.8   2.2   1   1     7e-08   1.8e-05   23.0   2.2    44   119    67   143    52   159 0.86 | transcript=PVPAM_110033000_t1 | gene=PVPAM_110033000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:1200861-1201937(+) | protein_length=358 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719642.1         -            239 8409at5820           -            316   0.00029   19.1   1.4   1   2      0.34        88    1.0   0.0   144   195    37    87    32    97 0.83 | transcript=PVPAM_070025600_t1 | gene=PVPAM_070025600 | organism=Plasmodium_vivax_PAM | gene_product=chaperone, putative | transcript_product=chaperone, putative | location=CASCJQ010000007:916130-918363(-) | protein_length=239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719642.1         -            239 8409at5820           -            316   0.00029   19.1   1.4   2   2   5.1e-06    0.0013   16.9   0.7    59   108    97   150    84   176 0.84 | transcript=PVPAM_070025600_t1 | gene=PVPAM_070025600 | organism=Plasmodium_vivax_PAM | gene_product=chaperone, putative | transcript_product=chaperone, putative | location=CASCJQ010000007:916130-918363(-) | protein_length=239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723512.1         -           1079 8409at5820           -            316   0.00077   17.6   0.3   1   2     3e-06   0.00077   17.6   0.3    45    91   171   217   164   233 0.87 | transcript=PVPAM_140043600_t1 | gene=PVPAM_140043600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-binding chaperone, putative | transcript_product=DNA-binding chaperone, putative | location=CASCJQ010000014:1621148-1624387(+) | protein_length=1079 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723512.1         -           1079 8409at5820           -            316   0.00077   17.6   0.3   2   2      0.25        65    1.5   1.1    63   111   248   296   232   305 0.83 | transcript=PVPAM_140043600_t1 | gene=PVPAM_140043600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-binding chaperone, putative | transcript_product=DNA-binding chaperone, putative | location=CASCJQ010000014:1621148-1624387(+) | protein_length=1079 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721120.1         -            177 8409at5820           -            316     0.003   15.7   0.9   1   2   1.8e-05    0.0046   15.1   0.0    46    83     6    43     2    57 0.87 | transcript=PVPAM_100038800_t1 | gene=PVPAM_100038800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:1445270-1445803(-) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721120.1         -            177 8409at5820           -            316     0.003   15.7   0.9   2   2         2   5.1e+02   -1.5   0.2    90    90   127   127    72   167 0.56 | transcript=PVPAM_100038800_t1 | gene=PVPAM_100038800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:1445270-1445803(-) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718248.1         -            115 8409at5820           -            316     0.016   13.3   0.0   1   1   7.6e-05      0.02   13.0   0.0    40    88    57   105    44   114 0.79 | transcript=PVPAM_030024800_t1 | gene=PVPAM_030024800 | organism=Plasmodium_vivax_PAM | gene_product=mitochondrial import inner membrane translocase subunit TIM14, putative | transcript_product=mitochondrial import inner membrane translocase subunit TIM14, putative | location=CASCJQ010000003:804664-805291(+) | protein_length=115 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8409at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8409at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8409at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:59 2026
# [ok]
