#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723682.1         -           1872 1364at5820           -            992         0 1317.2  53.1   1  13   4.3e-53   5.6e-50  168.7   1.0     1   124     1   126     1   135 0.83 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 1364at5820           -            992         0 1317.2  53.1  12  13   1.6e-76     2e-73  246.3   0.3   800   939  1625  1775  1622  1778 0.94 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 1364at5820           -            992         0 1317.2  53.1  13  13   2.2e-25   2.8e-22   77.0   0.5   939   992  1819  1872  1813  1872 0.96 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 1364at5820           -            992   2.1e-29  100.6   0.0   1   2   0.00022      0.28    7.5   0.0   664   754   950  1043   899  1050 0.68 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 1364at5820           -            992   2.1e-29  100.6   0.0   2   2   1.6e-29   2.1e-26   90.7   0.0   807   978  1052  1236  1047  1244 0.83 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 1364at5820           -            992   5.5e-21   72.7  30.3   1   3       1.5   1.9e+03   -5.2   2.9   206   270    74   139    63   195 0.62 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 1364at5820           -            992   5.5e-21   72.7  30.3   2   3   1.4e-11   1.9e-08   31.2  17.0   510   768   367   632   352   662 0.69 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 1364at5820           -            992   5.5e-21   72.7  30.3   3   3   3.1e-19     4e-16   56.6   5.4   858   989   907  1049   887  1052 0.81 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1364at5820           -            992   2.1e-15   54.2   0.0   1   7      0.26   3.4e+02   -2.7   4.7   644   700    34    91    20   103 0.76 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1364at5820           -            992   2.1e-15   54.2   0.0   2   7       3.1     4e+03   -6.3   6.5   217   268   362   413   347   414 0.79 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1364at5820           -            992   2.1e-15   54.2   0.0   3   7     0.074        96   -0.9   2.7   187   267   770   850   744   867 0.65 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1364at5820           -            992   2.1e-15   54.2   0.0   4   7         5   6.5e+03   -9.0  13.6   147   270   894  1019   884  1046 0.74 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1364at5820           -            992   2.1e-15   54.2   0.0   5   7      0.11   1.4e+02   -1.4   0.0   510   592  1809  1877  1782  1894 0.71 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1364at5820           -            992   2.1e-15   54.2   0.0   6   7   0.00088       1.1    5.5   0.1   663   755  1923  2015  1892  2019 0.62 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1364at5820           -            992   2.1e-15   54.2   0.0   7   7   1.6e-18   2.1e-15   54.2   0.0   801   970  2018  2205  2015  2232 0.78 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 1364at5820           -            992   2.7e-09   34.0  12.2   1   7         1   1.3e+03   -4.7   2.2   264   320    85   142    53   149 0.73 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 1364at5820           -            992   2.7e-09   34.0  12.2   2   7       1.4   1.8e+03   -5.1   2.4   177   237   329   392   311   401 0.62 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 1364at5820           -            992   2.7e-09   34.0  12.2   3   7      0.34   4.5e+02   -3.1   0.7   561   591   897   928   895   929 0.77 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 1364at5820           -            992   2.7e-09   34.0  12.2   4   7   1.8e-07   0.00023   17.7   3.5   659   753   972  1070   947  1078 0.76 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 1364at5820           -            992   2.7e-09   34.0  12.2   5   7   3.8e-05      0.05   10.0   1.5   785   833  1062  1110  1056  1126 0.90 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 1364at5820           -            992   2.7e-09   34.0  12.2   6   7   1.2e-11   1.5e-08   31.5   1.5   858   940  1207  1300  1197  1323 0.76 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 1364at5820           -            992   2.7e-09   34.0  12.2   7   7   9.6e-06     0.012   11.9   0.3   944   987  1355  1398  1350  1405 0.88 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1364at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:03 2026
# [ok]
