#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1   1  25   1.1e-59     7e-56  188.0   0.2     8   166    83   288    79   297 0.78 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  12  25   4.5e-48   2.9e-44  149.5   0.4   941  1054  1747  1866  1741  1870 0.93 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  13  25   5.3e-21   3.4e-17   59.7   0.0  1063  1137  1920  2009  1886  2013 0.76 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  14  25   0.00054       3.5    3.3   0.0  1137  1169  2041  2074  2026  2078 0.84 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  15  25   1.2e-35   7.5e-32  108.3   0.1  1177  1259  2176  2260  2170  2267 0.94 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  16  25   2.9e-39   1.8e-35  120.3   0.3  1259  1349  2296  2389  2294  2392 0.94 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  17  25   5.6e-13   3.6e-09   33.1   0.4  1346  1397  2446  2502  2442  2514 0.87 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  18  25    0.0023        15    1.2   0.0  1397  1428  2618  2649  2614  2657 0.81 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  19  25   3.7e-12   2.4e-08   30.4   0.1  1419  1470  2687  2738  2680  2750 0.86 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  20  25   1.3e-70   8.2e-67  224.3  12.9  1468  1615  2801  2952  2794  2958 0.92 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  21  25   2.2e-35   1.4e-31  107.4   0.4  1617  1701  3058  3145  3035  3158 0.89 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  22  25   1.3e-82   8.4e-79  264.0   0.1  1700  1874  3174  3354  3169  3359 0.94 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  23  25   2.4e-52   1.5e-48  163.7   3.3  1870  1977  3457  3564  3446  3578 0.93 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  24  25     9e-05      0.58    5.9   5.0  1980  2022  3973  4016  3962  4020 0.80 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722087.1         -           4158 132at5820            -           2134         0 2477.9 156.1  25  25   1.4e-72   9.1e-69  230.7   0.3  2001  2134  4024  4158  4014  4158 0.94 | transcript=PVPAM_120032500_t1 | gene=PVPAM_120032500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1083071-1095934(-) | protein_length=4158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/132at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/132at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/132at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:29:19 2026
# [ok]
