#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718564.1         -            191 12974at5820          -            164   7.7e-78  258.4  12.4   1   1   1.7e-80     9e-78  258.2  12.4    12   163    31   190    17   191 0.93 | transcript=PVPAM_040030800_t1 | gene=PVPAM_040030800 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000004:1077053-1078241(+) | protein_length=191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720582.1         -           1002 12974at5820          -            164   2.1e-15   55.4  42.0   2   4   4.4e-09   2.4e-06   25.9   4.8    16    90   170   246   160   250 0.87 | transcript=PVPAM_090034700_t1 | gene=PVPAM_090034700 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=CASCJQ010000009:1325948-1328956(+) | protein_length=1002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720582.1         -           1002 12974at5820          -            164   2.1e-15   55.4  42.0   3   4   9.1e-09   4.9e-06   24.9   6.1    47   104   249   305   244   316 0.85 | transcript=PVPAM_090034700_t1 | gene=PVPAM_090034700 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=CASCJQ010000009:1325948-1328956(+) | protein_length=1002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720582.1         -           1002 12974at5820          -            164   2.1e-15   55.4  42.0   4   4   2.3e-08   1.2e-05   23.6   6.6    45    96   317   369   311   376 0.85 | transcript=PVPAM_090034700_t1 | gene=PVPAM_090034700 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=CASCJQ010000009:1325948-1328956(+) | protein_length=1002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722269.1         -            326 12974at5820          -            164   6.4e-13   47.3  24.2   1   3     5e-09   2.7e-06   25.8   4.9    46   103    45   101    38   102 0.89 | transcript=PVPAM_120050600_t1 | gene=PVPAM_120050600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000012:1860357-1861867(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722269.1         -            326 12974at5820          -            164   6.4e-13   47.3  24.2   2   3   7.3e-12   3.9e-09   35.0  11.3    18    97    61   142    55   148 0.88 | transcript=PVPAM_120050600_t1 | gene=PVPAM_120050600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000012:1860357-1861867(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722269.1         -            326 12974at5820          -            164   6.4e-13   47.3  24.2   3   3   6.5e-05     0.035   12.4  12.6    41    89   178   229   148   255 0.70 | transcript=PVPAM_120050600_t1 | gene=PVPAM_120050600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000012:1860357-1861867(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 12974at5820          -            164   8.1e-13   47.0  40.9   1   4       3.1   1.7e+03   -2.8   0.3    86   107   211   232   197   253 0.75 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 12974at5820          -            164   8.1e-13   47.0  40.9   2   4   9.1e-11   4.9e-08   31.4  15.3    22   138   848   968   827   970 0.82 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 12974at5820          -            164   8.1e-13   47.0  40.9   3   4   1.7e-07   9.4e-05   20.8   8.0    24   135   944  1054   939  1090 0.73 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 12974at5820          -            164   8.1e-13   47.0  40.9   4   4   3.6e-06    0.0019   16.5   1.9    45    89  1286  1330  1254  1382 0.71 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723010.1         -            799 12974at5820          -            164   1.4e-10   39.8  15.3   1   2       3.3   1.8e+03   -2.9   0.2   114   128    36    50    20    54 0.54 | transcript=PVPAM_130051600_t1 | gene=PVPAM_130051600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2051921-2054702(+) | protein_length=799 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723010.1         -            799 12974at5820          -            164   1.4e-10   39.8  15.3   2   2   2.5e-13   1.4e-10   39.8  15.3     7   127    72   196    66   231 0.80 | transcript=PVPAM_130051600_t1 | gene=PVPAM_130051600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2051921-2054702(+) | protein_length=799 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720988.1         -           1381 12974at5820          -            164   3.9e-09   35.0  43.9   1   4   1.6e-06   0.00084   17.7   5.7    18    88    71   152    58   159 0.76 | transcript=PVPAM_100025600_t1 | gene=PVPAM_100025600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:901429-905574(-) | protein_length=1381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720988.1         -           1381 12974at5820          -            164   3.9e-09   35.0  43.9   2   4     0.038        21    3.4  14.4    28   105   136   220   136   229 0.78 | transcript=PVPAM_100025600_t1 | gene=PVPAM_100025600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:901429-905574(-) | protein_length=1381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720988.1         -           1381 12974at5820          -            164   3.9e-09   35.0  43.9   3   4    0.0046       2.5    6.4   0.7    71    91   265   285   253   292 0.87 | transcript=PVPAM_100025600_t1 | gene=PVPAM_100025600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:901429-905574(-) | protein_length=1381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720988.1         -           1381 12974at5820          -            164   3.9e-09   35.0  43.9   4   4   4.4e-08   2.4e-05   22.7   7.0    48   109   302   357   288   377 0.78 | transcript=PVPAM_100025600_t1 | gene=PVPAM_100025600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:901429-905574(-) | protein_length=1381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722885.1         -            148 12974at5820          -            164     1e-08   33.6   5.5   1   1   2.5e-11   1.3e-08   33.3   5.5    60   131    11    83     6   117 0.74 | transcript=PVPAM_130038700_t1 | gene=PVPAM_130038700 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000013:1501686-1502628(+) | protein_length=148 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 12974at5820          -            164   8.7e-05   20.9  17.7   1   1     2e-06    0.0011   17.3   5.5    66   103    38    75    33    81 0.92 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 12974at5820          -            164   0.00088   17.6   2.6   1   1   5.5e-06    0.0029   15.9   2.6    49   104    19    74     7    98 0.79 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 12974at5820          -            164     0.005   15.1  11.0   1   2   0.00029      0.15   10.3   3.4    45    83    14    52     2    67 0.63 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 12974at5820          -            164     0.005   15.1  11.0   2   2    0.0012      0.65    8.3   0.9     4    51    70   118    66   128 0.76 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12974at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:21 2026
# [ok]
