#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722516.1         -           5560 39at5820             -           4063         0 6018.2 541.2   1  11  5.5e-301    9e-298  990.0 132.7     2   950    16  1285    15  1325 0.82 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722726.1         -           3294 39at5820             -           4063  2.8e-169  563.5 230.5   7   7      0.99   1.6e+03   -6.6  33.2  3771  4011  2967  3228  2953  3252 0.64 | transcript=PVPAM_130022700_t1 | gene=PVPAM_130022700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 3, putative | transcript_product=cysteine repeat modular protein 3, putative | location=CASCJQ010000013:794599-804749(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 39at5820             -           4063   4.7e-45  151.2 218.7   1   7   1.4e-19   2.3e-16   56.0  28.3  1954  2259   821  1149   705  1177 0.74 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 39at5820             -           4063   4.7e-45  151.2 218.7   2   7   6.8e-07    0.0011   13.9  14.7  2176  2263  1195  1282  1188  1296 0.74 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 39at5820             -           4063   4.7e-45  151.2 218.7   3   7   3.3e-07   0.00054   14.9  17.8  2165  2245  1299  1383  1295  1396 0.82 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 39at5820             -           4063   4.7e-45  151.2 218.7   4   7   1.2e-08     2e-05   19.7  10.8  2732  2816  1397  1483  1384  1486 0.86 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 39at5820             -           4063   4.7e-45  151.2 218.7   5   7   6.3e-19     1e-15   53.8  21.5  2880  3060  1487  1656  1483  1664 0.92 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 39at5820             -           4063   4.7e-45  151.2 218.7   6   7     5e-16   8.1e-13   44.2  64.0  3158  3632  1666  2135  1660  2197 0.69 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 39at5820             -           4063   4.7e-45  151.2 218.7   7   7         4   6.5e+03  -16.0  15.1  3796  3965  2228  2399  2200  2486 0.54 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   1   8   1.6e-10   2.6e-07   25.9  38.0  1952  2266  1155  1505  1090  1518 0.69 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   2   8   8.9e-06     0.014   10.2  15.5  2177  2244  1540  1608  1525  1613 0.85 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   3   8   3.9e-16   6.3e-13   44.6   4.1  2390  2474  1623  1707  1613  1710 0.89 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   4   8      0.19     3e+02   -4.2   6.9  2717  2762  1714  1763  1708  1775 0.61 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   5   8   6.9e-05      0.11    7.2   5.3  2429  2817  1834  1882  1820  1891 0.60 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   6   8   1.5e-15   2.4e-12   42.6  10.4  2903  3055  2076  2223  2070  2239 0.87 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   7   8   1.1e-12   1.8e-09   33.1  62.9  3160  3623  2240  2693  2225  2711 0.75 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 39at5820             -           4063   2.1e-32  109.2 206.3   8   8         4   6.5e+03  -11.1   8.4  3751  3831  2909  2995  2896  3026 0.59 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/39at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/39at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/39at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:54 2026
# [ok]
