#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719609.1         -            340 9867at5820           -            284  2.7e-172  570.0  32.2   1   2         1   2.5e+02   -0.8   0.1     1    14     1    14     1    26 0.75 | transcript=PVPAM_070022300_t1 | gene=PVPAM_070022300 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein musashi, putative | transcript_product=RNA-binding protein musashi, putative | location=CASCJQ010000007:784356-785378(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718792.1         -            292 9867at5820           -            284   1.8e-11   42.3   0.0   2   2   2.7e-11   6.4e-09   33.9   0.0    46   133   140   229   132   239 0.89 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 9867at5820           -            284   5.2e-11   40.8  15.1   1   2   1.3e-08   3.1e-06   25.1   1.8   121   212    95   189    12   207 0.63 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 9867at5820           -            284   5.2e-11   40.8  15.1   2   2   1.2e-07   2.8e-05   22.0   0.0    65   120   213   268   205   284 0.80 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719920.1         -            322 9867at5820           -            284   5.3e-11   40.7   0.0   1   2   2.2e-13   5.3e-11   40.7   0.0   144   218    90   166    77   193 0.84 | transcript=PVPAM_080014300_t1 | gene=PVPAM_080014300 | organism=Plasmodium_vivax_PAM | gene_product=transformer-2 protein homolog beta, putative | transcript_product=transformer-2 protein homolog beta, putative | location=CASCJQ010000008:471177-474279(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719920.1         -            322 9867at5820           -            284   5.3e-11   40.7   0.0   2   2       8.3     2e+03   -3.8   1.1   228   228   257   257   221   273 0.57 | transcript=PVPAM_080014300_t1 | gene=PVPAM_080014300 | organism=Plasmodium_vivax_PAM | gene_product=transformer-2 protein homolog beta, putative | transcript_product=transformer-2 protein homolog beta, putative | location=CASCJQ010000008:471177-474279(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 9867at5820           -            284   9.3e-10   36.7   1.3   1   3   3.9e-12   9.3e-10   36.7   1.3    63   224    22   188    12   205 0.81 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 9867at5820           -            284   9.3e-10   36.7   1.3   2   3       2.5   6.1e+02   -2.1   5.5   242   272   356   387   347   395 0.83 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 9867at5820           -            284   9.3e-10   36.7   1.3   3   3         9   2.2e+03   -3.9   4.5   245   272   400   427   392   443 0.73 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 9867at5820           -            284   3.7e-09   34.7   6.5   1   2   3.2e-05    0.0077   14.0   0.6   143   198    99   154    86   199 0.64 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 9867at5820           -            284   3.7e-09   34.7   6.5   2   2   3.5e-08   8.3e-06   23.7   0.8    57   212   304   380   264   389 0.53 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721186.1         -            452 9867at5820           -            284   8.1e-09   33.6   0.7   1   1   5.3e-11   1.3e-08   32.9   0.7   138   217    92   172    63   183 0.79 | transcript=PVPAM_110008800_t1 | gene=PVPAM_110008800 | organism=Plasmodium_vivax_PAM | gene_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | transcript_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | location=CASCJQ010000011:144604-145962(-) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9867at5820           -            284     1e-07   30.0  22.3   1   5       2.1   5.1e+02   -1.9   0.6   199   231    80   115    32   128 0.53 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9867at5820           -            284     1e-07   30.0  22.3   2   5       3.7   8.9e+02   -2.7   0.3    99   149   497   554   481   578 0.57 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9867at5820           -            284     1e-07   30.0  22.3   3   5     0.045        11    3.6   0.1   144   172   712   740   701   751 0.86 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9867at5820           -            284     1e-07   30.0  22.3   4   5    0.0019      0.45    8.2   0.6    62   131   859   946   843   955 0.62 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9867at5820           -            284     1e-07   30.0  22.3   5   5   5.8e-10   1.4e-07   29.5   0.6    58   142   972  1053   954  1081 0.86 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722192.1         -            914 9867at5820           -            284   1.4e-07   29.5   0.6   1   3      0.85     2e+02   -0.6   0.0    59    83   542   566   535   576 0.83 | transcript=PVPAM_120043000_t1 | gene=PVPAM_120043000 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=CASCJQ010000012:1485281-1488025(+) | protein_length=914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722192.1         -            914 9867at5820           -            284   1.4e-07   29.5   0.6   2   3   9.2e-09   2.2e-06   25.6   0.1   139   257   672   786   655   805 0.82 | transcript=PVPAM_120043000_t1 | gene=PVPAM_120043000 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=CASCJQ010000012:1485281-1488025(+) | protein_length=914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722192.1         -            914 9867at5820           -            284   1.4e-07   29.5   0.6   3   3      0.75   1.8e+02   -0.4   0.0   160   217   838   900   814   909 0.67 | transcript=PVPAM_120043000_t1 | gene=PVPAM_120043000 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=CASCJQ010000012:1485281-1488025(+) | protein_length=914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 9867at5820           -            284   4.2e-07   28.0   0.3   1   2       1.4   3.3e+02   -1.2   0.1   185   209    67    91    10   109 0.53 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 9867at5820           -            284   4.2e-07   28.0   0.3   2   2   7.7e-09   1.8e-06   25.8   0.0    56   133   423   502   409   509 0.89 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720676.1         -           1837 9867at5820           -            284   1.5e-06   26.2   0.1   1   1   2.8e-08   6.7e-06   24.0   0.1   145   203  1023  1081  1017  1106 0.91 | transcript=PVPAM_090044100_t1 | gene=PVPAM_090044100 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000009:1743452-1748965(+) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721256.1         -            181 9867at5820           -            284   2.6e-06   25.4   0.4   1   1   1.4e-08   3.4e-06   25.0   0.3   145   215    51   123    36   155 0.83 | transcript=PVPAM_110015800_t1 | gene=PVPAM_110015800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:440296-441618(+) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 9867at5820           -            284   3.6e-06   24.9   0.2   1   1   1.1e-07   2.7e-05   22.0   0.2    63   202   637   796   617   823 0.72 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719680.1         -            202 9867at5820           -            284   8.5e-06   23.7   0.1   1   1   4.5e-08   1.1e-05   23.3   0.1    59   127    69   138    23   148 0.86 | transcript=PVPAM_070029400_t1 | gene=PVPAM_070029400 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 2, putative | transcript_product=polyadenylate-binding protein 2, putative | location=CASCJQ010000007:1062772-1064247(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 9867at5820           -            284   1.1e-05   23.3   0.2   1   2   3.3e-07   7.9e-05   20.5   0.1   145   235    22   116     9   131 0.80 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 9867at5820           -            284   1.1e-05   23.3   0.2   2   2      0.36        86    0.7   0.0   144   182   172   209   162   231 0.73 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 9867at5820           -            284   3.6e-05   21.6   0.6   1   2   1.9e-06   0.00045   18.0   0.4   136   218     2    87     1   129 0.65 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 9867at5820           -            284   3.6e-05   21.6   0.6   2   2       0.1        24    2.5   0.0   145   173   121   149   115   180 0.81 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720107.1         -            299 9867at5820           -            284   0.00061   17.6   0.1   1   1   3.6e-06   0.00087   17.1   0.1   138   229    28   124     4   143 0.74 | transcript=PVPAM_080032900_t1 | gene=PVPAM_080032900 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:1265540-1266874(-) | protein_length=299 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723072.1         -            107 9867at5820           -            284    0.0011   16.7   0.0   1   1     5e-06    0.0012   16.6   0.0    63   113    25    77     6   105 0.60 | transcript=PVPAM_130057800_t1 | gene=PVPAM_130057800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein 8A, putative | transcript_product=RNA-binding protein 8A, putative | location=CASCJQ010000013:2343283-2343975(-) | protein_length=107 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720552.1         -           1054 9867at5820           -            284    0.0014   16.4   0.0   1   1     9e-06    0.0022   15.8   0.0    63   131     8    79     3    96 0.72 | transcript=PVPAM_090031800_t1 | gene=PVPAM_090031800 | organism=Plasmodium_vivax_PAM | gene_product=alternative splicing factor SR-MG, putative | transcript_product=alternative splicing factor SR-MG, putative | location=CASCJQ010000009:1220788-1223952(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722430.1         -            786 9867at5820           -            284    0.0016   16.2   1.5   1   2   7.3e-06    0.0017   16.1   0.1    61   205    29    91    13   143 0.60 | transcript=PVPAM_120066700_t1 | gene=PVPAM_120066700 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000012:2518224-2521284(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722430.1         -            786 9867at5820           -            284    0.0016   16.2   1.5   2   2         6   1.4e+03   -3.3   0.1   256   270   691   705   674   709 0.77 | transcript=PVPAM_120066700_t1 | gene=PVPAM_120066700 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000012:2518224-2521284(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723587.1         -            110 9867at5820           -            284     0.006   14.3   0.0   1   1   2.6e-05    0.0062   14.3   0.0   145   198    15    66     9   107 0.75 | transcript=PVPAM_140051100_t1 | gene=PVPAM_140051100 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 6, putative | transcript_product=splicing factor 3B subunit 6, putative | location=CASCJQ010000014:1989748-1990335(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720595.1         -            156 9867at5820           -            284     0.016   13.0   0.8   1   1   9.3e-05     0.022   12.5   0.2   143   188     3    48     1    69 0.80 | transcript=PVPAM_090035900_t1 | gene=PVPAM_090035900 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein s1, putative | transcript_product=RNA-binding protein s1, putative | location=CASCJQ010000009:1371439-1371909(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720606.1         -            962 9867at5820           -            284     0.036   11.8   0.0   1   1   0.00025     0.061   11.0   0.0    56   118   739   809   735   818 0.78 | transcript=PVPAM_090037000_t1 | gene=PVPAM_090037000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000009:1416554-1419442(-) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9867at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9867at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9867at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:52:58 2026
# [ok]
