#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721203.1         -            534 5839at5820           -            397  1.9e-204  677.5  30.8   1   4      0.23   2.5e+02   -1.2   0.0     1    13    14    26    14    29 0.90 | transcript=PVPAM_110010500_t1 | gene=PVPAM_110010500 | organism=Plasmodium_vivax_PAM | gene_product=adenylyltransferase and sulfurtransferase UBA4, putative | transcript_product=adenylyltransferase and sulfurtransferase UBA4, putative | location=CASCJQ010000011:214629-216233(+) | protein_length=534 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722022.1         -           1673 5839at5820           -            397   4.2e-11   40.8  17.9   4   4       1.5   1.6e+03   -3.9   0.0   296   344  1011  1064  1002  1074 0.74 | transcript=PVPAM_120026100_t1 | gene=PVPAM_120026100 | organism=Plasmodium_vivax_PAM | gene_product=ubiquitin-activating enzyme, putative | transcript_product=ubiquitin-activating enzyme, putative | location=CASCJQ010000012:836225-841246(-) | protein_length=1673 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723596.1         -           1143 5839at5820           -            397   2.1e-08   32.0   0.2   1   2      0.41   4.5e+02   -2.1   2.9    45   148    57   160    38   198 0.79 | transcript=PVPAM_140052000_t1 | gene=PVPAM_140052000 | organism=Plasmodium_vivax_PAM | gene_product=ubiquitin-activating enzyme E1, putative | transcript_product=ubiquitin-activating enzyme E1, putative | location=CASCJQ010000014:2024732-2028715(+) | protein_length=1143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723596.1         -           1143 5839at5820           -            397   2.1e-08   32.0   0.2   2   2   1.9e-11   2.1e-08   32.0   0.2    32   181   503   666   492   679 0.73 | transcript=PVPAM_140052000_t1 | gene=PVPAM_140052000 | organism=Plasmodium_vivax_PAM | gene_product=ubiquitin-activating enzyme E1, putative | transcript_product=ubiquitin-activating enzyme E1, putative | location=CASCJQ010000014:2024732-2028715(+) | protein_length=1143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720545.1         -           1222 5839at5820           -            397   4.9e-07   27.4   0.1   1   1   1.1e-09   1.2e-06   26.2   0.1    28   102   735   809   719   833 0.80 | transcript=PVPAM_090031100_t1 | gene=PVPAM_090031100 | organism=Plasmodium_vivax_PAM | gene_product=autophagy-related protein 7, putative | transcript_product=autophagy-related protein 7, putative | location=CASCJQ010000009:1186608-1190433(-) | protein_length=1222 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5839at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5839at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5839at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:39 2026
# [ok]
