#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719185.1         -           5252 41at5820             -           4262         0 8492.3 406.5   1  12  1.1e-149  1.1e-146  488.3  41.1     1   304    43   387    43   392 0.92 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 41at5820             -           4262         0 8492.3 406.5  12  12         0         0 1739.2  38.3  3484  4262  4466  5252  4461  5252 0.99 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   1  11   5.3e-22   5.7e-19   64.5  55.0   984  1420  1074  1539  1053  1547 0.69 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   2  11   1.6e-16   1.8e-13   46.3   9.0  1412  1569  1609  1766  1595  1770 0.90 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   3  11   1.2e-97   1.3e-94  315.6   9.0  1574  1853  1814  2092  1797  2100 0.96 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   4  11   1.4e-44   1.5e-41  139.5   8.3  1861  2071  2145  2355  2133  2453 0.82 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   5  11   1.4e-65   1.5e-62  209.1  40.6  2228  2767  2478  3032  2466  3038 0.90 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   6  11   8.8e-40   9.5e-37  123.5  34.4  2766  3164  3102  3515  3098  3533 0.89 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   7  11     7e-43   7.5e-40  133.8  25.1  3177  3482  3611  3906  3599  3911 0.90 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   8  11   1.1e-17   1.2e-14   50.2   9.7  3484  3689  4279  4487  4273  4493 0.77 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3   9  11   4.7e-38     5e-35  117.8   4.8  3701  3902  4539  4739  4533  4747 0.94 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3  10  11    0.0011       1.1    3.7   0.2  3922  3978  4861  4917  4838  4926 0.88 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 41at5820             -           4262         0 1245.8 280.3  11  11   3.6e-33   3.9e-30  101.5   7.0  3987  4257  4986  5289  4980  5292 0.80 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   1  11         6   6.5e+03  -11.2  15.6   514   623   331   442   242   452 0.66 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   2  11         6   6.5e+03  -15.3  20.5   587   769   607   804   568   834 0.61 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   3  11         6   6.5e+03  -36.0  46.6   449   738  1019  1311   978  1328 0.43 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   4  11         6   6.5e+03  -11.1   9.0   977  1051  1364  1441  1359  1461 0.78 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   5  11         6   6.5e+03  -20.5  60.3   762  1164  1570  1975  1564  1984 0.68 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   6  11  3.9e-180  4.2e-177  589.4  63.3  1157  2121  2069  3065  2049  3074 0.87 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   7  11   8.7e-19   9.4e-16   53.8  15.7  2207  2524  3333  3677  3275  3695 0.76 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   8  11   2.3e-20   2.5e-17   59.1   5.8  2530  2689  3793  3954  3788  3968 0.88 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4   9  11  1.2e-108  1.3e-105  352.1  70.1  2698  3545  4036  4910  4017  4944 0.84 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4  10  11   5.3e-43   5.7e-40  134.2  26.5  3588  4043  5071  5520  5021  5584 0.77 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 41at5820             -           4262         0 1171.2 229.4  11  11   6.8e-24   7.4e-21   70.8   8.0  4022  4256  5606  5857  5591  5860 0.84 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 41at5820             -           4262  9.6e-299  993.1 105.8   1   6         6   6.5e+03  -10.4   6.9   383  1467   869   906   749   963 0.44 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 41at5820             -           4262  9.6e-299  993.1 105.8   2   6  1.5e-133  1.6e-130  434.8  16.9  1067  1814  1397  2182  1371  2185 0.88 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 41at5820             -           4262  9.6e-299  993.1 105.8   3   6   1.2e-41   1.3e-38  129.7   0.6  1820  2047  2229  2466  2223  2478 0.88 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 41at5820             -           4262  9.6e-299  993.1 105.8   4   6  2.4e-111  2.6e-108  361.1  42.4  2230  3478  2729  4003  2722  4011 0.82 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 41at5820             -           4262  9.6e-299  993.1 105.8   5   6   2.6e-33   2.8e-30  102.0   1.2  3613  3937  4222  4557  4209  4601 0.78 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 41at5820             -           4262  9.6e-299  993.1 105.8   6   6      0.03        33   -1.1   1.1  3980  4100  4659  4791  4651  4803 0.71 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   1  10         6   6.5e+03  -38.2 175.1   459  1412   244  1218   221  1285 0.65 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   2  10   7.4e-39     8e-36  120.4  12.1  1498  1701  1382  1578  1376  1583 0.93 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   3  10   1.7e-19   1.8e-16   56.2  11.2  1703  1855  1650  1809  1648  1818 0.87 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   4  10   3.8e-14   4.1e-11   38.4  24.5  1860  2117  2009  2274  1994  2289 0.78 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   5  10   4.3e-30   4.6e-27   91.4  59.0  2246  2764  2670  3213  2638  3220 0.85 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   6  10   7.5e-29   8.1e-26   87.2  52.5  2777  3277  3312  3830  3300  3835 0.84 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   7  10   2.8e-06     0.003   12.3  22.5  3329  3561  3993  4223  3961  4237 0.72 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   8  10   4.5e-08   4.8e-05   18.3   9.1  3603  3805  4452  4646  4438  4651 0.82 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9   9  10   2.8e-25     3e-22   75.4  28.5  3804  4205  4752  5138  4745  5146 0.88 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 41at5820             -           4262  3.3e-123  410.5 461.9  10  10     0.025        26   -0.8   0.0  4217  4256  5186  5231  5164  5234 0.75 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 41at5820             -           4262  5.7e-112  373.2 183.8   1  13         6   6.5e+03  -87.0 216.7    11  1402   236  1718   230  1731 0.59 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 41at5820             -           4262  5.7e-112  373.2 183.8   2  13   0.00084      0.91    4.1  12.4  1430  1565  1822  1953  1774  1962 0.77 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 41at5820             -           4262  5.7e-112  373.2 183.8   3  13   4.6e-28     5e-25   84.6   7.2  1557  1700  2252  2396  2241  2402 0.93 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 41at5820             -           4262  5.7e-112  373.2 183.8   4  13   1.3e-14   1.4e-11   40.0  14.2  1711  1913  2581  2793  2575  2817 0.84 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 41at5820             -           4262  5.7e-112  373.2 183.8   5  13   1.1e-25   1.2e-22   76.7  14.3  1925  2113  2966  3153  2948  3174 0.91 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 41at5820             -           4262  5.7e-112  373.2 183.8   6  13       5.7   6.1e+03   -8.6  44.3  2121  2333  3336  3555  3243  3562 0.64 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 41at5820             -           4262  5.7e-112  373.2 183.8   7  13   2.2e-05     0.024    9.3  16.7  2336  2477  3613  3756  3602  3850 0.79 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
