#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719506.1         -            839 7115at5820           -            359  2.1e-172  571.6  78.4   1   5    5e-133  3.2e-130  432.8  21.2     1   220     3   252     3   267 0.91 | transcript=PVPAM_070012000_t1 | gene=PVPAM_070012000 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000007:395318-397837(-) | protein_length=839 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720631.1         -           2163 7115at5820           -            359   2.4e-23   81.3  11.1   2   4   3.6e-26   2.4e-23   81.3  11.1    38   148   484   594   478   633 0.88 | transcript=PVPAM_090039500_t1 | gene=PVPAM_090039500 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000009:1523504-1529995(-) | protein_length=2163 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720631.1         -           2163 7115at5820           -            359   2.4e-23   81.3  11.1   3   4       4.7     3e+03   -4.6   0.9   321   345  1431  1453  1369  1462 0.73 | transcript=PVPAM_090039500_t1 | gene=PVPAM_090039500 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000009:1523504-1529995(-) | protein_length=2163 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720631.1         -           2163 7115at5820           -            359   2.4e-23   81.3  11.1   4   4       4.5   2.9e+03   -4.5   4.0   276   345  1793  1864  1761  1871 0.70 | transcript=PVPAM_090039500_t1 | gene=PVPAM_090039500 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000009:1523504-1529995(-) | protein_length=2163 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719982.1         -            514 7115at5820           -            359   1.3e-22   78.9   9.2   1   2     2e-25   1.3e-22   78.9   9.2    33   139    18   126     2   177 0.88 | transcript=PVPAM_080020400_t1 | gene=PVPAM_080020400 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger (CCCH type) protein, putative | transcript_product=zinc finger (CCCH type) protein, putative | location=CASCJQ010000008:727351-728895(+) | protein_length=514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719982.1         -            514 7115at5820           -            359   1.3e-22   78.9   9.2   2   2       1.9   1.2e+03   -3.3   4.2   190   305   245   363   226   379 0.59 | transcript=PVPAM_080020400_t1 | gene=PVPAM_080020400 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger (CCCH type) protein, putative | transcript_product=zinc finger (CCCH type) protein, putative | location=CASCJQ010000008:727351-728895(+) | protein_length=514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720906.1         -           1941 7115at5820           -            359   2.3e-20   71.4  21.1   1   4        10   6.5e+03   -6.2   8.6   197   300    28   116    10   131 0.44 | transcript=PVPAM_100017400_t1 | gene=PVPAM_100017400 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000010:541287-547112(-) | protein_length=1941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720906.1         -           1941 7115at5820           -            359   2.3e-20   71.4  21.1   2   4   3.6e-23   2.3e-20   71.4  21.1    13   140   356   492   344   503 0.80 | transcript=PVPAM_100017400_t1 | gene=PVPAM_100017400 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000010:541287-547112(-) | protein_length=1941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720906.1         -           1941 7115at5820           -            359   2.3e-20   71.4  21.1   3   4        10   6.5e+03   -7.5  10.3   162   229   671   736   646   761 0.47 | transcript=PVPAM_100017400_t1 | gene=PVPAM_100017400 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000010:541287-547112(-) | protein_length=1941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720906.1         -           1941 7115at5820           -            359   2.3e-20   71.4  21.1   4   4      0.29   1.8e+02   -0.6   2.4   152   225   739   815   728   834 0.73 | transcript=PVPAM_100017400_t1 | gene=PVPAM_100017400 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000010:541287-547112(-) | protein_length=1941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722747.1         -           1004 7115at5820           -            359   2.3e-17   61.6  25.1   1   3   3.5e-20   2.3e-17   61.6  25.1    37   175    23   165    12   296 0.69 | transcript=PVPAM_130024800_t1 | gene=PVPAM_130024800 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000013:898985-901999(-) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722747.1         -           1004 7115at5820           -            359   2.3e-17   61.6  25.1   2   3       1.7   1.1e+03   -3.1   1.2   231   329   415   470   384   496 0.46 | transcript=PVPAM_130024800_t1 | gene=PVPAM_130024800 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000013:898985-901999(-) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722747.1         -           1004 7115at5820           -            359   2.3e-17   61.6  25.1   3   3       5.1   3.3e+03   -4.7   6.1   184   297   806   915   770   974 0.59 | transcript=PVPAM_130024800_t1 | gene=PVPAM_130024800 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000013:898985-901999(-) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719146.1         -           1493 7115at5820           -            359   2.1e-16   58.4   9.6   1   1   6.5e-19   4.2e-16   57.4   9.6    35   139     3   103     1   114 0.93 | transcript=PVPAM_060015300_t1 | gene=PVPAM_060015300 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000006:428110-433169(-) | protein_length=1493 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719714.1         -           1239 7115at5820           -            359   7.8e-15   53.3   3.5   1   2   1.2e-17   7.8e-15   53.3   3.5    38   138     2   101     1   166 0.88 | transcript=PVPAM_070032800_t1 | gene=PVPAM_070032800 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000007:1204141-1208889(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719714.1         -           1239 7115at5820           -            359   7.8e-15   53.3   3.5   2   2       3.5   2.3e+03   -4.2   1.1   274   299   378   403   342   447 0.53 | transcript=PVPAM_070032800_t1 | gene=PVPAM_070032800 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000007:1204141-1208889(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722893.1         -           1301 7115at5820           -            359   2.8e-10   38.3   4.0   1   1   7.9e-13   5.1e-10   37.4   4.0    72   140   196   264   181   274 0.89 | transcript=PVPAM_130039500_t1 | gene=PVPAM_130039500 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000013:1526387-1530292(+) | protein_length=1301 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7115at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7115at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7115at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:03 2026
# [ok]
