#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722196.1         -            743 3797at5820           -            571  4.4e-269  892.9  34.1   1   1  1.5e-271    2e-268  890.8  34.1     1   571     1   743     1   743 0.94 | transcript=PVPAM_120043400_t1 | gene=PVPAM_120043400 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000012:1506059-1508290(-) | protein_length=743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720884.1         -            986 3797at5820           -            571    0.0022   15.7   0.7   5   5      0.34   4.4e+02   -1.8   0.1   216   262   926   972   906   984 0.77 | transcript=PVPAM_100015200_t1 | gene=PVPAM_100015200 | organism=Plasmodium_vivax_PAM | gene_product=zinc finger protein, putative | transcript_product=zinc finger protein, putative | location=CASCJQ010000010:446340-449300(-) | protein_length=986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3797at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3797at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3797at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:45 2026
# [ok]
