#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719305.1         -           1156 3333at5820           -            635  5.6e-285  945.2  57.1   1   8   2.5e-50   8.1e-47  158.4   8.4     2   124    34   170    33   178 0.90 | transcript=PVPAM_060031200_t1 | gene=PVPAM_060031200 | organism=Plasmodium_vivax_PAM | gene_product=U2 snRNA/tRNA pseudouridine synthase, putative | transcript_product=U2 snRNA/tRNA pseudouridine synthase, putative | location=CASCJQ010000006:1067390-1070860(-) | protein_length=1156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718005.1         -            901 3333at5820           -            635   9.5e-18   62.4  21.9   4   5       0.4   1.3e+03   -4.2   0.0   492   506   581   595   578   597 0.79 | transcript=PVPAM_020023600_t1 | gene=PVPAM_020023600 | organism=Plasmodium_vivax_PAM | gene_product=tRNA pseudouridine synthase D, putative | transcript_product=tRNA pseudouridine synthase D, putative | location=CASCJQ010000002:792917-795622(+) | protein_length=901 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718005.1         -            901 3333at5820           -            635   9.5e-18   62.4  21.9   5   5     0.056   1.8e+02   -1.3   0.2    72    88   679   695   631   751 0.52 | transcript=PVPAM_020023600_t1 | gene=PVPAM_020023600 | organism=Plasmodium_vivax_PAM | gene_product=tRNA pseudouridine synthase D, putative | transcript_product=tRNA pseudouridine synthase D, putative | location=CASCJQ010000002:792917-795622(+) | protein_length=901 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3333at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3333at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3333at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:28 2026
# [ok]
