#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720224.1         -           3769 240at5820            -           2846         0 3763.8  65.0   1   5  1.7e-190  2.9e-188  626.4   6.9     2   392     2   443     1   457 0.87 | transcript=PVPAM_080044700_t1 | gene=PVPAM_080044700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1739277-1750969(+) | protein_length=3769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721130.1         -            944 240at5820            -           2846   0.00021   16.4  40.6   1   3      0.58     1e+02   -2.4   8.6  1261  1319   105   167    14   195 0.45 | transcript=PVPAM_100039800_t1 | gene=PVPAM_100039800 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=CASCJQ010000010:1475165-1477999(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721130.1         -            944 240at5820            -           2846   0.00021   16.4  40.6   2   3     0.003      0.52    5.2  23.9  1157  1295   349   477   250   491 0.36 | transcript=PVPAM_100039800_t1 | gene=PVPAM_100039800 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=CASCJQ010000010:1475165-1477999(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721130.1         -            944 240at5820            -           2846   0.00021   16.4  40.6   3   3   1.2e-06   0.00021   16.4  40.6  1128  1347   579   791   536   799 0.44 | transcript=PVPAM_100039800_t1 | gene=PVPAM_100039800 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=CASCJQ010000010:1475165-1477999(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720004.1         -            381 240at5820            -           2846   0.00064   14.8  33.7   1   1   4.6e-06    0.0008   14.5  33.7  1218  1383   101   265    50   273 0.56 | transcript=PVPAM_080022600_t1 | gene=PVPAM_080022600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000008:819982-822067(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718974.1         -            298 240at5820            -           2846    0.0045   12.0  64.2   1   1   2.8e-05    0.0049   11.9  64.2  1138  1322   109   294    68   298 0.41 | transcript=PVPAM_050036600_t1 | gene=PVPAM_050036600 | organism=Plasmodium_vivax_PAM | gene_product=ran-specific GTPase-activating protein 1, putative | transcript_product=ran-specific GTPase-activating protein 1, putative | location=CASCJQ010000005:1316265-1317533(+) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723827.1         -            400 240at5820            -           2846     0.034    9.1  31.0   1   2   0.00069      0.12    7.3   3.1  1253  1362    74   183    24   187 0.44 | transcript=PVPAM_140075000_t1 | gene=PVPAM_140075000 | organism=Plasmodium_vivax_PAM | gene_product=THUMP domain-containing protein, putative | transcript_product=THUMP domain-containing protein, putative | location=CASCJQ010000014:2942224-2943949(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723827.1         -            400 240at5820            -           2846     0.034    9.1  31.0   2   2   0.00051     0.089    7.7  20.1  1242  1326   238   317   215   346 0.35 | transcript=PVPAM_140075000_t1 | gene=PVPAM_140075000 | organism=Plasmodium_vivax_PAM | gene_product=THUMP domain-containing protein, putative | transcript_product=THUMP domain-containing protein, putative | location=CASCJQ010000014:2942224-2943949(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723404.1         -            436 240at5820            -           2846     0.053    8.5  14.3   1   1    0.0004      0.07    8.1  14.3  1238  1355    72   191    61   199 0.53 | transcript=PVPAM_140032600_t1 | gene=PVPAM_140032600 | organism=Plasmodium_vivax_PAM | gene_product=drug/metabolite transporter DMT1, putative | transcript_product=drug/metabolite transporter DMT1, putative | location=CASCJQ010000014:1186879-1188189(-) | protein_length=436 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717785.1         -           1679 240at5820            -           2846     0.053    8.5  33.5   1   2   3.3e-05    0.0058   11.7   3.2  1262  1453   996  1192   896  1216 0.62 | transcript=PVPAM_010029900_t1 | gene=PVPAM_010029900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1108280-1116664(-) | protein_length=1679 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717785.1         -           1679 240at5820            -           2846     0.053    8.5  33.5   2   2     0.029       5.1    1.9  22.5  1255  1324  1226  1289  1218  1313 0.33 | transcript=PVPAM_010029900_t1 | gene=PVPAM_010029900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1108280-1116664(-) | protein_length=1679 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723178.1         -            382 240at5820            -           2846     0.056    8.4  41.2   1   2   1.7e-05     0.003   12.6  34.3  1193  1348    75   229    15   266 0.39 | transcript=PVPAM_140009700_t1 | gene=PVPAM_140009700 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=CASCJQ010000014:216335-217820(+) | protein_length=382 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723178.1         -            382 240at5820            -           2846     0.056    8.4  41.2   2   2      0.12        20   -0.1   0.5   228   304   299   376   284   381 0.57 | transcript=PVPAM_140009700_t1 | gene=PVPAM_140009700 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=CASCJQ010000014:216335-217820(+) | protein_length=382 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719309.1         -            437 240at5820            -           2846     0.074    8.0  25.2   1   1   0.00053     0.093    7.7  25.2  1213  1334   250   371   219   410 0.42 | transcript=PVPAM_060031600_t1 | gene=PVPAM_060031600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1083235-1084548(+) | protein_length=437 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718454.1         -            364 240at5820            -           2846       0.1    7.5   9.2   1   1   0.00064      0.11    7.4   9.2  1177  1332    27   191     2   300 0.48 | transcript=PVPAM_040020000_t1 | gene=PVPAM_040020000 | organism=Plasmodium_vivax_PAM | gene_product=Golgi to ER traffic protein 2, putative | transcript_product=Golgi to ER traffic protein 2, putative | location=CASCJQ010000004:641880-642974(+) | protein_length=364 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719481.1         -            304 240at5820            -           2846      0.13    7.2  19.7   1   1   0.00091      0.16    6.9  19.7  1094  1292    96   301    91   304 0.39 | transcript=PVPAM_070009500_t1 | gene=PVPAM_070009500 | organism=Plasmodium_vivax_PAM | gene_product=PH domain-containing protein, putative | transcript_product=PH domain-containing protein, putative | location=CASCJQ010000007:254359-255448(+) | protein_length=304 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719810.1         -            266 240at5820            -           2846      0.18    6.7  29.9   1   1    0.0012      0.21    6.5  29.9  1139  1322    57   237    32   262 0.52 | transcript=PVPAM_070042400_t1 | gene=PVPAM_070042400 | organism=Plasmodium_vivax_PAM | gene_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB58] | transcript_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB58] | location=CASCJQ010000007:1537597-1538649(-) | protein_length=266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718196.1         -            855 240at5820            -           2846      0.29    6.0   5.0   1   1    0.0022      0.39    5.6   5.0  1190  1309   596   714   562   779 0.39 | transcript=PVPAM_030019600_t1 | gene=PVPAM_030019600 | organism=Plasmodium_vivax_PAM | gene_product=actin-related protein ARP6, putative | transcript_product=actin-related protein ARP6, putative | location=CASCJQ010000003:637890-640457(+) | protein_length=855 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717927.1         -           1204 240at5820            -           2846       0.3    6.0  48.3   1   2   5.9e-06     0.001   14.2  37.3  1196  1311   487   605   468   653 0.47 | transcript=PVPAM_020015900_t1 | gene=PVPAM_020015900 | organism=Plasmodium_vivax_PAM | gene_product=small ribosomal subunit assembling AARP2 protein | transcript_product=small ribosomal subunit assembling AARP2 protein | location=CASCJQ010000002:458969-462583(-) | protein_length=1204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717927.1         -           1204 240at5820            -           2846       0.3    6.0  48.3   2   2      0.99   1.7e+02   -3.2   3.2   625   641  1113  1129   963  1195 0.57 | transcript=PVPAM_020015900_t1 | gene=PVPAM_020015900 | organism=Plasmodium_vivax_PAM | gene_product=small ribosomal subunit assembling AARP2 protein | transcript_product=small ribosomal subunit assembling AARP2 protein | location=CASCJQ010000002:458969-462583(-) | protein_length=1204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723470.1         -            371 240at5820            -           2846      0.63    4.9  39.8   1   1    0.0052      0.92    4.4  39.8  1198  1404    17   211     2   225 0.46 | transcript=PVPAM_140039200_t1 | gene=PVPAM_140039200 | organism=Plasmodium_vivax_PAM | gene_product=tetratricopeptide repeat protein, putative | transcript_product=tetratricopeptide repeat protein, putative | location=CASCJQ010000014:1484743-1485858(+) | protein_length=371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721103.1         -            298 240at5820            -           2846       1.1    4.1  58.1   1   1     0.008       1.4    3.8  58.1  1152  1333    51   233    16   250 0.39 | transcript=PVPAM_100037100_t1 | gene=PVPAM_100037100 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000010:1381957-1382853(-) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722495.1         -            324 240at5820            -           2846       1.2    4.0  14.0   1   1    0.0085       1.5    3.7  14.0  1262  1375    30   142    20   154 0.46 | transcript=PVPAM_120073200_t1 | gene=PVPAM_120073200 | organism=Plasmodium_vivax_PAM | gene_product=copper transporter, putative | transcript_product=copper transporter, putative | location=CASCJQ010000012:2832431-2833581(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718911.1         -            421 240at5820            -           2846       1.6    3.6  27.3   1   1     0.015       2.6    2.9  27.3  1219  1301    86   166    37   207 0.51 | transcript=PVPAM_050030300_t1 | gene=PVPAM_050030300 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=CASCJQ010000005:1046207-1047662(-) | protein_length=421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718108.1         -            824 240at5820            -           2846       1.8    3.4  33.6   1   1     0.016       2.7    2.8  33.6  1219  1299   304   383   272   397 0.30 | transcript=PVPAM_030010400_t1 | gene=PVPAM_030010400 | organism=Plasmodium_vivax_PAM | gene_product=NYN domain-containing protein, putative | transcript_product=NYN domain-containing protein, putative | location=CASCJQ010000003:267451-270102(-) | protein_length=824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721488.1         -            145 240at5820            -           2846       1.9    3.3  18.1   1   1     0.013       2.2    3.1  18.1  1245  1307    11    55     2    76 0.33 | transcript=PVPAM_110039300_t1 | gene=PVPAM_110039300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000011:1430926-1431363(+) | protein_length=145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 240at5820            -           2846       2.2    3.1  25.7   1   1     0.017         3    2.7  25.7  1236  1347    34   143     3   167 0.46 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722003.1         -            395 240at5820            -           2846       3.1    2.6  15.9   1   1     0.027       4.8    2.0  15.9  1187  1297    52   171    15   192 0.41 | transcript=PVPAM_120024200_t1 | gene=PVPAM_120024200 | organism=Plasmodium_vivax_PAM | gene_product=MSP7-like protein | transcript_product=MSP7-like protein | location=CASCJQ010000012:784385-785572(+) | protein_length=395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723273.1         -            158 240at5820            -           2846       3.2    2.6  21.1   1   1     0.018       3.2    2.6  21.1  1243  1311    89   154    45   158 0.42 | transcript=PVPAM_140019200_t1 | gene=PVPAM_140019200 | organism=Plasmodium_vivax_PAM | gene_product=PhIL1-interacting candidate PIC5, putative | transcript_product=PhIL1-interacting candidate PIC5, putative | location=CASCJQ010000014:645115-645591(-) | protein_length=158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723781.1         -            205 240at5820            -           2846       3.6    2.4  30.9   1   1     0.024       4.3    2.2  30.9   395  1318    37   167    21   203 0.34 | transcript=PVPAM_140070400_t1 | gene=PVPAM_140070400 | organism=Plasmodium_vivax_PAM | gene_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5X8] | transcript_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5X8] | location=CASCJQ010000014:2791558-2792523(+) | protein_length=205 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718724.1         -            394 240at5820            -           2846       4.2    2.2  17.4   1   1     0.029       5.1    1.9  17.4  1218  1312   129   243    86   314 0.44 | transcript=PVPAM_050011600_t1 | gene=PVPAM_050011600 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=CASCJQ010000005:298587-300015(-) | protein_length=394 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719224.1         -           1763 240at5820            -           2846       5.2    1.9  13.8   1   1      0.04         7    1.4  13.8  1240  1303  1242  1296  1126  1335 0.44 | transcript=PVPAM_060023100_t1 | gene=PVPAM_060023100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:779641-784932(-) | protein_length=1763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717693.1         -            325 240at5820            -           2846       5.4    1.8  16.0   1   1     0.034       5.9    1.7  16.0  1150  1317    20   193     9   263 0.39 | transcript=PVPAM_010020700_t1 | gene=PVPAM_010020700 | organism=Plasmodium_vivax_PAM | gene_product=mediator of RNA polymerase II transcription subunit 10, putative | transcript_product=mediator of RNA polymerase II transcription subunit 10, putative | location=CASCJQ010000001:749026-750003(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721043.1         -            143 240at5820            -           2846         7    1.4  18.8   1   1     0.041       7.1    1.4  18.8  1229  1293    48   112     2   136 0.38 | transcript=PVPAM_100031100_t1 | gene=PVPAM_100031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1135167-1135857(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723091.1         -            132 240at5820            -           2846       7.1    1.4  22.0   1   1     0.043       7.5    1.4  22.0  1253  1330    13    89     1   110 0.37 | transcript=PVPAM_130059700_t1 | gene=PVPAM_130059700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2418230-2418763(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723041.1         -            219 240at5820            -           2846       7.5    1.4   8.3   1   1      0.05       8.7    1.1   8.3  1231  1317    65   149    38   173 0.33 | transcript=PVPAM_130054700_t1 | gene=PVPAM_130054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2202048-2203066(+) | protein_length=219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722835.1         -            791 240at5820            -           2846       8.6    1.1  37.3   1   2       3.2   5.6e+02   -4.9   6.4   745   808    23    94     3   166 0.45 | transcript=PVPAM_130033700_t1 | gene=PVPAM_130033700 | organism=Plasmodium_vivax_PAM | gene_product=large subunit GTPase 1, putative | transcript_product=large subunit GTPase 1, putative | location=CASCJQ010000013:1306054-1308591(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722835.1         -            791 240at5820            -           2846       8.6    1.1  37.3   2   2     3e-05    0.0052   11.8  22.9  1247  1352   190   299   174   352 0.43 | transcript=PVPAM_130033700_t1 | gene=PVPAM_130033700 | organism=Plasmodium_vivax_PAM | gene_product=large subunit GTPase 1, putative | transcript_product=large subunit GTPase 1, putative | location=CASCJQ010000013:1306054-1308591(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721999.1         -            420 240at5820            -           2846       9.6    1.0  24.0   1   1     0.074        13    0.6  24.0  1156  1310    61   215    39   245 0.29 | transcript=PVPAM_120023800_t1 | gene=PVPAM_120023800 | organism=Plasmodium_vivax_PAM | gene_product=MSP7-like protein | transcript_product=MSP7-like protein | location=CASCJQ010000012:777286-778548(+) | protein_length=420 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720548.1         -            318 240at5820            -           2846       9.7    1.0  41.0   1   1     0.062        11    0.8  41.0  1160  1314    66   218    37   307 0.51 | transcript=PVPAM_090031400_t1 | gene=PVPAM_090031400 | organism=Plasmodium_vivax_PAM | gene_product=mediator of RNA polymerase II transcription subunit 21, putative | transcript_product=mediator of RNA polymerase II transcription subunit 21, putative | location=CASCJQ010000009:1198966-1200328(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/240at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/240at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/240at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:54 2026
# [ok]
