#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719498.1         -           1013 1972at5820           -            810         0 1695.8  70.6   1   2         0         0 1084.1  34.1     1   482     1   496     1   520 0.98 | transcript=PVPAM_070011200_t1 | gene=PVPAM_070011200 | organism=Plasmodium_vivax_PAM | gene_product=coatomer subunit beta, putative | transcript_product=coatomer subunit beta, putative | location=CASCJQ010000007:355442-358483(-) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 1972at5820           -            810   4.6e-18   63.5  11.8   1   3   1.2e-09   3.5e-07   27.5   1.6   181   265   272   354   229   362 0.84 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 1972at5820           -            810   4.6e-18   63.5  11.8   2   3   4.6e-13   1.3e-10   38.8   2.1   187   286   362   459   354   475 0.86 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 1972at5820           -            810   4.6e-18   63.5  11.8   3   3   1.4e-06    0.0004   17.4   0.5   206   264   421   478   414   500 0.82 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 1972at5820           -            810   7.5e-18   62.8  11.7   1   3   9.8e-15   2.8e-12   44.4   1.2   157   263    36   142    19   153 0.86 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 1972at5820           -            810   7.5e-18   62.8  11.7   2   3   1.1e-10   3.2e-08   30.9   3.5   152   287   123   252   120   282 0.79 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 1972at5820           -            810   7.5e-18   62.8  11.7   3   3      0.13        36    1.0   0.2   200   232   248   280   237   321 0.57 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 1972at5820           -            810   3.2e-17   60.7   8.1   1   2   1.1e-11   3.1e-09   34.3   5.0   112   235    50   164    32   193 0.80 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 1972at5820           -            810   3.2e-17   60.7   8.1   2   2   9.8e-10   2.7e-07   27.8   0.2   135   257   197   318   171   321 0.83 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 1972at5820           -            810   5.3e-14   50.1  16.7   1   2   4.1e-08   1.1e-05   22.5   9.2    91   292   887  1082   882  1089 0.84 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 1972at5820           -            810   5.3e-14   50.1  16.7   2   2   6.1e-11   1.7e-08   31.8   1.1   165   263  1090  1187  1079  1193 0.84 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 1972at5820           -            810   2.6e-13   47.8   6.6   1   2   2.1e-07   5.8e-05   20.2   0.3   183   262   248   328   226   338 0.84 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 1972at5820           -            810   2.6e-13   47.8   6.6   2   2   1.7e-09   4.8e-07   27.0   1.6   113   261   357   497   335   498 0.71 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723540.1         -            612 1972at5820           -            810   2.5e-12   44.5  16.8   1   2   2.5e-10     7e-08   29.8   1.3   182   283   315   415   305   439 0.84 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723540.1         -            612 1972at5820           -            810   2.5e-12   44.5  16.8   2   2   7.5e-07   0.00021   18.3   8.9    83   261   435   611   422   612 0.77 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 1972at5820           -            810   5.7e-12   43.3  16.0   1   3   1.2e-05    0.0035   14.3   0.2   145   208   246   306   215   323 0.81 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 1972at5820           -            810   5.7e-12   43.3  16.0   2   3   2.3e-06   0.00066   16.7   0.2    95   173   427   503   422   514 0.81 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 1972at5820           -            810   5.7e-12   43.3  16.0   3   3   8.7e-07   0.00024   18.1   6.3   141   271   515   639   506   643 0.62 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721028.1         -            637 1972at5820           -            810   8.9e-12   42.7   6.7   1   2   3.1e-13   8.7e-11   39.4   4.8    67   262   366   552   359   561 0.89 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721028.1         -            637 1972at5820           -            810   8.9e-12   42.7   6.7   2   2    0.0033      0.93    6.2   0.5   200   268   532   600   517   610 0.77 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721029.1         -            646 1972at5820           -            810   9.6e-12   42.6   6.7   1   2   3.3e-13   9.1e-11   39.3   4.8    67   262   375   561   368   570 0.89 | transcript=PVPAM_100029600_t2 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721029.1         -            646 1972at5820           -            810   9.6e-12   42.6   6.7   2   2    0.0034      0.96    6.2   0.5   200   268   541   609   526   619 0.77 | transcript=PVPAM_100029600_t2 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 1972at5820           -            810   1.4e-07   28.8  29.0   1   4   1.6e-05    0.0046   13.9   2.1   145   238    69   155    25   168 0.73 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 1972at5820           -            810   1.4e-07   28.8  29.0   2   4   1.6e-06   0.00044   17.2   7.1   123   255    91   229    90   240 0.73 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 1972at5820           -            810   1.4e-07   28.8  29.0   3   4      0.14        40    0.8   1.2   218   294   599   674   592   717 0.55 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 1972at5820           -            810   1.4e-07   28.8  29.0   4   4   1.6e-07   4.4e-05   20.5   2.9   180   289   858   965   819   976 0.89 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 1972at5820           -            810   1.7e-07   28.5   0.1   1   1   1.4e-09   3.8e-07   27.4   0.1   183   274  1712  1801  1668  1858 0.89 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 1972at5820           -            810   3.2e-07   27.6   0.1   1   1   1.7e-09   4.6e-07   27.1   0.1   136   230    68   165    53   178 0.78 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719156.1         -            725 1972at5820           -            810   1.8e-06   25.1   1.2   1   2      0.21        60    0.3   0.1   147   220   437   507   416   561 0.73 | transcript=PVPAM_060016300_t1 | gene=PVPAM_060016300 | organism=Plasmodium_vivax_PAM | gene_product=cytoplasmic dynein intermediate chain, putative | transcript_product=cytoplasmic dynein intermediate chain, putative | location=CASCJQ010000006:475279-477456(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719156.1         -            725 1972at5820           -            810   1.8e-06   25.1   1.2   2   2   6.5e-09   1.8e-06   25.1   1.2   113   219   593   694   588   701 0.87 | transcript=PVPAM_060016300_t1 | gene=PVPAM_060016300 | organism=Plasmodium_vivax_PAM | gene_product=cytoplasmic dynein intermediate chain, putative | transcript_product=cytoplasmic dynein intermediate chain, putative | location=CASCJQ010000006:475279-477456(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719290.1         -            706 1972at5820           -            810   5.8e-06   23.5   3.0   1   2   5.2e-08   1.5e-05   22.1   0.6    63   177    94   222    82   242 0.59 | transcript=PVPAM_060029700_t1 | gene=PVPAM_060029700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 70, putative | transcript_product=WD repeat-containing protein 70, putative | location=CASCJQ010000006:1015798-1017918(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719290.1         -            706 1972at5820           -            810   5.8e-06   23.5   3.0   2   2      0.26        72    0.0   0.0   138   179   295   333   275   339 0.71 | transcript=PVPAM_060029700_t1 | gene=PVPAM_060029700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 70, putative | transcript_product=WD repeat-containing protein 70, putative | location=CASCJQ010000006:1015798-1017918(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 1972at5820           -            810   7.8e-06   23.0   5.1   1   2   2.1e-06   0.00059   16.8   0.7   222   282   276   337   251   338 0.84 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 1972at5820           -            810   7.8e-06   23.0   5.1   2   2   0.00041      0.12    9.2   1.1   187   301   328   450   321   467 0.59 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 1972at5820           -            810   1.5e-05   22.1   0.0   1   1   8.8e-08   2.5e-05   21.4   0.0    96   176   324   405   285   419 0.70 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 1972at5820           -            810   4.3e-05   20.6   0.2   1   2   3.4e-07   9.6e-05   19.4   0.2    81   263   366   542   349   560 0.78 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 1972at5820           -            810   4.3e-05   20.6   0.2   2   2       0.8   2.2e+02   -1.6   0.0   185   220   550   583   533   586 0.73 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 1972at5820           -            810   0.00015   18.8  12.9   1   3   0.00049      0.14    9.0   2.7   183   263   165   246   132   250 0.75 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 1972at5820           -            810   0.00015   18.8  12.9   2   3   2.4e-06   0.00068   16.6   0.5   207   269   232   294   226   303 0.88 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 1972at5820           -            810   0.00015   18.8  12.9   3   3   2.5e-05     0.007   13.3   2.7    92   221   252   387   250   400 0.67 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 1972at5820           -            810   0.00015   18.8   9.4   1   2   7.9e-05     0.022   11.6   3.4    97   219    10   133     2   141 0.72 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 1972at5820           -            810   0.00015   18.8   9.4   2   2   0.00021     0.059   10.2   0.4   151   220   190   262   187   306 0.82 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723554.1         -            430 1972at5820           -            810   0.00026   18.0   3.4   1   2   4.2e-06    0.0012   15.8   2.3    83   174   272   367   261   384 0.72 | transcript=PVPAM_140047800_t1 | gene=PVPAM_140047800 | organism=Plasmodium_vivax_PAM | gene_product=protein TSSC1, putative | transcript_product=protein TSSC1, putative | location=CASCJQ010000014:1818666-1819958(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723554.1         -            430 1972at5820           -            810   0.00026   18.0   3.4   2   2       0.1        28    1.3   0.0   123   168   371   416   364   425 0.86 | transcript=PVPAM_140047800_t1 | gene=PVPAM_140047800 | organism=Plasmodium_vivax_PAM | gene_product=protein TSSC1, putative | transcript_product=protein TSSC1, putative | location=CASCJQ010000014:1818666-1819958(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1972at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1972at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1972at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:30 2026
# [ok]
