#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3   1  18   1.7e-18   3.6e-15   52.7   0.0     1    63     1    70     1    77 0.92 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3  12  18   3.7e-74   8.1e-71  237.3  10.6  1561  1740  2747  2946  2715  2964 0.78 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3  13  18         3   6.5e+03  -12.6  13.0  1699  1746  3091  3143  3038  3157 0.72 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3  14  18  7.6e-178  1.6e-174  581.3  54.3  1754  2082  3231  3569  3224  3572 0.97 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3  15  18     0.011        23    0.2   0.1  2083  2105  3619  3641  3608  3643 0.87 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3  16  18     4e-63   8.7e-60  200.7   5.1  2106  2231  3682  3808  3680  3812 0.97 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3  17  18   1.3e-38   2.7e-35  119.5   0.2  2230  2310  3975  4075  3964  4079 0.84 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718977.1         -           4307 338at5820            -           2515         0 3364.2 406.3  18  18  7.8e-115  1.7e-111  372.3  15.2  2353  2515  4140  4307  4136  4307 0.98 | transcript=PVPAM_050036900_t1 | gene=PVPAM_050036900 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase, putative | transcript_product=phosphatidylinositol 4-kinase, putative | location=CASCJQ010000005:1325012-1339113(+) | protein_length=4307 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721038.1         -           1542 338at5820            -           2515   1.2e-31  107.4   3.6   1   2     0.013        27    0.0   0.0  2233  2280  1282  1329  1274  1333 0.88 | transcript=PVPAM_100030600_t1 | gene=PVPAM_100030600 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase beta, putative | transcript_product=phosphatidylinositol 4-kinase beta, putative | location=CASCJQ010000010:1109904-1115354(-) | protein_length=1542 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721038.1         -           1542 338at5820            -           2515   1.2e-31  107.4   3.6   2   2   6.5e-34   1.4e-30  103.8   4.2  2313  2514  1335  1541  1330  1542 0.84 | transcript=PVPAM_100030600_t1 | gene=PVPAM_100030600 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 4-kinase beta, putative | transcript_product=phosphatidylinositol 4-kinase beta, putative | location=CASCJQ010000010:1109904-1115354(-) | protein_length=1542 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720982.1         -           1779 338at5820            -           2515   1.9e-14   50.3   5.8   1   3      0.34   7.4e+02   -4.7  14.0   186   324  1001  1143   978  1151 0.79 | transcript=PVPAM_100025000_t1 | gene=PVPAM_100025000 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 3-kinase, putative | transcript_product=phosphatidylinositol 3-kinase, putative | location=CASCJQ010000010:881552-886891(-) | protein_length=1779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720982.1         -           1779 338at5820            -           2515   1.9e-14   50.3   5.8   2   3      0.11   2.4e+02   -3.1   4.3   410   465  1364  1421  1344  1447 0.55 | transcript=PVPAM_100025000_t1 | gene=PVPAM_100025000 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 3-kinase, putative | transcript_product=phosphatidylinositol 3-kinase, putative | location=CASCJQ010000010:881552-886891(-) | protein_length=1779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720982.1         -           1779 338at5820            -           2515   1.9e-14   50.3   5.8   3   3   8.9e-18   1.9e-14   50.3   5.8  2238  2497  1523  1761  1508  1773 0.80 | transcript=PVPAM_100025000_t1 | gene=PVPAM_100025000 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 3-kinase, putative | transcript_product=phosphatidylinositol 3-kinase, putative | location=CASCJQ010000010:881552-886891(-) | protein_length=1779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/338at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/338at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/338at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:41 2026
# [ok]
