#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720442.1         -            294 10500at5820          -            250  1.3e-143  475.3  25.4   1   1    2e-145  1.1e-142  472.3  25.4     1   250     1   279     1   279 0.92 | transcript=PVPAM_090020700_t1 | gene=PVPAM_090020700 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC9, putative | transcript_product=palmitoyltransferase DHHC9, putative | location=CASCJQ010000009:747788-750049(+) | protein_length=294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719773.1         -            525 10500at5820          -            250   6.7e-10   37.4   8.7   2   3   1.2e-12   6.7e-10   37.4   8.7   101   153   309   361   294   399 0.83 | transcript=PVPAM_070038700_t1 | gene=PVPAM_070038700 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC6, putative | transcript_product=palmitoyltransferase DHHC6, putative | location=CASCJQ010000007:1411119-1414091(-) | protein_length=525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719773.1         -            525 10500at5820          -            250   6.7e-10   37.4   8.7   3   3       1.1   5.8e+02   -1.7   0.2     4    26   380   402   377   417 0.64 | transcript=PVPAM_070038700_t1 | gene=PVPAM_070038700 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC6, putative | transcript_product=palmitoyltransferase DHHC6, putative | location=CASCJQ010000007:1411119-1414091(-) | protein_length=525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720493.1         -            289 10500at5820          -            250   4.4e-09   34.7  24.0   1   1     6e-11   3.2e-08   31.9  24.0    45   154    59   167    32   265 0.77 | transcript=PVPAM_090025800_t1 | gene=PVPAM_090025800 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC3, putative | transcript_product=palmitoyltransferase DHHC3, putative | location=CASCJQ010000009:944948-946649(+) | protein_length=289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718586.1         -            287 10500at5820          -            250   4.6e-09   34.6  11.0   1   2   8.6e-12   4.6e-09   34.6  11.0    33   147    51   154    15   184 0.70 | transcript=PVPAM_040033100_t1 | gene=PVPAM_040033100 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC12, putative | transcript_product=palmitoyltransferase DHHC12, putative | location=CASCJQ010000004:1158820-1161025(-) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718586.1         -            287 10500at5820          -            250   4.6e-09   34.6  11.0   2   2      0.77   4.1e+02   -1.2   0.1   169   199   214   243   193   264 0.66 | transcript=PVPAM_040033100_t1 | gene=PVPAM_040033100 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC12, putative | transcript_product=palmitoyltransferase DHHC12, putative | location=CASCJQ010000004:1158820-1161025(-) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722131.1         -            641 10500at5820          -            250   2.7e-08   32.1   2.0   1   1   8.9e-11   4.8e-08   31.3   2.0    93   158   436   506   407   585 0.67 | transcript=PVPAM_120036900_t1 | gene=PVPAM_120036900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC5, putative | transcript_product=palmitoyltransferase DHHC5, putative | location=CASCJQ010000012:1252674-1255416(-) | protein_length=641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10500at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10500at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10500at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:28 2026
# [ok]
