#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721094.1         -            522 6576at5820           -            385    2e-200  664.1  28.6   1   2   2.4e-52   4.5e-50  169.1   1.3    12   121    86   203    84   212 0.91 | transcript=PVPAM_100036200_t1 | gene=PVPAM_100036200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX27, putative | transcript_product=ATP-dependent RNA helicase DDX27, putative | location=CASCJQ010000010:1343851-1345783(-) | protein_length=522 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722027.1         -            489 6576at5820           -            385   1.4e-20   72.0   0.2   3   3   2.4e-14   4.5e-12   44.0   0.2   245   347   318   423   277   439 0.83 | transcript=PVPAM_120026600_t1 | gene=PVPAM_120026600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=CASCJQ010000012:856206-857675(+) | protein_length=489 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718426.1         -            536 6576at5820           -            385   2.4e-20   71.3   8.3   1   1   5.6e-21   1.1e-18   65.8   8.3    18   347   129   473   124   499 0.77 | transcript=PVPAM_040017200_t1 | gene=PVPAM_040017200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX47, putative | transcript_product=ATP-dependent RNA helicase DDX47, putative | location=CASCJQ010000004:538028-539638(+) | protein_length=536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723453.1         -            938 6576at5820           -            385   6.6e-20   69.8  12.3   1   2   3.4e-06   0.00065   17.1   0.2    23    84   360   421   353   464 0.88 | transcript=PVPAM_140037500_t1 | gene=PVPAM_140037500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP1, putative | transcript_product=ATP-dependent RNA helicase DBP1, putative | location=CASCJQ010000014:1392118-1394934(-) | protein_length=938 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723453.1         -            938 6576at5820           -            385   6.6e-20   69.8  12.3   2   2   1.5e-17   2.8e-15   54.6   6.7   113   348   494   745   481   755 0.70 | transcript=PVPAM_140037500_t1 | gene=PVPAM_140037500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP1, putative | transcript_product=ATP-dependent RNA helicase DBP1, putative | location=CASCJQ010000014:1392118-1394934(-) | protein_length=938 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 6576at5820           -            385   1.4e-19   68.7  21.7   1   2   2.5e-06   0.00047   17.6   0.2    24    85   260   321   240   324 0.89 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 6576at5820           -            385   1.4e-19   68.7  21.7   2   2   7.1e-17   1.4e-14   52.3  16.4   114   361   427   670   416   699 0.73 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 6576at5820           -            385   1.5e-19   68.6  18.3   1   4   2.7e-05    0.0052   14.2   0.7    18   104   142   230   136   274 0.83 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 6576at5820           -            385   1.5e-19   68.6  18.3   2   4    0.0096       1.8    5.8   0.2   115   169   505   558   499   571 0.78 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 6576at5820           -            385   1.5e-19   68.6  18.3   3   4   9.1e-19   1.7e-16   58.5   2.8   236   336   878   980   865   994 0.92 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 6576at5820           -            385   1.5e-19   68.6  18.3   4   4       9.2   1.7e+03   -4.0   0.1   359   381  1068  1090  1058  1091 0.76 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722193.1         -            398 6576at5820           -            385   2.1e-19   68.1   0.5   1   1   1.7e-19   3.2e-17   60.9   0.5    18   348    23   369    20   389 0.70 | transcript=PVPAM_120043100_t1 | gene=PVPAM_120043100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic initiation factor 4a, putative | transcript_product=eukaryotic initiation factor 4a, putative | location=CASCJQ010000012:1490010-1491552(-) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718513.1         -            473 6576at5820           -            385   5.4e-18   63.5   0.9   1   2     0.042       7.9    3.7   0.0    20    80    61   121    55   128 0.89 | transcript=PVPAM_040025700_t1 | gene=PVPAM_040025700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=CASCJQ010000004:869937-871529(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718513.1         -            473 6576at5820           -            385   5.4e-18   63.5   0.9   2   2   6.4e-18   1.2e-15   55.7   2.8   115   344   214   437   197   453 0.80 | transcript=PVPAM_040025700_t1 | gene=PVPAM_040025700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=CASCJQ010000004:869937-871529(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 6576at5820           -            385   7.6e-18   63.0   0.0   1   2     0.011       2.1    5.6   0.0    19    77   219   277   217   318 0.89 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 6576at5820           -            385   7.6e-18   63.0   0.0   2   2   1.1e-17   2.1e-15   55.0   0.0   114   349   351   579   339   595 0.85 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719169.1         -            623 6576at5820           -            385     3e-17   61.0   0.5   1   1     3e-19   5.8e-17   60.1   0.5   110   348   292   534   277   548 0.81 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720950.1         -           1006 6576at5820           -            385   3.1e-17   61.0   0.2   1   3    0.0087       1.7    5.9   0.0    24    80   587   643   581   675 0.92 | transcript=PVPAM_100021800_t1 | gene=PVPAM_100021800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX23, putative | transcript_product=ATP-dependent RNA helicase DDX23, putative | location=CASCJQ010000010:750078-753098(+) | protein_length=1006 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720950.1         -           1006 6576at5820           -            385   3.1e-17   61.0   0.2   2   3    0.0011      0.21    8.9   0.0   114   172   708   764   701   774 0.87 | transcript=PVPAM_100021800_t1 | gene=PVPAM_100021800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX23, putative | transcript_product=ATP-dependent RNA helicase DDX23, putative | location=CASCJQ010000010:750078-753098(+) | protein_length=1006 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720950.1         -           1006 6576at5820           -            385   3.1e-17   61.0   0.2   3   3   8.7e-14   1.6e-11   42.1   0.1   230   344   838   953   827   977 0.78 | transcript=PVPAM_100021800_t1 | gene=PVPAM_100021800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX23, putative | transcript_product=ATP-dependent RNA helicase DDX23, putative | location=CASCJQ010000010:750078-753098(+) | protein_length=1006 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723851.1         -            737 6576at5820           -            385   9.7e-17   59.4  19.1   1   1   8.5e-16   1.6e-13   48.7  19.1    16   372   102   510    98   532 0.61 | transcript=PVPAM_140077400_t1 | gene=PVPAM_140077400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DRS1, putative | transcript_product=ATP-dependent RNA helicase DRS1, putative | location=CASCJQ010000014:3037650-3039863(+) | protein_length=737 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718997.1         -            388 6576at5820           -            385   1.5e-16   58.8   3.1   1   1   1.3e-16   2.5e-14   51.4   3.1    19   360    16   374    11   380 0.73 | transcript=PVPAM_050038900_t1 | gene=PVPAM_050038900 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic initiation factor 4A-III, putative | transcript_product=eukaryotic initiation factor 4A-III, putative | location=CASCJQ010000005:1445941-1447107(+) | protein_length=388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 6576at5820           -            385   3.2e-16   57.7   4.8   1   3      0.11        20    2.3   0.0    25    83   133   191   123   195 0.82 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 6576at5820           -            385   3.2e-16   57.7   4.8   2   3   1.7e-18   3.2e-16   57.7   4.8   114   349   275   508   238   528 0.83 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 6576at5820           -            385   3.2e-16   57.7   4.8   3   3       4.9   9.3e+02   -3.1   0.3   114   143   641   672   616   689 0.65 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719270.1         -           1015 6576at5820           -            385   2.7e-15   54.6   5.6   1   2     0.065        12    3.0   0.0    43    86   650   693   631   698 0.79 | transcript=PVPAM_060027700_t1 | gene=PVPAM_060027700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX3X, putative | transcript_product=ATP-dependent DNA helicase DDX3X, putative | location=CASCJQ010000006:939088-943184(+) | protein_length=1015 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719270.1         -           1015 6576at5820           -            385   2.7e-15   54.6   5.6   2   2   1.5e-16   2.8e-14   51.3   3.5   111   361   755  1002   715  1007 0.78 | transcript=PVPAM_060027700_t1 | gene=PVPAM_060027700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX3X, putative | transcript_product=ATP-dependent DNA helicase DDX3X, putative | location=CASCJQ010000006:939088-943184(+) | protein_length=1015 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722434.1         -            791 6576at5820           -            385     3e-15   54.4  19.3   1   3   3.4e-06   0.00065   17.1   0.3    23    84   245   307   232   311 0.87 | transcript=PVPAM_120067100_t1 | gene=PVPAM_120067100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=CASCJQ010000012:2535491-2538282(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722434.1         -            791 6576at5820           -            385     3e-15   54.4  19.3   2   3     4e-05    0.0077   13.6   0.7   113   170   370   430   332   467 0.82 | transcript=PVPAM_120067100_t1 | gene=PVPAM_120067100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=CASCJQ010000012:2535491-2538282(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722434.1         -            791 6576at5820           -            385     3e-15   54.4  19.3   3   3   1.5e-09   2.8e-07   28.2   4.8   267   367   596   698   540   708 0.70 | transcript=PVPAM_120067100_t1 | gene=PVPAM_120067100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=CASCJQ010000012:2535491-2538282(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722294.1         -            787 6576at5820           -            385   5.9e-15   53.5   8.4   1   2   1.1e-12   2.1e-10   38.5   1.9    13   122   367   478   361   556 0.89 | transcript=PVPAM_120053100_t1 | gene=PVPAM_120053100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=CASCJQ010000012:1934145-1936508(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722294.1         -            787 6576at5820           -            385   5.9e-15   53.5   8.4   2   2    0.0001      0.02   12.3   0.6   285   320   670   707   610   777 0.83 | transcript=PVPAM_120053100_t1 | gene=PVPAM_120053100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=CASCJQ010000012:1934145-1936508(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718094.1         -            548 6576at5820           -            385   1.2e-14   52.5  31.5   1   2     8e-06    0.0015   15.9   1.0    57   109   137   193    99   220 0.80 | transcript=PVPAM_030009000_t1 | gene=PVPAM_030009000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX51, putative | transcript_product=ATP-dependent RNA helicase DDX51, putative | location=CASCJQ010000003:195401-197371(-) | protein_length=548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718094.1         -            548 6576at5820           -            385   1.2e-14   52.5  31.5   2   2   3.3e-13   6.2e-11   40.2  24.3   113   363   225   494   205   513 0.65 | transcript=PVPAM_030009000_t1 | gene=PVPAM_030009000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX51, putative | transcript_product=ATP-dependent RNA helicase DDX51, putative | location=CASCJQ010000003:195401-197371(-) | protein_length=548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722948.1         -            877 6576at5820           -            385   1.1e-13   49.3  36.1   1   2     0.012       2.2    5.5   1.7    17   117   133   239   123   245 0.82 | transcript=PVPAM_130045000_t1 | gene=PVPAM_130045000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=CASCJQ010000013:1736949-1739744(+) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722948.1         -            877 6576at5820           -            385   1.1e-13   49.3  36.1   2   2   7.3e-16   1.4e-13   49.0  26.9   114   375   257   520   248   528 0.82 | transcript=PVPAM_130045000_t1 | gene=PVPAM_130045000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=CASCJQ010000013:1736949-1739744(+) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720093.1         -            373 6576at5820           -            385   1.5e-13   48.9   3.6   1   1   2.4e-15   4.5e-13   47.3   3.6   114   338   119   334    72   353 0.83 | transcript=PVPAM_080031500_t1 | gene=PVPAM_080031500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX6, putative | transcript_product=ATP-dependent RNA helicase DDX6, putative | location=CASCJQ010000008:1204610-1205731(-) | protein_length=373 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718755.1         -           1203 6576at5820           -            385   5.8e-13   46.9  10.7   1   2     0.084        16    2.7   1.4    56   122   205   276   167   291 0.75 | transcript=PVPAM_050014900_t1 | gene=PVPAM_050014900 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=CASCJQ010000005:454102-457713(+) | protein_length=1203 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718755.1         -           1203 6576at5820           -            385   5.8e-13   46.9  10.7   2   2   3.1e-15   5.8e-13   46.9  10.7   113   337   288   509   278   540 0.86 | transcript=PVPAM_050014900_t1 | gene=PVPAM_050014900 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=CASCJQ010000005:454102-457713(+) | protein_length=1203 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 6576at5820           -            385   1.6e-12   45.4  27.3   1   3   1.2e-06   0.00024   18.6   0.0    19    77     3    61     1    75 0.91 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 6576at5820           -            385   1.6e-12   45.4  27.3   2   3    0.0043      0.81    6.9   9.5   114   227   383   495   375   520 0.69 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 6576at5820           -            385   1.6e-12   45.4  27.3   3   3   2.8e-07   5.4e-05   20.7  12.1   224   336   543   676   499   691 0.69 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723238.1         -            626 6576at5820           -            385   2.6e-12   44.8  20.8   1   2   6.1e-06    0.0012   16.3   3.2    30   118   162   255   155   267 0.72 | transcript=PVPAM_140015700_t1 | gene=PVPAM_140015700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=CASCJQ010000014:498695-500575(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723238.1         -            626 6576at5820           -            385   2.6e-12   44.8  20.8   2   2   2.5e-11   4.8e-09   34.0   9.9   110   364   268   527   263   541 0.78 | transcript=PVPAM_140015700_t1 | gene=PVPAM_140015700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=CASCJQ010000014:498695-500575(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
