#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   1  20   2.3e-89   1.5e-85  285.8   7.9     2   170     6   176     5   180 0.97 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  17  20   1.9e-49   1.2e-45  153.3   2.3  2423  2517  3651  3751  3648  3757 0.94 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  18  20   2.1e-21   1.3e-17   60.3   0.7  2516  2580  3790  3873  3785  3878 0.78 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  19  20   4.8e-38   3.1e-34  115.5   0.0  2585  2704  4061  4224  4055  4230 0.75 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  20  20   4.2e-88   2.7e-84  281.6  17.4  2704  2878  4261  4447  4258  4448 0.95 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/83at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/83at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/83at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:57 2026
# [ok]
