#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   1  20   1.6e-99     1e-95  319.9  37.9    13   268    49   383    43   389 0.85 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  17  20   6.1e-36     4e-32  108.9   3.9  2387  2499  4214  4352  4212  4378 0.80 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  18  20   2.1e-51   1.3e-47  160.2   9.2  2499  2636  4393  4547  4385  4553 0.89 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  19  20   1.7e-62   1.1e-58  197.0   8.2  2635  2772  4652  4799  4646  4814 0.92 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  20  20   9.1e-24   5.9e-20   68.5   0.0  2757  2856  4857  4971  4845  4971 0.73 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/74at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/74at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/74at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:43 2026
# [ok]
