#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720660.1         -            453 6375at5820           -            375  1.6e-235  779.6  16.5   1   1  3.2e-238  2.1e-235  779.2  16.5     7   375    61   451    57   451 0.96 | transcript=PVPAM_090042500_t1 | gene=PVPAM_090042500 | organism=Plasmodium_vivax_PAM | gene_product=UVB-resistance protein UVR8 homologue | transcript_product=UVB-resistance protein UVR8 homologue | location=CASCJQ010000009:1661953-1663314(-) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721291.1         -            479 6375at5820           -            375   9.7e-20   69.4  16.3   2   5     2e-13   1.3e-10   39.4   1.7   192   282    70   152    53   169 0.64 | transcript=PVPAM_110019300_t1 | gene=PVPAM_110019300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000011:610069-611508(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721291.1         -            479 6375at5820           -            375   9.7e-20   69.4  16.3   3   5      0.16   1.1e+02    0.2   0.1    87   113   201   228   167   235 0.69 | transcript=PVPAM_110019300_t1 | gene=PVPAM_110019300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000011:610069-611508(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721291.1         -            479 6375at5820           -            375   9.7e-20   69.4  16.3   4   5   5.8e-06    0.0037   14.9   0.1   192   243   242   293   228   308 0.74 | transcript=PVPAM_110019300_t1 | gene=PVPAM_110019300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000011:610069-611508(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721291.1         -            479 6375at5820           -            375   9.7e-20   69.4  16.3   5   5   3.3e-08   2.1e-05   22.2   0.3    42   111   307   387   296   399 0.73 | transcript=PVPAM_110019300_t1 | gene=PVPAM_110019300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000011:610069-611508(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720637.1         -            965 6375at5820           -            375   3.3e-19   67.7  17.8   1   3    0.0018       1.2    6.7   0.2   190   229    31    70     4    77 0.83 | transcript=PVPAM_090040100_t1 | gene=PVPAM_090040100 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000009:1555460-1558539(-) | protein_length=965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720637.1         -            965 6375at5820           -            375   3.3e-19   67.7  17.8   2   3   2.2e-12   1.4e-09   36.0   3.9    41   159    35   157    20   167 0.74 | transcript=PVPAM_090040100_t1 | gene=PVPAM_090040100 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000009:1555460-1558539(-) | protein_length=965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720637.1         -            965 6375at5820           -            375   3.3e-19   67.7  17.8   3   3   9.7e-10   6.3e-07   27.3   6.0   117   251   264   379   260   463 0.77 | transcript=PVPAM_090040100_t1 | gene=PVPAM_090040100 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000009:1555460-1558539(-) | protein_length=965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718072.1         -            585 6375at5820           -            375   4.3e-15   54.2  16.6   1   4   4.5e-08   2.9e-05   21.8   0.3   184   227    54    98    17   107 0.84 | transcript=PVPAM_030006800_t1 | gene=PVPAM_030006800 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000003:76714-78471(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718072.1         -            585 6375at5820           -            375   4.3e-15   54.2  16.6   2   4   0.00031       0.2    9.2   0.5   185   234   156   204   103   219 0.77 | transcript=PVPAM_030006800_t1 | gene=PVPAM_030006800 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000003:76714-78471(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718072.1         -            585 6375at5820           -            375   4.3e-15   54.2  16.6   3   4   1.5e-06   0.00095   16.8   0.1    84   117   360   393   341   413 0.79 | transcript=PVPAM_030006800_t1 | gene=PVPAM_030006800 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000003:76714-78471(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718072.1         -            585 6375at5820           -            375   4.3e-15   54.2  16.6   4   4   2.7e-06    0.0018   15.9   0.8    38   113   449   534   422   583 0.65 | transcript=PVPAM_030006800_t1 | gene=PVPAM_030006800 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000003:76714-78471(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718964.1         -           1809 6375at5820           -            375   7.4e-14   50.1   3.0   1   5   2.8e-06    0.0018   15.9   0.0   199   230   583   614   575   630 0.87 | transcript=PVPAM_050035600_t1 | gene=PVPAM_050035600 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000005:1277695-1283124(+) | protein_length=1809 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718964.1         -           1809 6375at5820           -            375   7.4e-14   50.1   3.0   2   5   0.00083      0.54    7.8   0.0   195   238   690   733   655   743 0.76 | transcript=PVPAM_050035600_t1 | gene=PVPAM_050035600 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000005:1277695-1283124(+) | protein_length=1809 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718964.1         -           1809 6375at5820           -            375   7.4e-14   50.1   3.0   3   5   6.3e-05     0.041   11.4   0.0   179   230   760   811   744   824 0.81 | transcript=PVPAM_050035600_t1 | gene=PVPAM_050035600 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000005:1277695-1283124(+) | protein_length=1809 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718964.1         -           1809 6375at5820           -            375   7.4e-14   50.1   3.0   4   5   0.00022      0.14    9.7   0.3   119   165   879   925   865   943 0.79 | transcript=PVPAM_050035600_t1 | gene=PVPAM_050035600 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000005:1277695-1283124(+) | protein_length=1809 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718964.1         -           1809 6375at5820           -            375   7.4e-14   50.1   3.0   5   5      0.28   1.8e+02   -0.6   0.0   138   156  1785  1803  1768  1807 0.79 | transcript=PVPAM_050035600_t1 | gene=PVPAM_050035600 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=CASCJQ010000005:1277695-1283124(+) | protein_length=1809 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723542.1         -           2755 6375at5820           -            375   2.3e-13   48.5  24.3   1   4       1.5   9.7e+02   -3.0   1.1   297   362    65   133    23   138 0.72 | transcript=PVPAM_140046600_t1 | gene=PVPAM_140046600 | organism=Plasmodium_vivax_PAM | gene_product=cell cycle associated protein, putative | transcript_product=cell cycle associated protein, putative | location=CASCJQ010000014:1755748-1764639(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723542.1         -           2755 6375at5820           -            375   2.3e-13   48.5  24.3   2   4      0.12        75    0.7   0.1   215   231  2077  2093  2071  2120 0.87 | transcript=PVPAM_140046600_t1 | gene=PVPAM_140046600 | organism=Plasmodium_vivax_PAM | gene_product=cell cycle associated protein, putative | transcript_product=cell cycle associated protein, putative | location=CASCJQ010000014:1755748-1764639(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723542.1         -           2755 6375at5820           -            375   2.3e-13   48.5  24.3   3   4   5.7e-15   3.7e-12   44.5   4.2   102   220  2269  2395  2245  2402 0.78 | transcript=PVPAM_140046600_t1 | gene=PVPAM_140046600 | organism=Plasmodium_vivax_PAM | gene_product=cell cycle associated protein, putative | transcript_product=cell cycle associated protein, putative | location=CASCJQ010000014:1755748-1764639(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723542.1         -           2755 6375at5820           -            375   2.3e-13   48.5  24.3   4   4   2.5e-06    0.0016   16.0   1.6   181   292  2396  2517  2394  2533 0.73 | transcript=PVPAM_140046600_t1 | gene=PVPAM_140046600 | organism=Plasmodium_vivax_PAM | gene_product=cell cycle associated protein, putative | transcript_product=cell cycle associated protein, putative | location=CASCJQ010000014:1755748-1764639(+) | protein_length=2755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720719.1         -            985 6375at5820           -            375   6.3e-12   43.7   3.3   1   2   2.1e-11   1.4e-08   32.7   0.6   192   281   239   329   195   380 0.68 | transcript=PVPAM_090048400_t1 | gene=PVPAM_090048400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1957347-1960495(-) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720719.1         -            985 6375at5820           -            375   6.3e-12   43.7   3.3   2   2   0.00011     0.069   10.7   0.1   182   235   434   487   421   532 0.69 | transcript=PVPAM_090048400_t1 | gene=PVPAM_090048400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1957347-1960495(-) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719640.1         -           2587 6375at5820           -            375   1.9e-11   42.1  11.7   1   3     8e-09   5.2e-06   24.3   0.8   125   228    63   160    52   167 0.81 | transcript=PVPAM_070025400_t1 | gene=PVPAM_070025400 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation-PP1-interacting protein, putative | transcript_product=regulator of chromosome condensation-PP1-interacting protein, putative | location=CASCJQ010000007:902937-910700(-) | protein_length=2587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719640.1         -           2587 6375at5820           -            375   1.9e-11   42.1  11.7   2   3   7.8e-08     5e-05   21.0   2.1   126   232   204   312   192   413 0.69 | transcript=PVPAM_070025400_t1 | gene=PVPAM_070025400 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation-PP1-interacting protein, putative | transcript_product=regulator of chromosome condensation-PP1-interacting protein, putative | location=CASCJQ010000007:902937-910700(-) | protein_length=2587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719640.1         -           2587 6375at5820           -            375   1.9e-11   42.1  11.7   3   3       1.5   9.5e+02   -2.9   0.0   111   190  1789  1871  1785  1879 0.73 | transcript=PVPAM_070025400_t1 | gene=PVPAM_070025400 | organism=Plasmodium_vivax_PAM | gene_product=regulator of chromosome condensation-PP1-interacting protein, putative | transcript_product=regulator of chromosome condensation-PP1-interacting protein, putative | location=CASCJQ010000007:902937-910700(-) | protein_length=2587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6375at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6375at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6375at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:13 2026
# [ok]
