#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720107.1         -            299 11051at5820          -            184  3.6e-116  384.0   4.3   1   1  2.1e-118    5e-116  383.5   4.3     1   184     1   187     1   187 0.98 | transcript=PVPAM_080032900_t1 | gene=PVPAM_080032900 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:1265540-1266874(-) | protein_length=299 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 11051at5820          -            184   6.1e-17   60.5   1.7   1   2   2.2e-08   5.3e-06   24.8   0.1    33   110    17    94     6   102 0.90 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 11051at5820          -            184   6.1e-17   60.5   1.7   2   2   1.5e-11   3.7e-09   35.1   0.3    35   108   106   178    94   190 0.87 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 11051at5820          -            184   3.1e-15   55.0   0.1   1   2   2.3e-09   5.5e-07   28.1   0.2    32   110   631   709   610   731 0.87 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 11051at5820          -            184   3.1e-15   55.0   0.1   2   2   3.3e-08   7.9e-06   24.3   0.0    39   113   737   814   728   830 0.85 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 11051at5820          -            184     1e-14   53.2   3.6   1   3     0.036       8.6    4.6   0.2    24   109     7    86     2   119 0.81 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 11051at5820          -            184     1e-14   53.2   3.6   2   3   1.1e-05    0.0028   16.0   0.0    47   102   129   183    90   193 0.80 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 11051at5820          -            184     1e-14   53.2   3.6   3   3   7.8e-11   1.9e-08   32.8   0.1    29   109   202   281   180   301 0.82 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722192.1         -            914 11051at5820          -            184   1.4e-09   36.5   0.2   1   2   3.1e-11   7.4e-09   34.2   0.1    34   113   675   754   669   795 0.87 | transcript=PVPAM_120043000_t1 | gene=PVPAM_120043000 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=CASCJQ010000012:1485281-1488025(+) | protein_length=914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722192.1         -            914 11051at5820          -            184   1.4e-09   36.5   0.2   2   2       2.1   5.1e+02   -1.2   0.0    77   109   866   897   857   905 0.82 | transcript=PVPAM_120043000_t1 | gene=PVPAM_120043000 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=CASCJQ010000012:1485281-1488025(+) | protein_length=914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718792.1         -            292 11051at5820          -            184   1.2e-08   33.5   0.0   1   2   4.4e-05     0.011   14.1   0.0    34    98     5    68     2   101 0.80 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718792.1         -            292 11051at5820          -            184   1.2e-08   33.5   0.0   2   2   4.3e-06     0.001   17.4   0.0    38   109   157   227   153   241 0.88 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723072.1         -            107 11051at5820          -            184   3.2e-08   32.1   0.1   1   1   1.6e-10   3.7e-08   31.9   0.1    37   111    24    98     4   106 0.92 | transcript=PVPAM_130057800_t1 | gene=PVPAM_130057800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein 8A, putative | transcript_product=RNA-binding protein 8A, putative | location=CASCJQ010000013:2343283-2343975(-) | protein_length=107 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719779.1         -            721 11051at5820          -            184   5.2e-08   31.4   0.1   1   2     1e-09   2.4e-07   29.2   0.0    37   107     8    78     2   100 0.92 | transcript=PVPAM_070039300_t1 | gene=PVPAM_070039300 | organism=Plasmodium_vivax_PAM | gene_product=CSTF domain-containing protein, putative | transcript_product=CSTF domain-containing protein, putative | location=CASCJQ010000007:1427879-1430044(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719779.1         -            721 11051at5820          -            184   5.2e-08   31.4   0.1   2   2       2.4   5.7e+02   -1.3   0.0    36    60   185   209   167   216 0.81 | transcript=PVPAM_070039300_t1 | gene=PVPAM_070039300 | organism=Plasmodium_vivax_PAM | gene_product=CSTF domain-containing protein, putative | transcript_product=CSTF domain-containing protein, putative | location=CASCJQ010000007:1427879-1430044(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723375.1         -            124 11051at5820          -            184   5.3e-08   31.4   0.7   1   1   2.6e-10   6.1e-08   31.2   0.7    36   119     8    91     2   118 0.91 | transcript=PVPAM_140029400_t1 | gene=PVPAM_140029400 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000014:1055808-1056679(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719153.1         -            471 11051at5820          -            184   1.2e-07   30.3   0.0   1   2       1.5   3.6e+02   -0.7   2.6   128   173    76   120    63   124 0.64 | transcript=PVPAM_060016000_t1 | gene=PVPAM_060016000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein 34, putative | transcript_product=RNA-binding protein 34, putative | location=CASCJQ010000006:464754-467636(-) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719153.1         -            471 11051at5820          -            184   1.2e-07   30.3   0.0   2   2   4.8e-10   1.2e-07   30.3   0.0    37   124   310   397   302   412 0.89 | transcript=PVPAM_060016000_t1 | gene=PVPAM_060016000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein 34, putative | transcript_product=RNA-binding protein 34, putative | location=CASCJQ010000006:464754-467636(-) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721256.1         -            181 11051at5820          -            184   1.3e-07   30.1   0.8   1   1   1.1e-09   2.6e-07   29.1   0.8    24   111    38   125    29   178 0.90 | transcript=PVPAM_110015800_t1 | gene=PVPAM_110015800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:440296-441618(+) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719178.1         -            531 11051at5820          -            184   2.1e-07   29.4   0.1   1   1   2.9e-09     7e-07   27.7   0.1    33   126    10   103     2   126 0.88 | transcript=PVPAM_060018500_t1 | gene=PVPAM_060018500 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 4, putative | transcript_product=serine/arginine-rich splicing factor 4, putative | location=CASCJQ010000006:592961-595690(-) | protein_length=531 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720361.1         -            753 11051at5820          -            184   4.1e-07   28.5   5.5   1   3      0.62   1.5e+02    0.6   0.2   143   174   272   303   236   311 0.73 | transcript=PVPAM_090012600_t1 | gene=PVPAM_090012600 | organism=Plasmodium_vivax_PAM | gene_product=nucleic acid binding protein, putative | transcript_product=nucleic acid binding protein, putative | location=CASCJQ010000009:419468-422979(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720361.1         -            753 11051at5820          -            184   4.1e-07   28.5   5.5   2   3   7.4e-06    0.0018   16.6   0.1    33    90   360   417   329   469 0.78 | transcript=PVPAM_090012600_t1 | gene=PVPAM_090012600 | organism=Plasmodium_vivax_PAM | gene_product=nucleic acid binding protein, putative | transcript_product=nucleic acid binding protein, putative | location=CASCJQ010000009:419468-422979(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720361.1         -            753 11051at5820          -            184   4.1e-07   28.5   5.5   3   3   0.00023     0.054   11.8   0.1    38   110   665   738   655   749 0.84 | transcript=PVPAM_090012600_t1 | gene=PVPAM_090012600 | organism=Plasmodium_vivax_PAM | gene_product=nucleic acid binding protein, putative | transcript_product=nucleic acid binding protein, putative | location=CASCJQ010000009:419468-422979(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722719.1         -            182 11051at5820          -            184   7.3e-07   27.6   0.1   1   1   3.7e-09   8.7e-07   27.4   0.1    35   120    82   170    46   180 0.82 | transcript=PVPAM_130022000_t1 | gene=PVPAM_130022000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein | transcript_product=RNA-binding protein | location=CASCJQ010000013:766073-767096(+) | protein_length=182 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719680.1         -            202 11051at5820          -            184     2e-06   26.2   0.1   1   1   1.2e-08   2.9e-06   25.7   0.1     5    93    39   128    35   144 0.83 | transcript=PVPAM_070029400_t1 | gene=PVPAM_070029400 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 2, putative | transcript_product=polyadenylate-binding protein 2, putative | location=CASCJQ010000007:1062772-1064247(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718904.1         -            236 11051at5820          -            184   5.6e-06   24.8   1.3   1   2   1.5e-07   3.7e-05   22.1   0.2    21   111    19   109     9   122 0.83 | transcript=PVPAM_050029600_t1 | gene=PVPAM_050029600 | organism=Plasmodium_vivax_PAM | gene_product=nuclear cap-binding protein subunit 2, putative | transcript_product=nuclear cap-binding protein subunit 2, putative | location=CASCJQ010000005:1023050-1023894(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718904.1         -            236 11051at5820          -            184   5.6e-06   24.8   1.3   2   2       0.3        72    1.6   0.0    90   120   125   155   116   168 0.75 | transcript=PVPAM_050029600_t1 | gene=PVPAM_050029600 | organism=Plasmodium_vivax_PAM | gene_product=nuclear cap-binding protein subunit 2, putative | transcript_product=nuclear cap-binding protein subunit 2, putative | location=CASCJQ010000005:1023050-1023894(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718894.1         -            361 11051at5820          -            184   1.3e-05   23.6   4.2   1   2   0.00022     0.054   11.8   0.1    33   100   115   185    88   193 0.76 | transcript=PVPAM_050028600_t1 | gene=PVPAM_050028600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:988086-990499(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718894.1         -            361 11051at5820          -            184   1.3e-05   23.6   4.2   2   2   7.6e-05     0.018   13.3   0.1    37   111   203   275   193   295 0.79 | transcript=PVPAM_050028600_t1 | gene=PVPAM_050028600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:988086-990499(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 11051at5820          -            184   1.4e-05   23.5   0.0   1   2       6.4   1.5e+03   -2.7   2.2   140   172    55    87    39    99 0.61 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 11051at5820          -            184   1.4e-05   23.5   0.0   2   2   5.8e-08   1.4e-05   23.5   0.0    29   101   181   253   152   264 0.89 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 11051at5820          -            184   2.4e-05   22.7   0.4   1   2     7e-06    0.0017   16.7   0.4    38   113    12    88     8   114 0.73 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 11051at5820          -            184   2.4e-05   22.7   0.4   2   2     0.019       4.5    5.5   0.0     6    65    90   149    85   173 0.79 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 11051at5820          -            184   2.5e-05   22.6   0.1   1   1   2.5e-07   6.1e-05   21.4   0.1    35   109   427   500   413   504 0.90 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723587.1         -            110 11051at5820          -            184   5.6e-05   21.5   0.2   1   1   3.2e-07   7.6e-05   21.1   0.2    35   122    13    97     9   109 0.83 | transcript=PVPAM_140051100_t1 | gene=PVPAM_140051100 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 6, putative | transcript_product=splicing factor 3B subunit 6, putative | location=CASCJQ010000014:1989748-1990335(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721570.1         -            626 11051at5820          -            184   0.00042   18.7   0.5   1   2   2.3e-05    0.0055   15.0   0.0    36   112     9    82     4    94 0.88 | transcript=PVPAM_110047500_t1 | gene=PVPAM_110047500 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:1768823-1771281(-) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721570.1         -            626 11051at5820          -            184   0.00042   18.7   0.5   2   2      0.35        84    1.4   0.1    35    81   165   209   137   254 0.70 | transcript=PVPAM_110047500_t1 | gene=PVPAM_110047500 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:1768823-1771281(-) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 11051at5820          -            184   0.00046   18.5   0.0   1   1   4.5e-06    0.0011   17.3   0.0    35   130     7    99     2   136 0.77 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 11051at5820          -            184   0.00089   17.6   0.2   1   2   1.4e-05    0.0033   15.7   0.1    23   109     4    93     2   119 0.86 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 11051at5820          -            184   0.00089   17.6   0.2   2   2       1.4   3.4e+02   -0.6   0.0    42   102   178   242   162   245 0.61 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11051at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11051at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11051at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:15 2026
# [ok]
