#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722726.1         -           3294 177at5820            -           2232         0 3470.1 287.1   1  10   1.7e-18   2.8e-15   53.0   0.5    26   126   275   404   252   413 0.76 | transcript=PVPAM_130022700_t1 | gene=PVPAM_130022700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 3, putative | transcript_product=cysteine repeat modular protein 3, putative | location=CASCJQ010000013:794599-804749(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   2  12         4   6.5e+03  -12.2   9.6  1852  1956   705   814   699   826 0.67 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   3  12         4   6.5e+03   -8.5  13.5   730   839  2335  2446  2298  2473 0.77 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   4  12     0.044        71   -1.4   0.1   151   183  2524  2556  2482  2573 0.63 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   5  12   9.5e-43   1.5e-39  133.5  42.3   215   593  2881  3291  2844  3312 0.79 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   6  12   2.9e-28   4.6e-25   85.5   9.2   648   787  3414  3555  3399  3590 0.84 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   7  12   1.8e-26   2.9e-23   79.5  29.7   863  1113  3709  3982  3685  3991 0.74 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   8  12   1.4e-29   2.3e-26   89.8  14.3  1088  1300  3992  4231  3988  4282 0.76 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8   9  12   6.1e-47   9.8e-44  147.4  29.3  1343  1555  4375  4591  4359  4605 0.88 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8  10  12   3.1e-25     5e-22   75.4  44.0  1616  1982  4728  5087  4705  5103 0.76 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8  11  12   3.7e-07   0.00061   15.4  11.0  1917  2070  5082  5234  5080  5272 0.81 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722516.1         -           5560 177at5820            -           2232  6.1e-158  526.2 313.8  12  12         4   6.5e+03   -9.3  22.3  2078  2221  5345  5498  5333  5509 0.70 | transcript=PVPAM_120075500_t1 | gene=PVPAM_120075500 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=CASCJQ010000012:2937532-2954359(-) | protein_length=5560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 177at5820            -           2232   6.1e-58  194.5 217.2   1   7   9.2e-28   1.5e-24   83.8  50.1   313   744   875  1339   850  1340 0.76 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 177at5820            -           2232   6.1e-58  194.5 217.2   2   7   1.4e-11   2.3e-08   30.1  32.2  1043  1250  1198  1383  1190  1394 0.82 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 177at5820            -           2232   6.1e-58  194.5 217.2   3   7   1.6e-12   2.6e-09   33.2  12.9  1011  1092  1399  1485  1386  1486 0.86 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 177at5820            -           2232   6.1e-58  194.5 217.2   4   7     4e-17   6.5e-14   48.5  20.9  1119  1283  1486  1651  1484  1667 0.88 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 177at5820            -           2232   6.1e-58  194.5 217.2   5   7   2.3e-07   0.00037   16.1  27.6  1365  1558  1668  1866  1661  1882 0.82 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 177at5820            -           2232   6.1e-58  194.5 217.2   6   7   2.8e-16   4.5e-13   45.7  32.8  1623  1875  1886  2139  1867  2164 0.79 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718186.1         -           2536 177at5820            -           2232   6.1e-58  194.5 217.2   7   7         4   6.5e+03  -18.4  20.8  1992  2208  2205  2425  2164  2445 0.55 | transcript=PVPAM_030018600_t1 | gene=PVPAM_030018600 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=CASCJQ010000003:600802-609492(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   1   8      0.19   3.1e+02   -3.5   1.2   573   614   447   488   440   521 0.71 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   2   8     2e-26   3.2e-23   79.4  57.9   246   751  1127  1691  1110  1692 0.71 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   3   8     7e-09   1.1e-05   21.2   8.8   456   532  1686  1765  1685  1783 0.83 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   4   8   1.2e-09   1.9e-06   23.7   7.8  1042  1091  1832  1882  1826  1897 0.89 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   5   8   3.3e-15   5.4e-12   42.1   9.8  1146  1283  2086  2223  2075  2238 0.87 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   6   8   1.2e-11   1.9e-08   30.3  25.7  1363  1547  2238  2425  2231  2442 0.84 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   7   8   4.8e-09   7.8e-06   21.7  36.6  1625  1868  2458  2702  2447  2770 0.77 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719553.1         -           3264 177at5820            -           2232   8.9e-48  160.8 213.3   8   8         4   6.5e+03   -8.9  10.0  2133  2222  3108  3204  3092  3212 0.74 | transcript=PVPAM_070016700_t1 | gene=PVPAM_070016700 | organism=Plasmodium_vivax_PAM | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=CASCJQ010000007:592729-602679(+) | protein_length=3264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/177at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/177at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/177at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:38 2026
# [ok]
