#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   1  14   1.1e-76   7.2e-73  244.6  26.3     1   167     1   206     1   224 0.83 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8  12  14   4.2e-91   2.7e-87  292.3  68.2   528   695  1358  1529  1341  1535 0.92 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8  13  14   1.2e-11     8e-08   29.3  26.9   678   766  1543  1647  1529  1654 0.71 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8  14  14   3.1e-96     2e-92  309.3 136.4   725   949  1647  1893  1642  1893 0.89 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3211at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3211at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3211at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:05 2026
# [ok]
