#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723739.1         -            896 3459at5820           -            642         0 1305.2  27.6   1   4   6.1e-08   1.8e-05   21.7   2.6     1    43    13    56    13    59 0.92 | transcript=PVPAM_140066300_t1 | gene=PVPAM_140066300 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent zinc metalloprotease FTSH 1, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH 1, putative | location=CASCJQ010000014:2628494-2631184(+) | protein_length=896 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723229.1         -            393 3459at5820           -            642   1.8e-57  193.5   0.3   2   2   6.2e-60   1.8e-57  193.5   0.3   105   363   126   379   118   387 0.94 | transcript=PVPAM_140014800_t1 | gene=PVPAM_140014800 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 10B, putative | transcript_product=26S protease regulatory subunit 10B, putative | location=CASCJQ010000014:461124-462305(-) | protein_length=393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723281.1         -            420 3459at5820           -            642   9.1e-57  191.2   0.0   1   1   4.3e-59   1.3e-56  190.7   0.0   116   368   159   409   148   415 0.94 | transcript=PVPAM_140020000_t1 | gene=PVPAM_140020000 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 7, putative | transcript_product=26S protease regulatory subunit 7, putative | location=CASCJQ010000014:667717-669210(-) | protein_length=420 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723415.1         -           1070 3459at5820           -            642     1e-56  191.0   0.9   1   2   1.6e-07   4.8e-05   20.3   0.0   155   339   245   413   234   446 0.70 | transcript=PVPAM_140033700_t1 | gene=PVPAM_140033700 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000014:1228250-1231462(+) | protein_length=1070 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723415.1         -           1070 3459at5820           -            642     1e-56  191.0   0.9   2   2   4.5e-52   1.3e-49  167.5   0.5   106   345   560   795   527   815 0.86 | transcript=PVPAM_140033700_t1 | gene=PVPAM_140033700 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000014:1228250-1231462(+) | protein_length=1070 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719980.1         -            447 3459at5820           -            642     1e-56  191.0   0.1   1   1   5.5e-59   1.6e-56  190.3   0.1   118   362   191   433   183   439 0.95 | transcript=PVPAM_080020200_t1 | gene=PVPAM_080020200 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 4, putative | transcript_product=26S protease regulatory subunit 4, putative | location=CASCJQ010000008:717094-718726(-) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718885.1         -            392 3459at5820           -            642   3.7e-56  189.1   0.4   1   1   2.2e-58   6.6e-56  188.3   0.4   115   355   134   372   112   389 0.92 | transcript=PVPAM_050027700_t1 | gene=PVPAM_050027700 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 6B, putative | transcript_product=26S protease regulatory subunit 6B, putative | location=CASCJQ010000005:947308-948671(-) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720588.1         -            441 3459at5820           -            642   5.4e-56  188.6   0.1   1   2         4   1.2e+03   -4.1   1.6   507   538    29    60    12    72 0.43 | transcript=PVPAM_090035300_t1 | gene=PVPAM_090035300 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 6A, putative | transcript_product=26S protease regulatory subunit 6A, putative | location=CASCJQ010000009:1347152-1348477(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720588.1         -            441 3459at5820           -            642   5.4e-56  188.6   0.1   2   2   1.8e-58   5.4e-56  188.6   0.1   118   348   187   415   170   434 0.92 | transcript=PVPAM_090035300_t1 | gene=PVPAM_090035300 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 6A, putative | transcript_product=26S protease regulatory subunit 6A, putative | location=CASCJQ010000009:1347152-1348477(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720273.1         -            785 3459at5820           -            642   5.7e-43  145.6   1.9   1   3       2.2   6.4e+02   -3.3   0.0   301   325   149   173   145   178 0.86 | transcript=PVPAM_080049600_t1 | gene=PVPAM_080049600 | organism=Plasmodium_vivax_PAM | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=CASCJQ010000008:1926957-1929314(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720273.1         -            785 3459at5820           -            642   5.7e-43  145.6   1.9   2   3   3.3e-43   9.7e-41  138.2   0.3   145   341   282   488   255   511 0.86 | transcript=PVPAM_080049600_t1 | gene=PVPAM_080049600 | organism=Plasmodium_vivax_PAM | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=CASCJQ010000008:1926957-1929314(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720273.1         -            785 3459at5820           -            642   5.7e-43  145.6   1.9   3   3    0.0032      0.93    6.1   0.0   154   222   572   641   561   653 0.89 | transcript=PVPAM_080049600_t1 | gene=PVPAM_080049600 | organism=Plasmodium_vivax_PAM | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=CASCJQ010000008:1926957-1929314(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722309.1         -            442 3459at5820           -            642     4e-34  116.3   0.0   1   2   4.2e-35   1.2e-32  111.4   0.0    97   305    95   298    75   303 0.88 | transcript=PVPAM_120054600_t1 | gene=PVPAM_120054600 | organism=Plasmodium_vivax_PAM | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=CASCJQ010000012:1997081-1998409(+) | protein_length=442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722309.1         -            442 3459at5820           -            642     4e-34  116.3   0.0   2   2     0.049        14    2.2   0.0   309   341   322   354   319   362 0.88 | transcript=PVPAM_120054600_t1 | gene=PVPAM_120054600 | organism=Plasmodium_vivax_PAM | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=CASCJQ010000012:1997081-1998409(+) | protein_length=442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717786.1         -           1171 3459at5820           -            642     3e-33  113.4   0.0   1   2   1.4e-25     4e-23   80.0   0.0   154   255   597   701   569   715 0.89 | transcript=PVPAM_010030000_t1 | gene=PVPAM_010030000 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1117779-1121294(-) | protein_length=1171 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717786.1         -           1171 3459at5820           -            642     3e-33  113.4   0.0   2   2   9.3e-11   2.7e-08   31.0   0.0   258   307   788   837   767   846 0.89 | transcript=PVPAM_010030000_t1 | gene=PVPAM_010030000 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1117779-1121294(-) | protein_length=1171 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718122.1         -            700 3459at5820           -            642   2.9e-30  103.6   0.1   1   2         5   1.5e+03   -4.4   2.2   609   628   304   323   284   384 0.54 | transcript=PVPAM_030011800_t1 | gene=PVPAM_030011800 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000003:322999-325101(-) | protein_length=700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718122.1         -            700 3459at5820           -            642   2.9e-30  103.6   0.1   2   2   9.8e-33   2.9e-30  103.6   0.1   133   333   439   636   411   643 0.81 | transcript=PVPAM_030011800_t1 | gene=PVPAM_030011800 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000003:322999-325101(-) | protein_length=700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717764.1         -           1000 3459at5820           -            642   1.1e-08   32.3   0.0   1   2     0.027       7.8    3.1   0.0   304   336   562   594   546   599 0.77 | transcript=PVPAM_010027800_t1 | gene=PVPAM_010027800 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1005291-1008466(+) | protein_length=1000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717764.1         -           1000 3459at5820           -            642   1.1e-08   32.3   0.0   2   2   1.7e-09   4.9e-07   26.8   0.0   149   281   755   897   749   904 0.72 | transcript=PVPAM_010027800_t1 | gene=PVPAM_010027800 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1005291-1008466(+) | protein_length=1000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717691.1         -            665 3459at5820           -            642   1.3e-08   32.0   0.0   1   1   4.6e-11   1.3e-08   32.0   0.0   152   316   343   503   299   513 0.78 | transcript=PVPAM_010020500_t1 | gene=PVPAM_010020500 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:739478-741475(+) | protein_length=665 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720679.1         -            627 3459at5820           -            642   2.8e-07   27.6   0.0   1   1   1.5e-09   4.3e-07   27.0   0.0    58   304   240   511   237   571 0.70 | transcript=PVPAM_090044400_t1 | gene=PVPAM_090044400 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000009:1776366-1779201(-) | protein_length=627 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721601.1         -            483 3459at5820           -            642     3e-07   27.6   0.0   1   1   1.1e-08   3.3e-06   24.1   0.0   134   298   236   420   226   429 0.76 | transcript=PVPAM_110050500_t1 | gene=PVPAM_110050500 | organism=Plasmodium_vivax_PAM | gene_product=mitochondrial chaperone BCS1, putative | transcript_product=mitochondrial chaperone BCS1, putative | location=CASCJQ010000011:1906067-1907518(-) | protein_length=483 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718114.1         -            321 3459at5820           -            642    0.0012   15.7   0.1   1   1   6.5e-06    0.0019   15.0   0.1    93   166    27    97    17   111 0.91 | transcript=PVPAM_030011000_t1 | gene=PVPAM_030011000 | organism=Plasmodium_vivax_PAM | gene_product=methyltransferase, putative | transcript_product=methyltransferase, putative | location=CASCJQ010000003:293347-294456(+) | protein_length=321 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3459at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3459at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3459at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:54 2026
# [ok]
