#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718877.1         -            458 6833at5820           -            348  5.1e-177  586.6  16.1   1   4   6.1e-15   1.7e-12   45.5   0.2     1    31     1    31     1    34 0.95 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 6833at5820           -            348   3.3e-17   61.0   7.4   2   5    0.0016      0.44    8.0   0.0   229   279   172   221   163   228 0.78 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 6833at5820           -            348   3.3e-17   61.0   7.4   3   5   6.2e-05     0.018   12.6   1.0   202   284   347   433   332   445 0.79 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 6833at5820           -            348   3.3e-17   61.0   7.4   4   5   9.5e-08   2.7e-05   21.9   0.3   114   253   428   568   425   579 0.80 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 6833at5820           -            348   3.3e-17   61.0   7.4   5   5    0.0015      0.43    8.0   0.0   219   250   629   659   614   660 0.89 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 6833at5820           -            348     2e-14   51.9  13.3   1   4     3e-05    0.0084   13.7   1.8   139   294    91   249    77   255 0.72 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 6833at5820           -            348     2e-14   51.9  13.3   2   4     7e-09     2e-06   25.6   0.1   218   262   256   299   250   310 0.88 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 6833at5820           -            348     2e-14   51.9  13.3   3   4     0.049        14    3.1   0.1   140   167   316   343   305   349 0.82 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 6833at5820           -            348     2e-14   51.9  13.3   4   4   1.7e-06   0.00049   17.7   0.5   195   273   325   409   319   444 0.75 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 6833at5820           -            348   7.9e-13   46.6   4.4   1   3   7.3e-07   0.00021   19.0   0.4   194   293   317   413   283   421 0.75 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 6833at5820           -            348   7.9e-13   46.6   4.4   2   3   8.1e-10   2.3e-07   28.7   0.5   218   318   422   526   409   538 0.81 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 6833at5820           -            348   7.9e-13   46.6   4.4   3   3     0.046        13    3.2   0.1   200   290   489   583   488   588 0.82 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 6833at5820           -            348   1.1e-12   46.1   8.3   1   4      0.28        79    0.6   1.2    82   123   167   208   130   264 0.79 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 6833at5820           -            348   1.1e-12   46.1   8.3   2   4   1.1e-05     0.003   15.1   0.2   220   293   280   354   271   362 0.81 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 6833at5820           -            348   1.1e-12   46.1   8.3   3   4     3e-06   0.00083   17.0   0.0   220   273   364   416   355   419 0.82 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 6833at5820           -            348   1.1e-12   46.1   8.3   4   4   1.4e-05     0.004   14.7   0.0   234   289   419   475   414   482 0.78 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 6833at5820           -            348   4.6e-12   44.1   5.2   1   2     0.005       1.4    6.3   0.1   194   236   256   303   248   328 0.83 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 6833at5820           -            348   4.6e-12   44.1   5.2   2   2   1.5e-12   4.1e-10   37.7   1.8   124   285   463   625   423   639 0.81 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 6833at5820           -            348   1.7e-10   39.0   0.1   1   3    0.0015      0.44    8.0   0.0   120   167    60   108    53   113 0.76 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 6833at5820           -            348   1.7e-10   39.0   0.1   2   3   4.9e-10   1.4e-07   29.4   0.3   200   276   106   179   101   195 0.85 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 6833at5820           -            348   1.7e-10   39.0   0.1   3   3       1.3   3.6e+02   -1.6   0.0   201   256   187   252   174   262 0.52 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 6833at5820           -            348   2.1e-10   38.6   9.5   1   3   0.00069      0.19    9.2   1.1   257   293    64   102    14   109 0.64 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 6833at5820           -            348   2.1e-10   38.6   9.5   2   3   3.1e-11   8.7e-09   33.3   0.7   127   292   106   270   103   285 0.82 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 6833at5820           -            348   2.1e-10   38.6   9.5   3   3      0.73   2.1e+02   -0.8   0.0    96   106   307   317   291   321 0.55 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 6833at5820           -            348   2.9e-10   38.2   3.1   1   4      0.98   2.8e+02   -1.2   0.0   126   143   220   237   214   249 0.82 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 6833at5820           -            348   2.9e-10   38.2   3.1   2   4      0.23        65    0.9   0.0   276   299   276   300   264   309 0.64 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 6833at5820           -            348   2.9e-10   38.2   3.1   3   4     2e-10   5.6e-08   30.7   0.1   169   299   332   468   309   495 0.71 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 6833at5820           -            348   2.9e-10   38.2   3.1   4   4     0.022       6.1    4.3   0.1   216   252   491   527   485   530 0.85 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 6833at5820           -            348   1.6e-09   35.8   1.7   1   1   1.1e-11     3e-09   34.8   1.7   216   329   283   399   275   418 0.86 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721564.1         -           1397 6833at5820           -            348   1.7e-09   35.7  15.3   1   7     0.011       3.1    5.2   0.0   220   292     8    81     4    84 0.78 | transcript=PVPAM_110046900_t1 | gene=PVPAM_110046900 | organism=Plasmodium_vivax_PAM | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=CASCJQ010000011:1740467-1745267(-) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721564.1         -           1397 6833at5820           -            348   1.7e-09   35.7  15.3   2   7   1.2e-06   0.00034   18.2   0.1   233   290    62   121    48   125 0.87 | transcript=PVPAM_110046900_t1 | gene=PVPAM_110046900 | organism=Plasmodium_vivax_PAM | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=CASCJQ010000011:1740467-1745267(-) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721564.1         -           1397 6833at5820           -            348   1.7e-09   35.7  15.3   3   7   5.4e-05     0.015   12.8   0.4   237   293   108   166   100   176 0.85 | transcript=PVPAM_110046900_t1 | gene=PVPAM_110046900 | organism=Plasmodium_vivax_PAM | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=CASCJQ010000011:1740467-1745267(-) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721564.1         -           1397 6833at5820           -            348   1.7e-09   35.7  15.3   4   7   6.9e-08   1.9e-05   22.3   0.1   216   293   242   323   234   353 0.80 | transcript=PVPAM_110046900_t1 | gene=PVPAM_110046900 | organism=Plasmodium_vivax_PAM | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=CASCJQ010000011:1740467-1745267(-) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721564.1         -           1397 6833at5820           -            348   1.7e-09   35.7  15.3   5   7       2.9   8.2e+02   -2.8   0.1    97   295   604   617   539   648 0.59 | transcript=PVPAM_110046900_t1 | gene=PVPAM_110046900 | organism=Plasmodium_vivax_PAM | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=CASCJQ010000011:1740467-1745267(-) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721564.1         -           1397 6833at5820           -            348   1.7e-09   35.7  15.3   6   7       3.1   8.7e+02   -2.8   0.1    98   141   675   720   658   756 0.64 | transcript=PVPAM_110046900_t1 | gene=PVPAM_110046900 | organism=Plasmodium_vivax_PAM | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=CASCJQ010000011:1740467-1745267(-) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721564.1         -           1397 6833at5820           -            348   1.7e-09   35.7  15.3   7   7       5.9   1.7e+03   -3.8   0.0   120   144  1308  1334  1304  1340 0.77 | transcript=PVPAM_110046900_t1 | gene=PVPAM_110046900 | organism=Plasmodium_vivax_PAM | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=CASCJQ010000011:1740467-1745267(-) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 6833at5820           -            348   1.2e-08   32.8   8.2   1   4    0.0027      0.75    7.2   0.3   218   296    34   114    29   122 0.77 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 6833at5820           -            348   1.2e-08   32.8   8.2   2   4   3.8e-06    0.0011   16.6   0.5   233   295   131   193   115   206 0.74 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 6833at5820           -            348   1.2e-08   32.8   8.2   3   4   7.9e-06    0.0022   15.5   0.9   195   268   135   208   134   245 0.50 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 6833at5820           -            348   1.2e-08   32.8   8.2   4   4   0.00034     0.097   10.2   0.0   221   286   252   319   239   324 0.84 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718469.1         -           1438 6833at5820           -            348   2.2e-07   28.7   1.4   1   2     3e-07   8.5e-05   20.2   0.1   216   301   141   234   134   241 0.79 | transcript=PVPAM_040021500_t1 | gene=PVPAM_040021500 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC31, putative | transcript_product=protein transport protein SEC31, putative | location=CASCJQ010000004:701655-706535(+) | protein_length=1438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718469.1         -           1438 6833at5820           -            348   2.2e-07   28.7   1.4   2   2     0.003      0.85    7.1   0.1   225   293   243   317   232   331 0.75 | transcript=PVPAM_040021500_t1 | gene=PVPAM_040021500 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC31, putative | transcript_product=protein transport protein SEC31, putative | location=CASCJQ010000004:701655-706535(+) | protein_length=1438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 6833at5820           -            348   3.8e-07   27.9  12.0   1   3   5.5e-09   1.5e-06   25.9   3.4   185   296   899  1014   885  1042 0.78 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 6833at5820           -            348   3.8e-07   27.9  12.0   2   3      0.03       8.4    3.8   0.2   199   289  1043  1140  1036  1143 0.65 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 6833at5820           -            348   3.8e-07   27.9  12.0   3   3      0.19        53    1.2   0.1   216   254  1150  1190  1144  1203 0.77 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 6833at5820           -            348   9.3e-06   23.4   0.1   1   4         2   5.6e+02   -2.2   0.0   252   294    30    73    26    81 0.72 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
