#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723609.1         -            717 4744at5820           -            548  7.1e-292  967.3  19.4   1   4     0.086        15    2.4   0.0     1    48     1    67     1    80 0.60 | transcript=PVPAM_140053300_t1 | gene=PVPAM_140053300 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=CASCJQ010000014:2074214-2076367(-) | protein_length=717 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720950.1         -           1006 4744at5820           -            548   6.9e-79  264.3   1.2   2   2   1.6e-35   2.9e-33  113.7   0.0   343   542   791   981   774   987 0.90 | transcript=PVPAM_100021800_t1 | gene=PVPAM_100021800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX23, putative | transcript_product=ATP-dependent RNA helicase DDX23, putative | location=CASCJQ010000010:750078-753098(+) | protein_length=1006 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 4744at5820           -            548   2.3e-78  262.6   0.2   1   1   1.3e-80   2.3e-78  262.6   0.2   141   539   205   598   184   606 0.88 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 4744at5820           -            548   6.7e-66  221.4   0.3   1   1   1.3e-67   2.3e-65  219.6   0.3   151   512   123   505   116   513 0.88 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718426.1         -            536 4744at5820           -            548   1.2e-65  220.6   4.5   1   2       1.3   2.3e+02   -1.5   0.4    23    77    10    64     4    95 0.75 | transcript=PVPAM_040017200_t1 | gene=PVPAM_040017200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX47, putative | transcript_product=ATP-dependent RNA helicase DDX47, putative | location=CASCJQ010000004:538028-539638(+) | protein_length=536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718426.1         -            536 4744at5820           -            548   1.2e-65  220.6   4.5   2   2   6.9e-68   1.2e-65  220.6   4.5   150   523   126   483    96   499 0.87 | transcript=PVPAM_040017200_t1 | gene=PVPAM_040017200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX47, putative | transcript_product=ATP-dependent RNA helicase DDX47, putative | location=CASCJQ010000004:538028-539638(+) | protein_length=536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722193.1         -            398 4744at5820           -            548   1.2e-60  204.0   2.4   1   1     2e-62   3.4e-60  202.6   2.4   147   515    17   371     4   380 0.90 | transcript=PVPAM_120043100_t1 | gene=PVPAM_120043100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic initiation factor 4a, putative | transcript_product=eukaryotic initiation factor 4a, putative | location=CASCJQ010000012:1490010-1491552(-) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723851.1         -            737 4744at5820           -            548   1.8e-60  203.5   9.3   1   1     1e-62   1.8e-60  203.5   9.3   154   533   105   501    92   513 0.85 | transcript=PVPAM_140077400_t1 | gene=PVPAM_140077400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DRS1, putative | transcript_product=ATP-dependent RNA helicase DRS1, putative | location=CASCJQ010000014:3037650-3039863(+) | protein_length=737 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719270.1         -           1015 4744at5820           -            548   1.6e-59  200.3  10.3   1   1   2.7e-61   4.7e-59  198.8  10.3   106   541   576  1011   492  1014 0.79 | transcript=PVPAM_060027700_t1 | gene=PVPAM_060027700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX3X, putative | transcript_product=ATP-dependent DNA helicase DDX3X, putative | location=CASCJQ010000006:939088-943184(+) | protein_length=1015 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718997.1         -            388 4744at5820           -            548     1e-56  191.1   2.6   1   1   1.1e-58   1.9e-56  190.2   2.6   149   513    11   361     4   372 0.90 | transcript=PVPAM_050038900_t1 | gene=PVPAM_050038900 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic initiation factor 4A-III, putative | transcript_product=eukaryotic initiation factor 4A-III, putative | location=CASCJQ010000005:1445941-1447107(+) | protein_length=388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721323.1         -            599 4744at5820           -            548   3.1e-54  182.9   7.8   1   1   1.8e-56   3.1e-54  182.9   7.8   153   511   146   495   136   536 0.86 | transcript=PVPAM_110022600_t1 | gene=PVPAM_110022600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase HAS1, putative | transcript_product=ATP-dependent RNA helicase HAS1, putative | location=CASCJQ010000011:735446-737595(+) | protein_length=599 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 4744at5820           -            548   2.6e-51  173.3  20.8   1   2     1e-14   1.8e-12   45.1   2.9    49   228   149   330    45   336 0.84 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 4744at5820           -            548   2.6e-51  173.3  20.8   2   2   1.3e-41   2.3e-39  133.8  10.1   229   544   373   682   366   686 0.89 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720093.1         -            373 4744at5820           -            548   5.8e-49  165.5   0.5   1   1   4.4e-51   7.7e-49  165.1   0.5   236   513    71   344    69   354 0.94 | transcript=PVPAM_080031500_t1 | gene=PVPAM_080031500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX6, putative | transcript_product=ATP-dependent RNA helicase DDX6, putative | location=CASCJQ010000008:1204610-1205731(-) | protein_length=373 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718513.1         -            473 4744at5820           -            548   1.9e-48  163.8   5.5   1   1     5e-50   8.7e-48  161.6   5.5   131   511    31   439    11   446 0.82 | transcript=PVPAM_040025700_t1 | gene=PVPAM_040025700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=CASCJQ010000004:869937-871529(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722027.1         -            489 4744at5820           -            548   4.5e-46  156.0   0.1   1   1   1.1e-47     2e-45  153.8   0.1   170   510    76   421    58   428 0.86 | transcript=PVPAM_120026600_t1 | gene=PVPAM_120026600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=CASCJQ010000012:856206-857675(+) | protein_length=489 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719169.1         -            623 4744at5820           -            548   2.5e-43  146.9   0.1   1   2   1.8e-10   3.1e-08   31.1   0.0   164   229   142   209   137   219 0.79 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719169.1         -            623 4744at5820           -            548   2.5e-43  146.9   0.1   2   2   1.7e-35     3e-33  113.6   0.0   225   543   241   558   229   561 0.84 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723238.1         -            626 4744at5820           -            548   2.9e-40  136.8  11.4   1   1   2.4e-42   4.3e-40  136.3  11.4   171   511   166   508   153   535 0.83 | transcript=PVPAM_140015700_t1 | gene=PVPAM_140015700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=CASCJQ010000014:498695-500575(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 4744at5820           -            548   7.1e-40  135.5   0.9   1   3   7.4e-28   1.3e-25   88.5   0.2   160   337   147   323   136   326 0.86 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 4744at5820           -            548   7.1e-40  135.5   0.9   2   3       3.4   5.9e+02   -2.8   0.0   337   357   371   391   369   398 0.86 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 4744at5820           -            548   7.1e-40  135.5   0.9   3   3   1.5e-14   2.5e-12   44.6   0.0   449   510   632   692   603   708 0.83 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718755.1         -           1203 4744at5820           -            548   8.2e-38  128.7   6.8   1   2   4.7e-40   8.2e-38  128.7   6.8   155   501   168   508   137   542 0.83 | transcript=PVPAM_050014900_t1 | gene=PVPAM_050014900 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=CASCJQ010000005:454102-457713(+) | protein_length=1203 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718755.1         -           1203 4744at5820           -            548   8.2e-38  128.7   6.8   2   2      0.25        44    0.9   4.3    44    85  1036  1077  1026  1184 0.87 | transcript=PVPAM_050014900_t1 | gene=PVPAM_050014900 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=CASCJQ010000005:454102-457713(+) | protein_length=1203 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722948.1         -            877 4744at5820           -            548     9e-38  128.6  26.3   1   2   5.2e-40     9e-38  128.6  26.3    87   512    76   491     3   504 0.74 | transcript=PVPAM_130045000_t1 | gene=PVPAM_130045000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=CASCJQ010000013:1736949-1739744(+) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722948.1         -            877 4744at5820           -            548     9e-38  128.6  26.3   2   2       1.5   2.6e+02   -1.7   0.9    76   125   682   728   652   738 0.72 | transcript=PVPAM_130045000_t1 | gene=PVPAM_130045000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=CASCJQ010000013:1736949-1739744(+) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722294.1         -            787 4744at5820           -            548   9.9e-38  128.4  17.4   1   2       7.1   1.2e+03   -3.9   0.0   162   196   100   132    97   139 0.72 | transcript=PVPAM_120053100_t1 | gene=PVPAM_120053100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=CASCJQ010000012:1934145-1936508(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722294.1         -            787 4744at5820           -            548   9.9e-38  128.4  17.4   2   2   3.4e-38   5.9e-36  122.6  17.2    69   519   283   760   268   776 0.79 | transcript=PVPAM_120053100_t1 | gene=PVPAM_120053100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=CASCJQ010000012:1934145-1936508(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722434.1         -            791 4744at5820           -            548     6e-32  109.4  10.1   1   2   1.5e-24   2.6e-22   77.5   2.2   158   337   245   429   210   447 0.85 | transcript=PVPAM_120067100_t1 | gene=PVPAM_120067100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=CASCJQ010000012:2535491-2538282(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722434.1         -            791 4744at5820           -            548     6e-32  109.4  10.1   2   2   4.8e-12   8.3e-10   36.3   0.7   429   518   595   685   544   708 0.83 | transcript=PVPAM_120067100_t1 | gene=PVPAM_120067100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=CASCJQ010000012:2535491-2538282(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 4744at5820           -            548   4.2e-29  100.0  19.4   1   3   7.2e-09   1.3e-06   25.8   0.0   153   212     2    62     1    80 0.88 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 4744at5820           -            548   4.2e-29  100.0  19.4   2   3   2.8e-12   4.9e-10   37.0   0.6   228   369   324   470   313   483 0.84 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 4744at5820           -            548   4.2e-29  100.0  19.4   3   3   4.4e-13   7.6e-11   39.7  11.6   374   508   534   683   490   687 0.77 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721094.1         -            522 4744at5820           -            548   1.2e-23   82.0   8.3   1   1   9.6e-26   1.7e-23   81.5   8.3   190   527   134   478    65   490 0.73 | transcript=PVPAM_100036200_t1 | gene=PVPAM_100036200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX27, putative | transcript_product=ATP-dependent RNA helicase DDX27, putative | location=CASCJQ010000010:1343851-1345783(-) | protein_length=522 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722946.1         -            995 4744at5820           -            548   1.4e-21   75.1  34.6   1   3   6.6e-07   0.00012   19.3   0.0   153   220    48   116    41   127 0.88 | transcript=PVPAM_130044800_t1 | gene=PVPAM_130044800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=CASCJQ010000013:1726045-1729032(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722946.1         -            995 4744at5820           -            548   1.4e-21   75.1  34.6   2   3   7.9e-08   1.4e-05   22.3   1.0   222   335   229   370   215   392 0.63 | transcript=PVPAM_130044800_t1 | gene=PVPAM_130044800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=CASCJQ010000013:1726045-1729032(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722946.1         -            995 4744at5820           -            548   1.4e-21   75.1  34.6   3   3   6.2e-15   1.1e-12   45.8   4.9   419   511   539   637   521   660 0.79 | transcript=PVPAM_130044800_t1 | gene=PVPAM_130044800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=CASCJQ010000013:1726045-1729032(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723752.1         -            862 4744at5820           -            548   2.7e-21   74.2   3.3   1   3   2.6e-17   4.5e-15   53.6   0.7   152   328   106   274     5   308 0.78 | transcript=PVPAM_140067500_t1 | gene=PVPAM_140067500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=CASCJQ010000014:2696273-2698861(-) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723752.1         -            862 4744at5820           -            548   2.7e-21   74.2   3.3   2   3   3.9e-10   6.9e-08   29.9   0.1   467   513   528   574   524   609 0.79 | transcript=PVPAM_140067500_t1 | gene=PVPAM_140067500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=CASCJQ010000014:2696273-2698861(-) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723752.1         -            862 4744at5820           -            548   2.7e-21   74.2   3.3   3   3       3.1   5.4e+02   -2.7   1.1    23    84   655   718   631   735 0.47 | transcript=PVPAM_140067500_t1 | gene=PVPAM_140067500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=CASCJQ010000014:2696273-2698861(-) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722663.1         -            869 4744at5820           -            548   4.8e-20   70.1   6.7   1   3   9.1e-05     0.016   12.2   0.3   157   247   161   261    39   353 0.74 | transcript=PVPAM_130016400_t1 | gene=PVPAM_130016400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH2, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH2, putative | location=CASCJQ010000013:512933-516706(-) | protein_length=869 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722663.1         -            869 4744at5820           -            548   4.8e-20   70.1   6.7   2   3         4   6.9e+02   -3.1   0.1   337   379   388   431   384   444 0.72 | transcript=PVPAM_130016400_t1 | gene=PVPAM_130016400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH2, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH2, putative | location=CASCJQ010000013:512933-516706(-) | protein_length=869 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722663.1         -            869 4744at5820           -            548   4.8e-20   70.1   6.7   3   3   1.4e-19   2.5e-17   61.1   0.2   407   525   535   654   522   664 0.86 | transcript=PVPAM_130016400_t1 | gene=PVPAM_130016400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH2, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH2, putative | location=CASCJQ010000013:512933-516706(-) | protein_length=869 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719627.1         -            735 4744at5820           -            548   1.5e-17   61.8   2.5   1   3       5.1   8.8e+02   -3.4   0.4   378   408   105   135    97   145 0.44 | transcript=PVPAM_070024100_t1 | gene=PVPAM_070024100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=CASCJQ010000007:855859-858066(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
