#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722161.1         -           1965 821at5820            -           1086         0 1131.8  79.8   1  15   5.4e-11   3.5e-07   26.9   0.0     1    50     1    63     1    72 0.77 | transcript=PVPAM_120039900_t1 | gene=PVPAM_120039900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1374239-1380414(+) | protein_length=1965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722161.1         -           1965 821at5820            -           1086         0 1131.8  79.8  12  15   2.9e-28   1.9e-24   84.1   2.7   736   806  1364  1441  1358  1445 0.91 | transcript=PVPAM_120039900_t1 | gene=PVPAM_120039900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1374239-1380414(+) | protein_length=1965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722161.1         -           1965 821at5820            -           1086         0 1131.8  79.8  13  15   4.8e-11   3.1e-07   27.1   0.0   806   856  1506  1558  1503  1563 0.91 | transcript=PVPAM_120039900_t1 | gene=PVPAM_120039900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1374239-1380414(+) | protein_length=1965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722161.1         -           1965 821at5820            -           1086         0 1131.8  79.8  14  15     6e-18   3.9e-14   50.0   0.1   861   907  1622  1668  1610  1689 0.90 | transcript=PVPAM_120039900_t1 | gene=PVPAM_120039900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1374239-1380414(+) | protein_length=1965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722161.1         -           1965 821at5820            -           1086         0 1131.8  79.8  15  15   4.3e-66   2.8e-62  209.4  14.6   918  1085  1776  1955  1765  1956 0.92 | transcript=PVPAM_120039900_t1 | gene=PVPAM_120039900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1374239-1380414(+) | protein_length=1965 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/821at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/821at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/821at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:29 2026
# [ok]
