#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722097.1         -           2318 684at5820            -           1068         0 1120.0 104.7   1  15   1.7e-22   1.1e-18   64.9   0.6     3    41    46    84    44    87 0.93 | transcript=PVPAM_120033500_t1 | gene=PVPAM_120033500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1128583-1135539(+) | protein_length=2318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722097.1         -           2318 684at5820            -           1068         0 1120.0 104.7  12  15   3.6e-08   0.00023   17.5   0.0   815   853  1694  1732  1673  1737 0.84 | transcript=PVPAM_120033500_t1 | gene=PVPAM_120033500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1128583-1135539(+) | protein_length=2318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722097.1         -           2318 684at5820            -           1068         0 1120.0 104.7  13  15   2.4e-21   1.6e-17   61.1   0.0   853   919  1814  1880  1807  1890 0.92 | transcript=PVPAM_120033500_t1 | gene=PVPAM_120033500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1128583-1135539(+) | protein_length=2318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722097.1         -           2318 684at5820            -           1068         0 1120.0 104.7  14  15   4.6e-08    0.0003   17.1   0.1   949   975  1983  2009  1923  2014 0.79 | transcript=PVPAM_120033500_t1 | gene=PVPAM_120033500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1128583-1135539(+) | protein_length=2318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722097.1         -           2318 684at5820            -           1068         0 1120.0 104.7  15  15   2.7e-34   1.7e-30  104.0   0.1   975  1063  2069  2157  2062  2160 0.95 | transcript=PVPAM_120033500_t1 | gene=PVPAM_120033500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1128583-1135539(+) | protein_length=2318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/684at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:52 2026
# [ok]
