#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720751.1         -            800 4394at5820           -            638         0 1114.6  69.3   1   2  2.6e-297  1.7e-294  976.9  59.2     1   520     1   535     1   565 0.97 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 4394at5820           -            638   1.4e-24   85.2  34.8   5   7      0.84   5.4e+02   -2.7   4.1   477   503  1711  1736  1693  1770 0.57 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 4394at5820           -            638   1.4e-24   85.2  34.8   6   7        10   6.5e+03   -9.6  12.3   402   488  1860  1947  1854  1976 0.72 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 4394at5820           -            638   1.4e-24   85.2  34.8   7   7      0.46     3e+02   -1.8   2.4   460   514  3023  3084  3021  3091 0.71 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722755.1         -           1681 4394at5820           -            638   1.2e-23   82.1  29.1   1   6   1.8e-26   1.2e-23   82.1  29.1    49   499    93   552    73   638 0.72 | transcript=PVPAM_130025600_t1 | gene=PVPAM_130025600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=CASCJQ010000013:931940-937370(+) | protein_length=1681 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722755.1         -           1681 4394at5820           -            638   1.2e-23   82.1  29.1   2   6         1   6.7e+02   -3.0   3.1   379   433   592   647   572   679 0.66 | transcript=PVPAM_130025600_t1 | gene=PVPAM_130025600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=CASCJQ010000013:931940-937370(+) | protein_length=1681 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722755.1         -           1681 4394at5820           -            638   1.2e-23   82.1  29.1   3   6      0.32   2.1e+02   -1.3   0.5   532   577   853   895   788   934 0.69 | transcript=PVPAM_130025600_t1 | gene=PVPAM_130025600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=CASCJQ010000013:931940-937370(+) | protein_length=1681 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722755.1         -           1681 4394at5820           -            638   1.2e-23   82.1  29.1   4   6       4.7     3e+03   -5.1  15.6   462   627  1018  1182   998  1192 0.67 | transcript=PVPAM_130025600_t1 | gene=PVPAM_130025600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=CASCJQ010000013:931940-937370(+) | protein_length=1681 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722755.1         -           1681 4394at5820           -            638   1.2e-23   82.1  29.1   5   6        10   6.5e+03  -17.0  34.1   411   634  1110  1363  1101  1367 0.73 | transcript=PVPAM_130025600_t1 | gene=PVPAM_130025600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=CASCJQ010000013:931940-937370(+) | protein_length=1681 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722755.1         -           1681 4394at5820           -            638   1.2e-23   82.1  29.1   6   6        10   6.5e+03   -8.4   8.1   486   556  1605  1679  1563  1681 0.56 | transcript=PVPAM_130025600_t1 | gene=PVPAM_130025600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=CASCJQ010000013:931940-937370(+) | protein_length=1681 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 4394at5820           -            638   9.7e-21   72.5  54.5   1   3   6.6e-13   4.3e-10   37.3   4.8     4   109    24   123    22   166 0.82 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 4394at5820           -            638   9.7e-21   72.5  54.5   2   3   4.8e-13   3.1e-10   37.8  28.9   193   489   287   570   243   631 0.68 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 4394at5820           -            638   9.7e-21   72.5  54.5   3   3     0.011       7.1    3.5   5.0   480   569   826   924   816   977 0.63 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 4394at5820           -            638   3.5e-19   67.3  47.6   1   6   6.9e-14   4.4e-11   40.6  10.7     2   109    97   204    96   214 0.85 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 4394at5820           -            638   3.5e-19   67.3  47.6   2   6   1.9e-07   0.00012   19.3  13.1   172   306   296   432   229   441 0.74 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 4394at5820           -            638   3.5e-19   67.3  47.6   3   6   2.3e-13   1.5e-10   38.8   7.8   316   451   503   635   500   699 0.64 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 4394at5820           -            638   3.5e-19   67.3  47.6   4   6       3.4   2.2e+03   -4.7   0.9    22    55   778   813   772   836 0.35 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 4394at5820           -            638   3.5e-19   67.3  47.6   5   6        10   6.5e+03   -8.1   6.7   421   510   945  1034   898  1063 0.53 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 4394at5820           -            638   3.5e-19   67.3  47.6   6   6        10   6.5e+03   -9.5   9.3   428   508  1376  1458  1355  1473 0.44 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 4394at5820           -            638   1.3e-17   62.1  16.1   1   3     2e-20   1.3e-17   62.1  16.1     1   385    39   387    39   405 0.78 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 4394at5820           -            638   1.3e-17   62.1  16.1   2   3        10   6.5e+03   -6.9   5.8   389   422   467   499   446   532 0.45 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 4394at5820           -            638   1.3e-17   62.1  16.1   3   3        10   6.5e+03   -6.9   6.1   378   564   938   969   900  1084 0.58 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 4394at5820           -            638     2e-11   41.7  16.5   1   2   3.1e-14     2e-11   41.7  16.5    51   376   105   405    88   420 0.80 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 4394at5820           -            638     2e-11   41.7  16.5   2   2      0.47     3e+02   -1.8   1.0   498   544   492   525   460   561 0.48 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 4394at5820           -            638   2.9e-09   34.5  22.4   1   3        10   6.5e+03   -7.7   3.6   374   404   114   144   111   149 0.72 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 4394at5820           -            638   2.9e-09   34.5  22.4   2   3   8.9e-06    0.0057   13.8   0.1    45   108   294   356   259   372 0.83 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 4394at5820           -            638   2.9e-09   34.5  22.4   3   3   3.6e-10   2.4e-07   28.3   7.2   191   370   682   846   677   859 0.78 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4394at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4394at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4394at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:25 2026
# [ok]
