#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1202600|PVP01_1202600.1|unknown -            466 7562at5820           -            393  3.1e-176  584.5  31.3   1   1    6e-178  1.7e-175  582.0  31.3     1   393     1   466     1   466 0.90 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 7562at5820           -            393   4.4e-05   21.0   3.3   1   2      0.15        42    1.3   0.0   100   142   200   242   194   252 0.82 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 7562at5820           -            393   4.4e-05   21.0   3.3   2   2   4.3e-07   0.00012   19.5   1.2    60   134   261   337   238   343 0.87 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 7562at5820           -            393   6.2e-05   20.5  15.1   1   3   3.9e-07   0.00011   19.6   1.5    98   172   315   395   312   402 0.85 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 7562at5820           -            393   6.2e-05   20.5  15.1   2   3    0.0018      0.52    7.6   2.1    78   178   423   528   398   534 0.77 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 7562at5820           -            393   6.2e-05   20.5  15.1   3   3      0.37   1.1e+02   -0.0   0.2    82   133   559   611   532   612 0.72 -
GCA_040114635.1|PVP01_1225400|PVP01_1225400.1|unknown -           1974 7562at5820           -            393   0.00013   19.4   0.1   1   1   9.9e-07   0.00028   18.3   0.1    99   138  1705  1744  1702  1762 0.91 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 7562at5820           -            393   0.00032   18.1   1.2   1   2   0.00044      0.13    9.6   0.1    97   136   201   240   197   250 0.90 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 7562at5820           -            393   0.00032   18.1   1.2   2   2    0.0023      0.65    7.3   0.1    75   135   331   390   269   395 0.91 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 7562at5820           -            393   0.00066   17.1   1.4   1   1   3.8e-06    0.0011   16.4   1.4   100   175   277   358   271   367 0.87 -
GCA_040114635.1|PVP01_1448900|PVP01_1448900.1|unknown -            754 7562at5820           -            393    0.0024   15.2   2.9   1   1   1.6e-05    0.0046   14.3   2.9   104   173    10    88     4   108 0.86 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 7562at5820           -            393    0.0066   13.8   3.6   1   3       2.2   6.3e+02   -2.6   0.1   114   135   171   192   155   195 0.72 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 7562at5820           -            393    0.0066   13.8   3.6   2   3   0.00041      0.12    9.7   0.0    76   136   421   481   408   486 0.85 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 7562at5820           -            393    0.0066   13.8   3.6   3   3     0.025       7.1    3.8   0.1    96   137   558   602   543   623 0.79 -
GCA_040114635.1|PVP01_1448700|PVP01_1448700.1|unknown -            445 7562at5820           -            393      0.11    9.8   7.1   1   3     0.023       6.6    3.9   0.9    40   136    48   147    13   204 0.75 -
GCA_040114635.1|PVP01_1448700|PVP01_1448700.1|unknown -            445 7562at5820           -            393      0.11    9.8   7.1   2   3       1.8   5.1e+02   -2.3   0.0    84   125   191   233   180   240 0.77 -
GCA_040114635.1|PVP01_1448700|PVP01_1448700.1|unknown -            445 7562at5820           -            393      0.11    9.8   7.1   3   3    0.0007       0.2    8.9   0.4    99   147   307   354   301   363 0.88 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7562at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7562at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7562at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:19:12 2026
# [ok]
