#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 9479at5820           -            296    5e-157  520.4  18.2   1   1  1.1e-159  7.1e-157  519.9  18.2     1   296    12   329    12   329 0.95 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 9479at5820           -            296     0.025   12.5  23.4   1   6   0.00035      0.22    9.4   0.0     7    35    10    38     3    50 0.85 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 9479at5820           -            296     0.025   12.5  23.4   2   6     0.078        49    1.7   0.2    50   120    92   165    50   176 0.55 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 9479at5820           -            296     0.025   12.5  23.4   3   6   0.00012     0.075   11.0   0.9    46   135   246   339   238   344 0.71 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 9479at5820           -            296     0.025   12.5  23.4   4   6     0.013       8.1    4.3   0.4    12    98   344   432   339   443 0.81 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 9479at5820           -            296     0.025   12.5  23.4   5   6      0.58   3.6e+02   -1.1   0.2   145   170   600   625   593   674 0.72 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 9479at5820           -            296     0.025   12.5  23.4   6   6       2.8   1.8e+03   -3.4   0.4   229   280  1078  1130  1060  1141 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9479at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9479at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9479at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:23:14 2026
# [ok]
