#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13693at5820          -            216  2.1e-125  415.1  39.6   1   1    1e-127  2.1e-125  415.1  39.6     1   215    84   309    84   311 0.97 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   6.4e-13   47.4   0.2   4   4       1.1   2.3e+02   -0.2   6.9   133   177   253   297   245   304 0.84 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.8e-12   45.3  13.8   1   4    0.0013      0.27    9.4   1.2     6    85    17    91    12   101 0.86 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.8e-12   45.3  13.8   2   4   3.6e-08   7.2e-06   24.3   0.1     3    80   114   191   112   208 0.86 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.8e-12   45.3  13.8   3   4   9.5e-07   0.00019   19.7   0.1     5    88   207   289   201   301 0.90 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.8e-12   45.3  13.8   4   4       3.8   7.7e+02   -1.9   0.4   111   161   367   382   335   390 0.43 -
GCA_040114635.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 13693at5820          -            216   1.1e-10   40.0   0.1   1   2       4.9     1e+03   -2.3   0.6   178   200    11    33     5    50 0.69 -
GCA_040114635.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 13693at5820          -            216   1.1e-10   40.0   0.1   2   2   5.6e-13   1.1e-10   40.0   0.1     2    85   183   266   182   269 0.96 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13693at5820          -            216   3.2e-10   38.5   0.0   1   2   0.00015     0.029   12.5   0.0     6    67     6    66     2   118 0.88 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13693at5820          -            216   3.2e-10   38.5   0.0   2   2   4.5e-08   9.1e-06   24.0   0.0     6    88   154   235   151   245 0.87 -
GCA_040114635.1|PVP01_0927500|PVP01_0927500.1|unknown -           1062 13693at5820          -            216   1.1e-08   33.5  21.2   1   1   5.6e-11   1.1e-08   33.5  21.2     5   208     4   218     2   224 0.66 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 13693at5820          -            216     2e-08   32.7   1.8   1   2   3.3e-05    0.0067   14.6   0.0     3    75    16    88    14   102 0.87 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 13693at5820          -            216     2e-08   32.7   1.8   2   2   4.9e-06     0.001   17.3   0.5     6    85   106   184    99   199 0.87 -
GCA_040114635.1|PVP01_1016700|PVP01_1016700.1|unknown -            314 13693at5820          -            216   3.9e-08   31.7   0.0   1   1   1.9e-10   3.9e-08   31.7   0.0     7    83     8    81     3   107 0.89 -
GCA_040114635.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13693at5820          -            216   4.3e-08   31.6   0.8   1   2   1.7e-07   3.4e-05   22.1   0.4     7   104    10   109     7   118 0.81 -
GCA_040114635.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13693at5820          -            216   4.3e-08   31.6   0.8   2   2    0.0033      0.66    8.1   0.0     7    67   120   174   114   183 0.85 -
GCA_040114635.1|PVP01_1346100|PVP01_1346100.1|unknown -            661 13693at5820          -            216   1.1e-07   30.3   0.1   1   3   5.4e-10   1.1e-07   30.3   0.1     3    84   162   246   160   290 0.84 -
GCA_040114635.1|PVP01_1346100|PVP01_1346100.1|unknown -            661 13693at5820          -            216   1.1e-07   30.3   0.1   2   3       4.5   9.1e+02   -2.2   0.0    19    55   287   322   262   329 0.73 -
GCA_040114635.1|PVP01_1346100|PVP01_1346100.1|unknown -            661 13693at5820          -            216   1.1e-07   30.3   0.1   3   3       4.2   8.5e+02   -2.1   2.1   139   210   334   405   323   409 0.57 -
GCA_040114635.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 13693at5820          -            216   1.3e-07   30.0   0.0   1   1   7.5e-10   1.5e-07   29.8   0.0     8    80    15    84    11   105 0.89 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 13693at5820          -            216   1.4e-07   29.9   0.6   1   2     0.039       7.8    4.6   0.5     7    63   105   160   101   178 0.83 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 13693at5820          -            216   1.4e-07   29.9   0.6   2   2   7.1e-10   1.4e-07   29.9   0.6     5    80   311   388   306   400 0.87 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13693at5820          -            216   1.2e-06   26.8  14.3   1   3       4.8   9.7e+02   -2.3   6.9   181   215    18    52     4    80 0.60 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13693at5820          -            216   1.2e-06   26.8  14.3   2   3   2.3e-06   0.00048   18.4   0.2    10    90   121   194   113   203 0.78 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13693at5820          -            216   1.2e-06   26.8  14.3   3   3   4.3e-05    0.0086   14.3   0.0     9    88   204   281   199   289 0.80 -
GCA_040114635.1|PVP01_1407800|PVP01_1407800.1|unknown -            505 13693at5820          -            216   1.5e-06   26.5   7.8   1   2   2.8e-05    0.0056   14.9   2.3     7    84   227   305   225   408 0.79 -
GCA_040114635.1|PVP01_1407800|PVP01_1407800.1|unknown -            505 13693at5820          -            216   1.5e-06   26.5   7.8   2   2   6.9e-05     0.014   13.6   0.3     8    85   434   505   430   505 0.91 -
GCA_040114635.1|PVP01_1030600|PVP01_1030600.1|unknown -            328 13693at5820          -            216   2.8e-06   25.7  50.3   1   1   1.4e-08   2.8e-06   25.7  50.3     4   205     9   221     6   226 0.64 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 13693at5820          -            216   3.2e-06   25.5  25.9   1   4       7.8   1.6e+03   -3.0   1.2    61    93    18    50     5    76 0.59 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 13693at5820          -            216   3.2e-06   25.5  25.9   2   4   5.6e-05     0.011   13.9   0.1     8    66    87   145    84   157 0.91 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 13693at5820          -            216   3.2e-06   25.5  25.9   3   4    0.0019      0.38    8.9   9.9     5    83   182   260   177   378 0.67 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 13693at5820          -            216   3.2e-06   25.5  25.9   4   4   9.5e-05     0.019   13.1   0.1    18    87   409   478   396   488 0.86 -
GCA_040114635.1|PVP01_1133400|PVP01_1133400.1|unknown -            153 13693at5820          -            216   5.7e-06   24.6   0.4   1   2       5.8   1.2e+03   -2.5  15.7   133   185     6    59     1    63 0.67 -
GCA_040114635.1|PVP01_1133400|PVP01_1133400.1|unknown -            153 13693at5820          -            216   5.7e-06   24.6   0.4   2   2   2.8e-08   5.7e-06   24.6   0.4    10    86    64   139    60   148 0.89 -
GCA_040114635.1|PVP01_1111800|PVP01_1111800.1|unknown -            181 13693at5820          -            216     1e-05   23.8   1.2   1   1   5.1e-08     1e-05   23.8   1.2     9    84    52   127    46   140 0.91 -
GCA_040114635.1|PVP01_0920400|PVP01_0920400.1|unknown -            208 13693at5820          -            216   2.5e-05   22.5   1.0   1   1   2.2e-07   4.5e-05   21.7   1.0     5    86     6    88     3    95 0.90 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13693at5820          -            216   3.1e-05   22.3   2.7   1   2       0.2        41    2.2   0.1    11    70   417   473   404   487 0.73 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13693at5820          -            216   3.1e-05   22.3   2.7   2   2   1.5e-06    0.0003   19.0   0.3     7    84   678   754   674   756 0.85 -
GCA_040114635.1|PVP01_0907900|PVP01_0907900.1|unknown -            754 13693at5820          -            216   8.3e-05   20.9   0.1   1   2       0.8   1.6e+02    0.3   1.2   173   211    82   122    71   127 0.72 -
GCA_040114635.1|PVP01_0907900|PVP01_0907900.1|unknown -            754 13693at5820          -            216   8.3e-05   20.9   0.1   2   2   4.1e-07   8.3e-05   20.9   0.1    10    85   366   440   361   453 0.82 -
GCA_040114635.1|PVP01_1261400|PVP01_1261400.1|unknown -            786 13693at5820          -            216   0.00019   19.6   0.1   1   2   9.6e-07   0.00019   19.6   0.1     9    93    31   115    24   131 0.88 -
GCA_040114635.1|PVP01_1261400|PVP01_1261400.1|unknown -            786 13693at5820          -            216   0.00019   19.6   0.1   2   2       2.6   5.2e+02   -1.4   1.7   107   154   163   211   148   223 0.54 -
GCA_040114635.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13693at5820          -            216   0.00031   19.0   0.0   1   1   1.9e-06   0.00038   18.7   0.0     7    89    71   152    65   202 0.83 -
GCA_040114635.1|PVP01_0607200|PVP01_0607200.1|unknown -           1571 13693at5820          -            216   0.00043   18.5   0.0   1   2      0.35        72    1.4   0.2     8    69   336   394   331   404 0.77 -
GCA_040114635.1|PVP01_0607200|PVP01_0607200.1|unknown -           1571 13693at5820          -            216   0.00043   18.5   0.0   2   2   2.1e-06   0.00043   18.5   0.0     6    87   438   523   434   532 0.80 -
GCA_040114635.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.9   0.1   1   4       2.1   4.2e+02   -1.1   0.6   117   131     5    19     2    33 0.57 -
GCA_040114635.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.9   0.1   2   4   3.2e-06   0.00065   17.9   0.1     7    81    34   108    28   112 0.93 -
GCA_040114635.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.9   0.1   3   4       2.8   5.7e+02   -1.5   3.9   152   194   115   158   109   175 0.75 -
GCA_040114635.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.9   0.1   4   4       5.6   1.1e+03   -2.5   0.1    90   107   199   216   192   233 0.67 -
GCA_040114635.1|PVP01_0931800|PVP01_0931800.1|unknown -            156 13693at5820          -            216    0.0013   17.0   0.4   1   2   6.2e-06    0.0013   17.0   0.4     7    81     4    84     2    90 0.80 -
GCA_040114635.1|PVP01_0931800|PVP01_0931800.1|unknown -            156 13693at5820          -            216    0.0013   17.0   0.4   2   2      0.93   1.9e+02    0.1  10.9   168   207    92   131    84   144 0.76 -
GCA_040114635.1|PVP01_0731700|PVP01_0731700.1|unknown -            725 13693at5820          -            216    0.0024   16.1   0.0   1   1   2.1e-05    0.0043   15.3   0.0     8   178     8   180     3   191 0.86 -
GCA_040114635.1|PVP01_1454200|PVP01_1454200.1|unknown -            500 13693at5820          -            216     0.078   11.1   0.0   1   2      0.32        64    1.6   0.1     8    62    17    80    11   102 0.69 -
GCA_040114635.1|PVP01_1454200|PVP01_1454200.1|unknown -            500 13693at5820          -            216     0.078   11.1   0.0   2   2   0.00038     0.078   11.1   0.0     5    84   415   493   412   499 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13693at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13693at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13693at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:00:47 2026
# [ok]
