#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 7976at5820           -            295    3e-144  478.4  23.1   1   1  4.6e-147  3.6e-144  478.1  23.1     1   295    36   374    36   374 0.94 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 7976at5820           -            295   4.6e-32  110.1  35.3   4   4   3.4e-09   2.7e-06   25.5   3.4    57   117   467   532   465   561 0.77 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 7976at5820           -            295   2.4e-31  107.7  55.8   1   4   6.4e-09     5e-06   24.6   9.3    42   118    67   150    34   154 0.80 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 7976at5820           -            295   2.4e-31  107.7  55.8   2   4   2.1e-12   1.6e-09   36.1   8.6    54   129   151   230   146   232 0.86 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 7976at5820           -            295   2.4e-31  107.7  55.8   3   4   2.9e-18   2.3e-15   55.3  20.8     6   131   224   355   221   362 0.88 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 7976at5820           -            295   2.4e-31  107.7  55.8   4   4     0.001      0.81    7.5   0.2    75   272   371   413   360   427 0.59 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 7976at5820           -            295   2.9e-22   77.9  10.5   1   2   4.9e-16   3.9e-13   48.0   6.3    52   127   123   202    95   203 0.80 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 7976at5820           -            295   2.9e-22   77.9  10.5   2   2   4.5e-12   3.5e-09   35.0   0.5   220   277   195   257   189   277 0.78 -
GCA_040114635.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 7976at5820           -            295   9.2e-20   69.7  24.0   1   2   9.4e-19   7.4e-16   56.9  10.3    57   131    93   177    79   181 0.86 -
GCA_040114635.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 7976at5820           -            295   9.2e-20   69.7  24.0   2   2   2.6e-09     2e-06   25.9   5.8    57   115   160   223   160   234 0.88 -
GCA_040114635.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 7976at5820           -            295   7.4e-08   30.6   1.3   1   1   1.3e-10   1.1e-07   30.1   1.3   218   281   100   163    66   181 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7976at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7976at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7976at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:20:38 2026
# [ok]
