#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1416900|PVP01_1416900.1|unknown -            341 3113at5820           -            540   1.3e-16   58.8   0.7   1   1   4.4e-18   1.1e-15   55.7   0.7   139   378    20   232     8   245 0.80 -
GCA_040114635.1|PVP01_0827800|PVP01_0827800.1|unknown -            494 3113at5820           -            540   1.7e-09   35.2   0.4   2   2   1.5e-08   3.9e-06   24.2   0.0   272   380   217   318   207   321 0.85 -
GCA_040114635.1|PVP01_1133600|PVP01_1133600.1|unknown -            801 3113at5820           -            540   2.8e-09   34.5   0.7   1   4      0.23        59    0.5   0.1   149   169    20    40     4    54 0.76 -
GCA_040114635.1|PVP01_1133600|PVP01_1133600.1|unknown -            801 3113at5820           -            540   2.8e-09   34.5   0.7   2   4     0.022       5.5    3.9   0.1   454   503   129   179    71   195 0.77 -
GCA_040114635.1|PVP01_1133600|PVP01_1133600.1|unknown -            801 3113at5820           -            540   2.8e-09   34.5   0.7   3   4   8.8e-09   2.2e-06   25.0   0.0   280   351   194   265   184   273 0.83 -
GCA_040114635.1|PVP01_1133600|PVP01_1133600.1|unknown -            801 3113at5820           -            540   2.8e-09   34.5   0.7   4   4      0.43   1.1e+02   -0.4   0.0   514   540   561   590   534   590 0.80 -
GCA_040114635.1|PVP01_0521800|PVP01_0521800.1|unknown -           1604 3113at5820           -            540   5.1e-09   33.7   0.1   1   1     3e-11   7.5e-09   33.1   0.1   278   435   890  1033   881  1052 0.82 -
GCA_040114635.1|PVP01_0814500|PVP01_0814500.1|unknown -            325 3113at5820           -            540   5.1e-09   33.7   7.6   1   3     0.014       3.5    4.5   2.4   153   212    14    74     4   100 0.74 -
GCA_040114635.1|PVP01_0814500|PVP01_0814500.1|unknown -            325 3113at5820           -            540   5.1e-09   33.7   7.6   2   3   1.4e-10   3.6e-08   30.9   0.1   279   379   114   221    97   275 0.80 -
GCA_040114635.1|PVP01_0814500|PVP01_0814500.1|unknown -            325 3113at5820           -            540   5.1e-09   33.7   7.6   3   3      0.55   1.4e+02   -0.7   0.0   502   534   269   301   259   310 0.74 -
GCA_040114635.1|PVP01_0830100|PVP01_0830100.1|unknown -            603 3113at5820           -            540   5.3e-09   33.6   1.2   1   3      0.13        32    1.3   0.1   152   207   162   218   139   232 0.79 -
GCA_040114635.1|PVP01_0830100|PVP01_0830100.1|unknown -            603 3113at5820           -            540   5.3e-09   33.6   1.2   2   3   2.4e-08   5.9e-06   23.6   0.0   280   380   258   352   234   356 0.82 -
GCA_040114635.1|PVP01_0830100|PVP01_0830100.1|unknown -            603 3113at5820           -            540   5.3e-09   33.6   1.2   3   3    0.0059       1.5    5.7   0.0   512   539   385   415   380   416 0.85 -
GCA_040114635.1|PVP01_0909200|PVP01_0909200.1|unknown -            335 3113at5820           -            540   8.6e-09   32.9   6.7   1   3    0.0046       1.2    6.1   1.0   141   194    35    86    14   106 0.77 -
GCA_040114635.1|PVP01_0909200|PVP01_0909200.1|unknown -            335 3113at5820           -            540   8.6e-09   32.9   6.7   2   3   1.1e-08   2.7e-06   24.7   0.1   279   373   138   225   131   236 0.76 -
GCA_040114635.1|PVP01_0909200|PVP01_0909200.1|unknown -            335 3113at5820           -            540   8.6e-09   32.9   6.7   3   3     0.016       4.1    4.3   0.1   464   540   241   330   229   330 0.67 -
GCA_040114635.1|PVP01_0313300|PVP01_0313300.1|unknown -            529 3113at5820           -            540   1.3e-08   32.4   6.6   1   3    0.0071       1.8    5.5   1.7   153   222    75   141    59   151 0.76 -
GCA_040114635.1|PVP01_0313300|PVP01_0313300.1|unknown -            529 3113at5820           -            540   1.3e-08   32.4   6.6   2   3   8.6e-10   2.2e-07   28.3   0.1   281   378   174   265   168   291 0.81 -
GCA_040114635.1|PVP01_0313300|PVP01_0313300.1|unknown -            529 3113at5820           -            540   1.3e-08   32.4   6.6   3   3       1.2   3.1e+02   -1.9   0.0   512   534   300   322   290   329 0.83 -
GCA_040114635.1|PVP01_0937400|PVP01_0937400.1|unknown -            323 3113at5820           -            540   3.7e-08   30.8   0.5   1   2    0.0027      0.69    6.9   0.0   148   172     8    32     3    40 0.84 -
GCA_040114635.1|PVP01_0937400|PVP01_0937400.1|unknown -            323 3113at5820           -            540   3.7e-08   30.8   0.5   2   2     6e-08   1.5e-05   22.2   0.1   283   399   110   228    92   246 0.76 -
GCA_040114635.1|PVP01_1217600|PVP01_1217600.1|unknown -            305 3113at5820           -            540   5.7e-08   30.2   3.4   1   3      0.11        29    1.5   1.1   155   226    15    85     5   106 0.64 -
GCA_040114635.1|PVP01_1217600|PVP01_1217600.1|unknown -            305 3113at5820           -            540   5.7e-08   30.2   3.4   2   3   7.9e-10     2e-07   28.4   0.0   268   381   110   213   102   232 0.83 -
GCA_040114635.1|PVP01_1217600|PVP01_1217600.1|unknown -            305 3113at5820           -            540   5.7e-08   30.2   3.4   3   3         3   7.4e+02   -3.2   0.0   512   538   264   293   261   295 0.73 -
GCA_040114635.1|PVP01_0923400|PVP01_0923400.1|unknown -           1606 3113at5820           -            540   8.8e-08   29.6   0.1   1   1   5.5e-10   1.4e-07   29.0   0.1   278   384  1263  1360  1250  1385 0.82 -
GCA_040114635.1|PVP01_1300900|PVP01_1300900.1|unknown -            296 3113at5820           -            540   9.7e-08   29.5   0.3   1   3     0.017       4.4    4.2   0.1   191   222    63    95    38   100 0.79 -
GCA_040114635.1|PVP01_1300900|PVP01_1300900.1|unknown -            296 3113at5820           -            540   9.7e-08   29.5   0.3   2   3   3.9e-10   9.7e-08   29.5   0.3   280   332   131   180   117   185 0.89 -
GCA_040114635.1|PVP01_1300900|PVP01_1300900.1|unknown -            296 3113at5820           -            540   9.7e-08   29.5   0.3   3   3      0.45   1.1e+02   -0.5   1.3   407   471   193   258   183   287 0.67 -
GCA_040114635.1|PVP01_1325400|PVP01_1325400.1|unknown -            284 3113at5820           -            540   9.8e-08   29.5  16.0   1   3   0.00081       0.2    8.6   9.1   137   222    10    94     3   105 0.89 -
GCA_040114635.1|PVP01_1325400|PVP01_1325400.1|unknown -            284 3113at5820           -            540   9.8e-08   29.5  16.0   2   3   1.9e-08   4.9e-06   23.9   0.2   280   391   126   227   106   259 0.82 -
GCA_040114635.1|PVP01_1325400|PVP01_1325400.1|unknown -            284 3113at5820           -            540   9.8e-08   29.5  16.0   3   3      0.45   1.1e+02   -0.5   0.0   512   538   250   279   230   281 0.81 -
GCA_040114635.1|PVP01_0207300|PVP01_0207300.1|unknown -           3304 3113at5820           -            540   1.3e-06   25.8   0.1   1   1   7.5e-09   1.9e-06   25.2   0.1   279   325  3103  3147  3093  3157 0.91 -
GCA_040114635.1|PVP01_1265700|PVP01_1265700.1|unknown -           2424 3113at5820           -            540   2.1e-06   25.1   0.1   1   2       1.8   4.6e+02   -2.5   0.0   147   189   117   159   107   168 0.78 -
GCA_040114635.1|PVP01_1265700|PVP01_1265700.1|unknown -           2424 3113at5820           -            540   2.1e-06   25.1   0.1   2   2   2.3e-08   5.9e-06   23.6   0.0   280   406   222   368   208   402 0.72 -
GCA_040114635.1|PVP01_0411500|PVP01_0411500.1|unknown -            344 3113at5820           -            540   2.7e-06   24.7   0.0   1   1   1.4e-08   3.6e-06   24.3   0.0   248   373   116   237    49   247 0.80 -
GCA_040114635.1|PVP01_1143600|PVP01_1143600.1|unknown -            354 3113at5820           -            540   6.3e-06   23.5   0.0   1   2         2   5.1e+02   -2.6   0.0   149   183    32    63    21   101 0.63 -
GCA_040114635.1|PVP01_1143600|PVP01_1143600.1|unknown -            354 3113at5820           -            540   6.3e-06   23.5   0.0   2   2   5.6e-08   1.4e-05   22.3   0.1   280   387   134   242   129   277 0.78 -
GCA_040114635.1|PVP01_1457000|PVP01_1457000.1|unknown -            508 3113at5820           -            540   1.1e-05   22.7   2.4   1   2      0.17        42    1.0   0.9   148   207   110   169    80   191 0.75 -
GCA_040114635.1|PVP01_1457000|PVP01_1457000.1|unknown -            508 3113at5820           -            540   1.1e-05   22.7   2.4   2   2   1.6e-07   4.1e-05   20.8   0.0   277   351   206   278   202   346 0.71 -
GCA_040114635.1|PVP01_0905700|PVP01_0905700.1|unknown -           1277 3113at5820           -            540   0.00054   17.1   5.2   1   2     0.096        24    1.8   0.2    64   108    57   103    49   110 0.82 -
GCA_040114635.1|PVP01_0905700|PVP01_0905700.1|unknown -           1277 3113at5820           -            540   0.00054   17.1   5.2   2   2   2.2e-06   0.00056   17.1   0.4   268   309   358   399   333   404 0.88 -
GCA_040114635.1|PVP01_0314900|PVP01_0314900.1|unknown -            310 3113at5820           -            540    0.0019   15.3   1.5   1   2      0.33        82    0.0   0.4   154   221     9    71     2    76 0.72 -
GCA_040114635.1|PVP01_0314900|PVP01_0314900.1|unknown -            310 3113at5820           -            540    0.0019   15.3   1.5   2   2     2e-05    0.0051   13.9   0.0   269   327    95   153    86   175 0.78 -
GCA_040114635.1|PVP01_1215800|PVP01_1215800.1|unknown -            903 3113at5820           -            540     0.002   15.2   0.2   1   1     1e-05    0.0026   14.8   0.2     1    32     1    32     1    43 0.91 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3113at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3113at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3113at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:05:52 2026
# [ok]
