#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1111800|PVP01_1111800.1|unknown -            181 13688at5820          -            142   7.5e-88  290.4  11.0   1   1   3.2e-90   9.2e-88  290.1  11.0     1   142    26   176    26   176 0.97 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 13688at5820          -            142   0.00039   19.0   7.8   2   3     0.003      0.87    8.2   0.0    31   113   751   832   736   855 0.75 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 13688at5820          -            142   0.00039   19.0   7.8   3   3       1.5   4.3e+02   -0.5   0.0    52    94   976  1016   957  1021 0.75 -
GCA_040114635.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 13688at5820          -            142   0.00041   19.0   1.2   1   1   1.6e-06   0.00046   18.8   1.2    29   120    12   101     3   119 0.77 -
GCA_040114635.1|PVP01_1261400|PVP01_1261400.1|unknown -            786 13688at5820          -            142   0.00052   18.6   1.1   1   1     6e-06    0.0017   16.9   0.5    20   110    23   113    14   126 0.83 -
GCA_040114635.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 13688at5820          -            142    0.0027   16.3   0.0   1   1   1.1e-05    0.0033   16.0   0.0    27    99    16    85     6   109 0.78 -
GCA_040114635.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13688at5820          -            142    0.0028   16.3   0.0   1   1   1.5e-05    0.0044   15.6   0.0    21   100    67   145    54   157 0.88 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13688at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13688at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13688at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:00:47 2026
# [ok]
