#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1259000|PVP01_1259000.1|unknown -           1228 1841at5820           -            929   1.8e-97  326.2  10.3   1   1  6.9e-100   2.2e-97  326.0  10.3     1   163     1   163     1   164 0.99 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 1841at5820           -            929   2.5e-13   47.8  33.5   2   3   4.6e-08   1.5e-05   22.1   3.9   560   653   576   673   499   681 0.75 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 1841at5820           -            929   2.5e-13   47.8  33.5   3   3   3.8e-08   1.2e-05   22.4   4.5   104   225   707   819   696   838 0.52 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 1841at5820           -            929   1.1e-12   45.7   9.8   1   5       1.4   4.3e+02   -2.6   0.1   296   333    95   135    93   179 0.68 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 1841at5820           -            929   1.1e-12   45.7   9.8   2   5      0.11        33    1.0   0.1    80   136   226   282   175   289 0.65 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 1841at5820           -            929   1.1e-12   45.7   9.8   3   5     0.034        11    2.7   0.1    85   140   273   332   254   341 0.72 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 1841at5820           -            929   1.1e-12   45.7   9.8   4   5   2.1e-13   6.5e-11   39.8   0.1    81   142   357   418   349   427 0.92 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 1841at5820           -            929   1.1e-12   45.7   9.8   5   5     0.003      0.95    6.1   0.1    92   136   450   497   430   498 0.78 -
GCA_040114635.1|PVP01_1202600|PVP01_1202600.1|unknown -            466 1841at5820           -            929   4.4e-12   43.6  12.9   1   1   4.5e-14   1.4e-11   42.0  11.9    77   235    82   235    70   457 0.93 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 1841at5820           -            929   4.8e-12   43.5  18.4   1   4   9.5e-12     3e-09   34.3   1.1   542   699    10   167     5   186 0.88 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 1841at5820           -            929   4.8e-12   43.5  18.4   2   4   3.8e-07   0.00012   19.0   0.7   577   680   245   351   231   383 0.73 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 1841at5820           -            929   4.8e-12   43.5  18.4   3   4      0.25        77   -0.2   0.0   478   512   545   579   536   590 0.88 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 1841at5820           -            929   4.8e-12   43.5  18.4   4   4      0.57   1.8e+02   -1.4   1.3   490   525   599   636   592   670 0.76 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 1841at5820           -            929   3.4e-11   40.7  13.0   1   5   5.5e-05     0.017   11.9   0.1   542   652   117   234   101   240 0.57 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 1841at5820           -            929   3.4e-11   40.7  13.0   2   5      0.26        81   -0.3   0.2    68   158   301   391   287   398 0.82 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 1841at5820           -            929   3.4e-11   40.7  13.0   3   5   1.5e-05    0.0047   13.8   0.0    78   140   420   482   411   491 0.91 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 1841at5820           -            929   3.4e-11   40.7  13.0   4   5   2.8e-06   0.00089   16.2   1.0    68   197   524   655   521   656 0.77 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 1841at5820           -            929   3.4e-11   40.7  13.0   5   5   0.00098      0.31    7.8   0.0    66   108   616   658   608   683 0.91 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 1841at5820           -            929   4.5e-11   40.3  16.5   1   4    0.0002     0.064   10.0   0.0   100   142   314   357   302   361 0.86 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 1841at5820           -            929   4.5e-11   40.3  16.5   2   4   3.7e-06    0.0012   15.8   0.6   100   140   358   398   354   410 0.84 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 1841at5820           -            929   4.5e-11   40.3  16.5   3   4   4.5e-05     0.014   12.2   0.9    72   137   414   479   405   487 0.93 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 1841at5820           -            929   4.5e-11   40.3  16.5   4   4   7.6e-05     0.024   11.4   1.8   550   653   503   612   483   612 0.76 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 1841at5820           -            929   1.7e-06   25.2   1.1   1   4    0.0065         2    5.0   0.0   579   616     6    43     2    46 0.88 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 1841at5820           -            929   1.7e-06   25.2   1.1   2   4      0.17        55    0.3   0.0   578   624    46    92    43   121 0.83 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 1841at5820           -            929   1.7e-06   25.2   1.1   3   4   7.1e-06    0.0022   14.8   0.1   595   661   154   220   127   233 0.89 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 1841at5820           -            929   1.7e-06   25.2   1.1   4   4      0.23        72   -0.1   0.0   134   161   271   298   260   322 0.59 -
GCA_040114635.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 1841at5820           -            929   1.8e-06   25.1   6.8   1   2   1.1e-08   3.6e-06   24.1   1.3    79   192    31   146    20   157 0.78 -
GCA_040114635.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 1841at5820           -            929   1.8e-06   25.1   6.8   2   2     0.013         4    4.1   0.4    79   137   186   245   180   263 0.64 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 1841at5820           -            929   7.8e-06   23.0   0.8   1   4   0.00047      0.15    8.8   0.2   576   639     6    69     1    82 0.84 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 1841at5820           -            929   7.8e-06   23.0   0.8   2   4     0.079        25    1.4   0.3   107   154    85   135    71   147 0.81 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 1841at5820           -            929   7.8e-06   23.0   0.8   3   4   2.5e-08   7.8e-06   23.0   0.8   637   718   261   346   249   371 0.83 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 1841at5820           -            929   7.8e-06   23.0   0.8   4   4         1   3.2e+02   -2.2   1.4   574   619   604   651   592   693 0.35 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 1841at5820           -            929   1.8e-05   21.8   1.5   1   1   1.2e-07   3.7e-05   20.7   1.5   104   189   278   357   267   368 0.70 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 1841at5820           -            929     3e-05   21.0   4.9   1   3   3.3e-06     0.001   15.9   0.1    56   144    56   144    40   157 0.71 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 1841at5820           -            929     3e-05   21.0   4.9   2   3     0.023       7.2    3.2   0.2    60   160   250   351   245   356 0.78 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 1841at5820           -            929     3e-05   21.0   4.9   3   3    0.0034       1.1    6.0   0.5    64   137   296   370   289   413 0.89 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 1841at5820           -            929   0.00036   17.5   4.9   1   3       1.5   4.8e+02   -2.8   0.0   675   712    16    54    13    61 0.77 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 1841at5820           -            929   0.00036   17.5   4.9   2   3    0.0013       0.4    7.4   0.2   580   613   207   240   196   253 0.86 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 1841at5820           -            929   0.00036   17.5   4.9   3   3   0.00013     0.042   10.6   0.5   537   607   315   385   296   396 0.76 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 1841at5820           -            929    0.0034   14.2   0.1   1   2   1.1e-05    0.0034   14.2   0.1    99   137   196   234   182   241 0.85 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 1841at5820           -            929    0.0034   14.2   0.1   2   2    0.0055       1.7    5.3   0.3   563   611   290   337   257   344 0.64 -
GCA_040114635.1|PVP01_0919700|PVP01_0919700.1|unknown -            367 1841at5820           -            929      0.42    7.3   9.9   1   1    0.0018      0.57    6.9   9.9   264   331    30    99    25   113 0.64 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1841at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1841at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1841at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:03:30 2026
# [ok]
