#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1444700|PVP01_1444700.1|unknown -           1233 2119at5820           -            997  8.7e-239  793.5   0.4   1   1  2.4e-241  1.2e-238  793.0   0.4     2   465    36   564    33   572 0.95 -
GCA_040114635.1|PVP01_1130700|PVP01_1130700.1|unknown -            974 2119at5820           -            997   0.00017   18.0  10.4   2   3      0.76     4e+02   -3.1   3.5   583   635   224   276   218   287 0.85 -
GCA_040114635.1|PVP01_1130700|PVP01_1130700.1|unknown -            974 2119at5820           -            997   0.00017   18.0  10.4   3   3   3.2e-07   0.00017   18.0  10.4   506   677   423   596   384   614 0.63 -
GCA_040114635.1|PVP01_0614900|PVP01_0614900.1|unknown -            441 2119at5820           -            997   0.00058   16.2  11.5   1   3   3.7e-05      0.02   11.2   4.4   551   679    88   216    52   240 0.71 -
GCA_040114635.1|PVP01_0614900|PVP01_0614900.1|unknown -            441 2119at5820           -            997   0.00058   16.2  11.5   2   3    0.0081       4.2    3.4   0.0   756   810   271   323   254   327 0.76 -
GCA_040114635.1|PVP01_0614900|PVP01_0614900.1|unknown -            441 2119at5820           -            997   0.00058   16.2  11.5   3   3    0.0035       1.8    4.6   0.3   859   902   334   377   324   391 0.80 -
GCA_040114635.1|PVP01_1224700|PVP01_1224700.1|unknown -           1038 2119at5820           -            997    0.0097   12.2   4.2   1   3    0.0061       3.2    3.8   0.1   342   395   113   166    87   179 0.77 -
GCA_040114635.1|PVP01_1224700|PVP01_1224700.1|unknown -           1038 2119at5820           -            997    0.0097   12.2   4.2   2   3   0.00027      0.14    8.3   0.9   323   402   438   517   435   525 0.89 -
GCA_040114635.1|PVP01_1224700|PVP01_1224700.1|unknown -           1038 2119at5820           -            997    0.0097   12.2   4.2   3   3         1   5.3e+02   -3.5   0.0   527   552   806   831   802   841 0.86 -
GCA_040114635.1|PVP01_0822200|PVP01_0822200.1|unknown -            634 2119at5820           -            997     0.013   11.7   6.8   1   3   4.7e-05     0.024   10.8   0.3   261   378   129   250    90   262 0.79 -
GCA_040114635.1|PVP01_0822200|PVP01_0822200.1|unknown -            634 2119at5820           -            997     0.013   11.7   6.8   2   3    0.0036       1.9    4.6   0.2   125   188   319   382   298   426 0.81 -
GCA_040114635.1|PVP01_0822200|PVP01_0822200.1|unknown -            634 2119at5820           -            997     0.013   11.7   6.8   3   3       1.2   6.5e+02   -3.8   0.1   487   509   534   556   501   562 0.72 -
GCA_040114635.1|PVP01_1140700|PVP01_1140700.1|unknown -           1217 2119at5820           -            997     0.039   10.2  20.2   1   5      0.68   3.6e+02   -2.9   0.0   294   326    93   125    70   135 0.57 -
GCA_040114635.1|PVP01_1140700|PVP01_1140700.1|unknown -           1217 2119at5820           -            997     0.039   10.2  20.2   2   5    0.0007      0.37    6.9   0.0   236   283   192   239   186   295 0.86 -
GCA_040114635.1|PVP01_1140700|PVP01_1140700.1|unknown -           1217 2119at5820           -            997     0.039   10.2  20.2   3   5     0.034        18    1.3   5.0   334   381   345   392   332   404 0.84 -
GCA_040114635.1|PVP01_1140700|PVP01_1140700.1|unknown -           1217 2119at5820           -            997     0.039   10.2  20.2   4   5   6.6e-05     0.035   10.3   0.6   210   273   402   465   393   493 0.80 -
GCA_040114635.1|PVP01_1140700|PVP01_1140700.1|unknown -           1217 2119at5820           -            997     0.039   10.2  20.2   5   5     0.089        47   -0.0   0.1   428   468   557   597   548   645 0.60 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2119at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2119at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2119at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:04:55 2026
# [ok]
