#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 10295at5820          -            222  1.7e-123  408.8  22.1   1   1  8.8e-123    7e-120  396.9  22.1     1   210    24   246    24   278 0.92 -
GCA_040114635.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 10295at5820          -            222   1.8e-11   42.4  12.4   2   2   2.3e-14   1.8e-11   42.4  12.4    95   210    94   219    87   229 0.86 -
GCA_040114635.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 10295at5820          -            222   0.00036   18.6   6.2   1   1     9e-07   0.00071   17.6   6.2    95   161    97   164    40   184 0.75 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10295at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10295at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10295at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:55:36 2026
# [ok]
