#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 12801at5820          -            151     7e-90  297.2  15.0   1   1   1.3e-92   8.1e-90  297.0  15.0     1   151     1   157     1   157 0.97 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 12801at5820          -            151   6.2e-10   37.7  60.0   6   6   1.9e-07   0.00012   20.6   3.1    41   140  1253  1348  1244  1357 0.87 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 12801at5820          -            151   3.1e-09   35.4   2.6   1   1   7.9e-12   4.9e-09   34.8   2.6    16   140    29   164    18   171 0.80 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 12801at5820          -            151   1.3e-08   33.5  15.0   1   2   8.3e-07   0.00052   18.5   7.6    40   127    58   142    48   161 0.83 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 12801at5820          -            151   1.3e-08   33.5  15.0   2   2   8.2e-07   0.00051   18.5   0.7    91   148   256   318   245   321 0.71 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 12801at5820          -            151   8.5e-07   27.5  31.5   1   5   0.00013     0.079   11.4   4.6    71   123    21    74     8    90 0.81 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 12801at5820          -            151   8.5e-07   27.5  31.5   2   5   8.9e-08   5.6e-05   21.6  12.3    18   104    82   165    76   183 0.78 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 12801at5820          -            151   8.5e-07   27.5  31.5   3   5   3.9e-07   0.00024   19.5  11.1    44   113   107   175   106   227 0.82 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 12801at5820          -            151   8.5e-07   27.5  31.5   4   5      0.16     1e+02    1.3   2.7    62   112   192   244   168   264 0.51 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 12801at5820          -            151   8.5e-07   27.5  31.5   5   5      0.78   4.9e+02   -0.9   1.0    38    73   238   271   218   279 0.57 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12801at5820          -            151   8.6e-07   27.5   9.1   1   3   0.00097      0.61    8.5   0.5    72   122    41    90    26    96 0.82 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12801at5820          -            151   8.6e-07   27.5   9.1   2   3     4e-07   0.00025   19.5   0.5    45    96   104   156    92   160 0.89 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12801at5820          -            151   8.6e-07   27.5   9.1   3   3     0.025        16    3.9   0.1   120   151   160   192   157   192 0.80 -
GCA_040114635.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 12801at5820          -            151   3.5e-05   22.3   1.5   1   3      0.54   3.4e+02   -0.4   1.3    43    83    76   117    40   130 0.61 -
GCA_040114635.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 12801at5820          -            151   3.5e-05   22.3   1.5   2   3   2.3e-05     0.014   13.8   5.2    13    97   111   202   102   208 0.76 -
GCA_040114635.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 12801at5820          -            151   3.5e-05   22.3   1.5   3   3   5.5e-08   3.5e-05   22.3   1.5    82   149   162   234   156   236 0.82 -
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 12801at5820          -            151   0.00059   18.3   9.9   1   1   2.8e-06    0.0017   16.8   9.9    19   150    24   159     1   160 0.82 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 12801at5820          -            151    0.0021   16.5   1.1   1   2   0.00056      0.35    9.3   0.1    41    79    34    72    11    75 0.84 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 12801at5820          -            151    0.0021   16.5   1.1   2   2    0.0086       5.4    5.4   0.1    18    55   240   276   235   292 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12801at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12801at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12801at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:11 2026
# [ok]
