#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 8053at5820           -            274  6.3e-157  519.5   9.9   1   1  1.2e-158  2.2e-156  517.7   9.9     1   274    21   324    21   324 0.94 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 8053at5820           -            274   1.9e-08   32.5  15.7   1   3   1.5e-10   2.7e-08   32.0   6.9    11   128    14   131     7   168 0.84 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 8053at5820           -            274   1.9e-08   32.5  15.7   2   3      0.29        52    1.6   0.2   214   244   157   188   144   206 0.71 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 8053at5820           -            274   1.9e-08   32.5  15.7   3   3     0.089        16    3.3   1.5    12    94   184   268   171   288 0.61 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 8053at5820           -            274   2.2e-08   32.3  11.0   1   4   4.2e-06   0.00076   17.4   0.4    51   126    60   138    50   142 0.77 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 8053at5820           -            274   2.2e-08   32.3  11.0   2   4       1.8   3.3e+02   -1.1   0.1   222   272   233   284   228   286 0.70 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 8053at5820           -            274   2.2e-08   32.3  11.0   3   4    0.0001     0.018   12.9   1.1   203   271   297   368   247   370 0.78 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 8053at5820           -            274   2.2e-08   32.3  11.0   4   4     0.011         2    6.2   0.1    15    43   386   414   377   444 0.80 -
GCA_040114635.1|PVP01_1225200|PVP01_1225200.1|unknown -            533 8053at5820           -            274   5.2e-08   31.1   6.5   1   4    0.0034      0.61    7.9   0.1   163   186   271   294   245   321 0.88 -
GCA_040114635.1|PVP01_1225200|PVP01_1225200.1|unknown -            533 8053at5820           -            274   5.2e-08   31.1   6.5   2   4      0.75   1.4e+02    0.2   0.0   240   264   334   359   308   369 0.59 -
GCA_040114635.1|PVP01_1225200|PVP01_1225200.1|unknown -            533 8053at5820           -            274   5.2e-08   31.1   6.5   3   4    0.0029      0.53    8.1   0.1    80   128   364   418   351   427 0.74 -
GCA_040114635.1|PVP01_1225200|PVP01_1225200.1|unknown -            533 8053at5820           -            274   5.2e-08   31.1   6.5   4   4   2.2e-07     4e-05   21.6   1.6    69   184   400   526   369   532 0.73 -
GCA_040114635.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 8053at5820           -            274   9.8e-08   30.2   9.8   1   3     0.021       3.7    5.3   0.0   238   271    11    44     3    47 0.82 -
GCA_040114635.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 8053at5820           -            274   9.8e-08   30.2   9.8   2   3   6.8e-06    0.0012   16.8   7.8     9   170    59   219    51   250 0.85 -
GCA_040114635.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 8053at5820           -            274   9.8e-08   30.2   9.8   3   3    0.0082       1.5    6.7   0.0   158   185   281   308   266   314 0.88 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 8053at5820           -            274   3.2e-07   28.5   2.8   1   4       5.6     1e+03   -2.6   0.0   151   183     6    38     3    41 0.82 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 8053at5820           -            274   3.2e-07   28.5   2.8   2   4    0.0036      0.65    7.8   0.2    14    54    51    90    40   123 0.81 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 8053at5820           -            274   3.2e-07   28.5   2.8   3   4   2.5e-05    0.0046   14.9   0.4    48   125   133   212   123   226 0.82 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 8053at5820           -            274   3.2e-07   28.5   2.8   4   4      0.06        11    3.8   0.0    80   125   270   316   226   322 0.68 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 8053at5820           -            274   4.7e-07   28.0   0.8   1   1   5.5e-09   9.9e-07   26.9   0.8    51   129   277   359   270   369 0.84 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 8053at5820           -            274   1.6e-06   26.2  25.1   1   5    0.0011      0.19    9.5   0.3    50    98     6    55     2    77 0.69 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 8053at5820           -            274   1.6e-06   26.2  25.1   2   5   0.00021     0.038   11.9   0.6   207   271    90   158    85   161 0.69 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 8053at5820           -            274   1.6e-06   26.2  25.1   3   5   0.00016     0.028   12.3   3.9    54   125   245   321   241   350 0.79 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 8053at5820           -            274   1.6e-06   26.2  25.1   4   5      0.23        41    1.9   0.1   147   181   604   639   585   652 0.74 -
GCA_040114635.1|PVP01_1308500|PVP01_1308500.1|unknown -            694 8053at5820           -            274   1.6e-06   26.2  25.1   5   5      0.24        43    1.8   0.9    16    42   615   641   605   693 0.34 -
GCA_040114635.1|PVP01_0813000|PVP01_0813000.1|unknown -            380 8053at5820           -            274   3.6e-06   25.0   0.1   1   1   4.6e-08   8.2e-06   23.9   0.1     7    80   191   266   187   294 0.79 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 8053at5820           -            274   4.3e-06   24.8   3.3   1   2    0.0026      0.47    8.3   0.1   170   235   174   238   166   253 0.64 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 8053at5820           -            274   4.3e-06   24.8   3.3   2   2   1.3e-06   0.00023   19.1   1.4    13   125   205   337   202   341 0.69 -
GCA_040114635.1|PVP01_1468300|PVP01_1468300.1|unknown -            565 8053at5820           -            274   4.3e-06   24.8   0.2   1   2   0.00076      0.14   10.0   0.0   240   273    69   103    58   104 0.86 -
GCA_040114635.1|PVP01_1468300|PVP01_1468300.1|unknown -            565 8053at5820           -            274   4.3e-06   24.8   0.2   2   2   0.00021     0.037   11.9   0.1    50    90   118   160   106   172 0.81 -
GCA_040114635.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 8053at5820           -            274   1.7e-05   22.8   5.3   1   2   3.8e-05    0.0069   14.3   0.3    72   129   264   324   256   332 0.76 -
GCA_040114635.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 8053at5820           -            274   1.7e-05   22.8   5.3   2   2   0.00064      0.12   10.3   1.0     9    89   330   424   325   429 0.68 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 8053at5820           -            274   4.8e-05   21.4   0.8   1   4       2.2   3.9e+02   -1.3   0.0   206   236   152   182   149   212 0.74 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 8053at5820           -            274   4.8e-05   21.4   0.8   2   4       3.1   5.5e+02   -1.8   0.0   111   127   287   303   269   304 0.74 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 8053at5820           -            274   4.8e-05   21.4   0.8   3   4   3.3e-06    0.0006   17.8   0.1    10    90   323   406   313   417 0.82 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 8053at5820           -            274   4.8e-05   21.4   0.8   4   4       1.7   3.1e+02   -1.0   0.0   247   267   428   449   419   454 0.74 -
GCA_040114635.1|PVP01_1448900|PVP01_1448900.1|unknown -            754 8053at5820           -            274   9.2e-05   20.4   5.6   1   2    0.0034      0.61    7.9   5.2    12    86    10    88     2   135 0.56 -
GCA_040114635.1|PVP01_1448900|PVP01_1448900.1|unknown -            754 8053at5820           -            274   9.2e-05   20.4   5.6   2   2    0.0032      0.58    8.0   0.0   218   271   197   260   191   262 0.69 -
GCA_040114635.1|PVP01_0905300|PVP01_0905300.1|unknown -            616 8053at5820           -            274   0.00023   19.2   0.2   1   2   7.1e-06    0.0013   16.7   0.0    85   126    29    70    15    97 0.92 -
GCA_040114635.1|PVP01_0905300|PVP01_0905300.1|unknown -            616 8053at5820           -            274   0.00023   19.2   0.2   2   2      0.89   1.6e+02   -0.0   0.1    59   127   120   191   106   198 0.64 -
GCA_040114635.1|PVP01_1447000|PVP01_1447000.1|unknown -           2958 8053at5820           -            274   0.00026   19.0   4.4   1   3     0.078        14    3.5   0.1   193   234    57    97    10   108 0.70 -
GCA_040114635.1|PVP01_1447000|PVP01_1447000.1|unknown -           2958 8053at5820           -            274   0.00026   19.0   4.4   2   3   1.3e-05    0.0023   15.9   0.1   208   271   151   217   131   219 0.84 -
GCA_040114635.1|PVP01_1447000|PVP01_1447000.1|unknown -           2958 8053at5820           -            274   0.00026   19.0   4.4   3   3       3.9     7e+02   -2.1   0.1   109   126   386   403   383   411 0.88 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 8053at5820           -            274   0.00042   18.3   3.4   1   3       2.4   4.3e+02   -1.4   0.0   110   127   123   140   102   144 0.79 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 8053at5820           -            274   0.00042   18.3   3.4   2   3   3.1e-05    0.0056   14.6   0.1    90   127   202   240   190   261 0.80 -
GCA_040114635.1|PVP01_0917000|PVP01_0917000.1|unknown -            460 8053at5820           -            274   0.00042   18.3   3.4   3   3      0.13        23    2.7   0.1    42    81   345   385   288   396 0.71 -
GCA_040114635.1|PVP01_0318300|PVP01_0318300.1|unknown -            646 8053at5820           -            274   0.00061   17.7   3.0   1   3       9.5   1.7e+03   -3.4   0.0   213   232   238   256   230   265 0.77 -
GCA_040114635.1|PVP01_0318300|PVP01_0318300.1|unknown -            646 8053at5820           -            274   0.00061   17.7   3.0   2   3   4.7e-05    0.0085   14.0   0.1    64   128   316   380   291   392 0.80 -
GCA_040114635.1|PVP01_0318300|PVP01_0318300.1|unknown -            646 8053at5820           -            274   0.00061   17.7   3.0   3   3     0.062        11    3.8   0.0   228   261   415   448   387   459 0.73 -
GCA_040114635.1|PVP01_1202600|PVP01_1202600.1|unknown -            466 8053at5820           -            274   0.00078   17.4   3.2   1   4   2.3e-05    0.0042   15.0   0.0   197   270    66   139    63   143 0.79 -
GCA_040114635.1|PVP01_1202600|PVP01_1202600.1|unknown -            466 8053at5820           -            274   0.00078   17.4   3.2   2   4      0.86   1.5e+02    0.0   0.0    24    48   170   194   150   221 0.75 -
GCA_040114635.1|PVP01_1202600|PVP01_1202600.1|unknown -            466 8053at5820           -            274   0.00078   17.4   3.2   3   4         2   3.5e+02   -1.2   0.0    10    54   239   281   230   327 0.72 -
GCA_040114635.1|PVP01_1202600|PVP01_1202600.1|unknown -            466 8053at5820           -            274   0.00078   17.4   3.2   4   4         7   1.2e+03   -2.9   0.0    85   101   343   359   322   365 0.81 -
GCA_040114635.1|PVP01_1444900|PVP01_1444900.1|unknown -            638 8053at5820           -            274    0.0008   17.4  13.8   1   1   0.00044     0.079   10.8  13.8    56   267   367   566   363   572 0.71 -
GCA_040114635.1|PVP01_1107300|PVP01_1107300.1|unknown -            382 8053at5820           -            274    0.0034   15.3   0.9   1   2   1.9e-05    0.0034   15.3   0.9    48   133    15   100     2   110 0.88 -
GCA_040114635.1|PVP01_1107300|PVP01_1107300.1|unknown -            382 8053at5820           -            274    0.0034   15.3   0.9   2   2      0.96   1.7e+02   -0.1   1.3    60   126   250   319   208   339 0.61 -
GCA_040114635.1|PVP01_1448700|PVP01_1448700.1|unknown -            445 8053at5820           -            274    0.0055   14.6   0.5   1   2     0.024       4.2    5.2   0.1    81   126   100   146    61   152 0.83 -
GCA_040114635.1|PVP01_1448700|PVP01_1448700.1|unknown -            445 8053at5820           -            274    0.0055   14.6   0.5   2   2     0.005       0.9    7.4   0.0    51    93   308   350   288   361 0.56 -
GCA_040114635.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 8053at5820           -            274     0.022   12.7   5.0   1   2   0.00026     0.047   11.6   3.3    81   147    93   163    77   294 0.68 -
GCA_040114635.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 8053at5820           -            274     0.022   12.7   5.0   2   2      0.88   1.6e+02   -0.0   0.2   108   124   276   292   199   359 0.51 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8053at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8053at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8053at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:21:01 2026
# [ok]
