#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 13550at5820          -            150   1.8e-85  282.9  12.3   1   1   8.9e-88     8e-85  280.8  12.3     1   150    22   185    22   185 0.93 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 13550at5820          -            150   9.8e-15   53.3  41.9   1   5     1e-08   9.1e-06   24.2   6.0    55   127    71   143    22   154 0.70 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 13550at5820          -            150   9.8e-15   53.3  41.9   2   5   5.1e-08   4.6e-05   21.9   3.3    72   128   155   214   144   221 0.87 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 13550at5820          -            150   9.8e-15   53.3  41.9   3   5   0.00022       0.2   10.1   1.2    79   126   223   271   217   274 0.89 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 13550at5820          -            150   9.8e-15   53.3  41.9   4   5   9.9e-06    0.0089   14.5   4.6    72   128   277   333   271   338 0.89 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 13550at5820          -            150   9.8e-15   53.3  41.9   5   5     0.063        57    2.1   0.6    70    88   337   355   333   415 0.69 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 13550at5820          -            150     4e-12   44.8  30.0   1   6   0.00064      0.57    8.6   2.2    30   132   148   256   135   264 0.75 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 13550at5820          -            150     4e-12   44.8  30.0   2   6      0.21   1.9e+02    0.4   0.1    71    93   258   280   254   284 0.84 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 13550at5820          -            150     4e-12   44.8  30.0   3   6     0.067        60    2.0   0.1    99   127   304   332   292   336 0.88 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 13550at5820          -            150     4e-12   44.8  30.0   4   6   1.1e-08   9.5e-06   24.1   1.8    66   128   332   396   310   400 0.87 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 13550at5820          -            150     4e-12   44.8  30.0   5   6   0.00019      0.17   10.3   0.3    70   127   401   461   396   466 0.83 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 13550at5820          -            150     4e-12   44.8  30.0   6   6   7.6e-06    0.0068   14.8   3.2    74   131   470   530   464   539 0.82 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 13550at5820          -            150   0.00039   18.9  13.2   1   3       0.4   3.6e+02   -0.5   0.5    44    58    45    59    25    83 0.61 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 13550at5820          -            150   0.00039   18.9  13.2   2   3   3.3e-06     0.003   16.0   2.9    68   128   124   186    72   197 0.70 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 13550at5820          -            150   0.00039   18.9  13.2   3   3   0.00035      0.32    9.4   0.2    79   129   197   248   186   267 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13550at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13550at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13550at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:00:26 2026
# [ok]
