#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 10996at5820          -            217  1.5e-123  409.1  16.9   1   1    9e-126  7.1e-123  406.9  16.9     1   217    15   249    15   249 0.95 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   3.3e-32  110.5  35.8   2   4   6.5e-15   5.1e-12   44.5   9.3    87   186   109   209   107   215 0.84 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   3.3e-32  110.5  35.8   3   4   1.4e-06    0.0011   17.3   3.4    66   146   155   229   155   235 0.86 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   3.3e-32  110.5  35.8   4   4   2.9e-16   2.3e-13   48.9   6.2    65   187   215   338   211   347 0.89 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10996at5820          -            217   1.9e-30  104.8  50.8   1   4   1.2e-10   9.6e-08   30.5   5.5    60   136    77   150    31   155 0.85 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10996at5820          -            217   1.9e-30  104.8  50.8   2   4   3.2e-21   2.6e-18   65.1  17.8    67   198   156   286   151   286 0.85 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10996at5820          -            217   1.9e-30  104.8  50.8   3   4   0.00047      0.37    9.0   8.6    89   147   293   353   276   364 0.77 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10996at5820          -            217   1.9e-30  104.8  50.8   4   4   8.4e-05     0.066   11.5   0.4    84   131   366   413   356   419 0.80 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10996at5820          -            217   1.4e-20   72.5  33.1   1   5   1.5e-13   1.2e-10   40.0   3.0    27   155   160   282   134   300 0.79 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10996at5820          -            217   1.4e-20   72.5  33.1   2   5   1.5e-07   0.00011   20.5   3.6    99   170   303   376   296   380 0.82 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10996at5820          -            217   1.4e-20   72.5  33.1   3   5   4.6e-05     0.036   12.3   1.1    90   149   356   419   352   423 0.79 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10996at5820          -            217   1.4e-20   72.5  33.1   4   5   3.1e-08   2.4e-05   22.7   1.5    67   146   404   481   399   487 0.81 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10996at5820          -            217   1.4e-20   72.5  33.1   5   5    0.0021       1.6    6.9   0.8    87   140   484   537   478   544 0.82 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 10996at5820          -            217   1.9e-13   49.2  12.4   1   2    0.0003      0.23    9.7   0.3    66   146    57   141    20   144 0.61 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 10996at5820          -            217   1.9e-13   49.2  12.4   2   2   1.4e-14   1.1e-11   43.5   6.6    84   188   142   246   141   248 0.89 -
GCA_040114635.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 10996at5820          -            217     0.016   13.5   5.6   1   1     3e-05     0.024   12.9   5.1   134   188    98   152    68   167 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10996at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10996at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10996at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:39 2026
# [ok]
