#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 12974at5820          -            164   1.9e-77  257.1  12.1   1   1   4.3e-80   2.3e-77  256.9  12.1    12   163    31   190    17   191 0.93 -
GCA_040114635.1|PVP01_1022700|PVP01_1022700.1|unknown -           1378 12974at5820          -            164   9.5e-11   40.2  47.8   2   5         7   3.7e+03   -4.0   0.6    55    55   738   738   709   781 0.55 -
GCA_040114635.1|PVP01_1022700|PVP01_1022700.1|unknown -           1378 12974at5820          -            164   9.5e-11   40.2  47.8   3   5     9e-11   4.7e-08   31.4  15.3    22   138   829   949   808   951 0.82 -
GCA_040114635.1|PVP01_1022700|PVP01_1022700.1|unknown -           1378 12974at5820          -            164   9.5e-11   40.2  47.8   4   5   1.8e-07   9.3e-05   20.7   8.0    24   135   925  1035   920  1071 0.73 -
GCA_040114635.1|PVP01_1022700|PVP01_1022700.1|unknown -           1378 12974at5820          -            164   9.5e-11   40.2  47.8   5   5   3.2e-06    0.0017   16.6   1.8    45    89  1267  1311  1235  1362 0.71 -
GCA_040114635.1|PVP01_1336700|PVP01_1336700.1|unknown -            799 12974at5820          -            164   1.3e-09   36.6  18.4   1   2       3.3   1.7e+03   -2.9   0.2   114   128    36    50    20    54 0.54 -
GCA_040114635.1|PVP01_1336700|PVP01_1336700.1|unknown -            799 12974at5820          -            164   1.3e-09   36.6  18.4   2   2   2.4e-12   1.3e-09   36.6  18.4     7   127    72   196    66   206 0.79 -
GCA_040114635.1|PVP01_1019200|PVP01_1019200.1|unknown -           1372 12974at5820          -            164   2.5e-09   35.6  43.5   1   4   1.2e-06   0.00061   18.1   5.3    18    88    71   152    58   159 0.76 -
GCA_040114635.1|PVP01_1019200|PVP01_1019200.1|unknown -           1372 12974at5820          -            164   2.5e-09   35.6  43.5   2   4     0.032        17    3.6  14.5    28   107   136   222   136   233 0.77 -
GCA_040114635.1|PVP01_1019200|PVP01_1019200.1|unknown -           1372 12974at5820          -            164   2.5e-09   35.6  43.5   3   4    0.0043       2.3    6.5   0.7    71    91   260   280   247   294 0.88 -
GCA_040114635.1|PVP01_1019200|PVP01_1019200.1|unknown -           1372 12974at5820          -            164   2.5e-09   35.6  43.5   4   4   3.8e-08     2e-05   22.9   6.8    48   109   297   352   284   373 0.77 -
GCA_040114635.1|PVP01_1322900|PVP01_1322900.1|unknown -            148 12974at5820          -            164   9.9e-09   33.6   5.5   1   1   2.5e-11   1.3e-08   33.3   5.5    60   131    11    83     6   117 0.74 -
GCA_040114635.1|PVP01_0724500|PVP01_0724500.1|unknown -           1167 12974at5820          -            164   0.00015   20.1  17.7   1   2   1.1e-06   0.00057   18.2   4.4    66   103    38    75    30    78 0.94 -
GCA_040114635.1|PVP01_0724500|PVP01_0724500.1|unknown -           1167 12974at5820          -            164   0.00015   20.1  17.7   2   2    0.0029       1.5    7.0   5.5    59   132    78   149    74   174 0.72 -
GCA_040114635.1|PVP01_0907600|PVP01_0907600.1|unknown -           1318 12974at5820          -            164    0.0015   16.8   2.6   1   1   5.4e-06    0.0028   15.9   2.6    49   104    19    74     7    98 0.79 -
GCA_040114635.1|PVP01_0413200|PVP01_0413200.1|unknown -           1029 12974at5820          -            164     0.005   15.1  11.0   1   2   0.00029      0.15   10.3   3.4    45    83    14    52     2    67 0.63 -
GCA_040114635.1|PVP01_0413200|PVP01_0413200.1|unknown -           1029 12974at5820          -            164     0.005   15.1  11.0   2   2    0.0012      0.63    8.3   0.9     4    51    70   118    66   128 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12974at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:40 2026
# [ok]
