#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0105800|PVP01_0105800.1|unknown -           1051 2481at5820           -            813     1e-32  111.6   0.0   1   1   3.2e-35   1.5e-32  111.1   0.0     9   105    59   164    52   170 0.89 -
GCA_040114635.1|PVP01_0907400|PVP01_0907400.1|unknown -           1318 2481at5820           -            813   6.4e-11   39.5  12.9   1   3   2.5e-05     0.011   12.3   0.6   122   159   183   220   141   257 0.88 -
GCA_040114635.1|PVP01_0907400|PVP01_0907400.1|unknown -           1318 2481at5820           -            813   6.4e-11   39.5  12.9   2   3      0.15        65   -0.2   0.4   243   352   411   525   405   567 0.75 -
GCA_040114635.1|PVP01_0907400|PVP01_0907400.1|unknown -           1318 2481at5820           -            813   6.4e-11   39.5  12.9   3   3   8.9e-12     4e-09   33.6   0.8   526   616   874   965   865   977 0.90 -
GCA_040114635.1|PVP01_1261100|PVP01_1261100.1|unknown -            528 2481at5820           -            813   1.5e-10   38.4   0.1   1   3      0.66     3e+02   -2.4   0.0    29    62   123   151   102   159 0.76 -
GCA_040114635.1|PVP01_1261100|PVP01_1261100.1|unknown -            528 2481at5820           -            813   1.5e-10   38.4   0.1   2   3      0.83   3.7e+02   -2.7   0.0   330   387   236   289   226   298 0.79 -
GCA_040114635.1|PVP01_1261100|PVP01_1261100.1|unknown -            528 2481at5820           -            813   1.5e-10   38.4   0.1   3   3   1.3e-12   5.6e-10   36.4   0.0   527   618   361   453   314   495 0.80 -
GCA_040114635.1|PVP01_0317000|PVP01_0317000.1|unknown -            837 2481at5820           -            813   1.5e-09   35.1   0.0   1   2    0.0005      0.22    8.0   0.0   319   388   236   302   234   305 0.91 -
GCA_040114635.1|PVP01_0317000|PVP01_0317000.1|unknown -            837 2481at5820           -            813   1.5e-09   35.1   0.0   2   2     4e-09   1.8e-06   24.8   0.0   553   620   591   662   582   701 0.79 -
GCA_040114635.1|PVP01_1012200|PVP01_1012200.1|unknown -            816 2481at5820           -            813   2.1e-05   21.3  28.3   1   3      0.48   2.2e+02   -1.9   0.0    29    60     7    38     2    54 0.80 -
GCA_040114635.1|PVP01_1012200|PVP01_1012200.1|unknown -            816 2481at5820           -            813   2.1e-05   21.3  28.3   2   3      0.53   2.4e+02   -2.0   0.5   271   327   163   216   141   238 0.54 -
GCA_040114635.1|PVP01_1012200|PVP01_1012200.1|unknown -            816 2481at5820           -            813   2.1e-05   21.3  28.3   3   3   4.7e-08   2.1e-05   21.3  28.3   406   619   431   675   399   687 0.68 -
GCA_040114635.1|PVP01_1247900|PVP01_1247900.1|unknown -            787 2481at5820           -            813     0.001   15.7   0.1   1   4         3   1.3e+03   -4.5   0.6   410   440   140   167   115   184 0.42 -
GCA_040114635.1|PVP01_1247900|PVP01_1247900.1|unknown -            787 2481at5820           -            813     0.001   15.7   0.1   2   4   0.00041      0.18    8.3   0.2     5    64   353   412   348   448 0.85 -
GCA_040114635.1|PVP01_1247900|PVP01_1247900.1|unknown -            787 2481at5820           -            813     0.001   15.7   0.1   3   4      0.72   3.3e+02   -2.5   0.1   330   380   487   533   476   556 0.76 -
GCA_040114635.1|PVP01_1247900|PVP01_1247900.1|unknown -            787 2481at5820           -            813     0.001   15.7   0.1   4   4   2.2e-06     0.001   15.7   0.1   559   603   661   706   588   725 0.75 -
GCA_040114635.1|PVP01_1319500|PVP01_1319500.1|unknown -           1255 2481at5820           -            813    0.0046   13.5  10.1   1   1   1.5e-05    0.0068   13.0  10.1   526   682   281   439   224   442 0.77 -
GCA_040114635.1|PVP01_1239500|PVP01_1239500.1|unknown -            528 2481at5820           -            813    0.0072   12.9   3.7   1   1   2.4e-05     0.011   12.4   3.7   535   680   152   302   133   311 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2481at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2481at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2481at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:07:00 2026
# [ok]
