#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0609400|PVP01_0609400.1|unknown -            181 13164at5820          -            130   4.2e-74  245.5   3.0   1   1   1.4e-76   5.6e-74  245.1   3.0     8   130    57   181    53   181 0.97 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13164at5820          -            130   0.00059   18.7   7.1   2   3     0.012       4.8    6.0   0.2    58   111   441   494   403   504 0.84 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13164at5820          -            130   0.00059   18.7   7.1   3   3     0.011       4.2    6.2   0.1    37   100   688   750   652   755 0.81 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 13164at5820          -            130   0.00063   18.6   1.3   1   2       2.2   8.6e+02   -1.3   0.1    30    90    23    83     6    89 0.63 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 13164at5820          -            130   0.00063   18.6   1.3   2   2   2.8e-06    0.0011   17.8   0.2    38   101   118   180   107   191 0.80 -
GCA_040114635.1|PVP01_0607200|PVP01_0607200.1|unknown -           1571 13164at5820          -            130   0.00086   18.1   1.1   1   2   6.6e-05     0.026   13.3   0.6     5    93   316   399   313   420 0.83 -
GCA_040114635.1|PVP01_0607200|PVP01_0607200.1|unknown -           1571 13164at5820          -            130   0.00086   18.1   1.1   2   2      0.15        57    2.5   0.0    64   100   480   516   439   529 0.71 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13164at5820          -            130    0.0021   16.9   5.1   1   3    0.0037       1.5    7.7   0.2    35   101    26    87     8   105 0.76 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13164at5820          -            130    0.0021   16.9   5.1   2   3       0.8   3.2e+02    0.1   0.0    58    90   148   180   124   212 0.76 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13164at5820          -            130    0.0021   16.9   5.1   3   3    0.0011      0.42    9.4   0.0    32   101   214   282   187   293 0.84 -
GCA_040114635.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 13164at5820          -            130    0.0031   16.3   2.0   1   2       2.7     1e+03   -1.6   0.1    51    65    63    77    41   105 0.66 -
GCA_040114635.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 13164at5820          -            130    0.0031   16.3   2.0   2   2   1.1e-05    0.0043   15.9   0.2    27    95   188   256   167   262 0.75 -
GCA_040114635.1|PVP01_1261400|PVP01_1261400.1|unknown -            786 13164at5820          -            130     0.012   14.4   1.9   1   2     5e-05      0.02   13.7   0.2    26   101    28   103     8   114 0.73 -
GCA_040114635.1|PVP01_1261400|PVP01_1261400.1|unknown -            786 13164at5820          -            130     0.012   14.4   1.9   2   2       3.4   1.3e+03   -1.9   0.1    42    85   443   485   436   496 0.71 -
GCA_040114635.1|PVP01_1136700|PVP01_1136700.1|unknown -            234 13164at5820          -            130     0.024   13.4   0.5   1   2       2.3   9.2e+02   -1.4   0.1    88   107    31    50    20    72 0.63 -
GCA_040114635.1|PVP01_1136700|PVP01_1136700.1|unknown -            234 13164at5820          -            130     0.024   13.4   0.5   2   2   6.2e-05     0.024   13.4   0.5    39   101   167   229   155   234 0.85 -
GCA_040114635.1|PVP01_1120100|PVP01_1120100.1|unknown -            670 13164at5820          -            130     0.061   12.1   6.5   1   3      0.62   2.5e+02    0.5   0.3    53    97    54    98    35   120 0.72 -
GCA_040114635.1|PVP01_1120100|PVP01_1120100.1|unknown -            670 13164at5820          -            130     0.061   12.1   6.5   2   3   0.00019     0.074   11.9   0.1    30    89   134   194   122   205 0.84 -
GCA_040114635.1|PVP01_1120100|PVP01_1120100.1|unknown -            670 13164at5820          -            130     0.061   12.1   6.5   3   3      0.49   1.9e+02    0.8   0.1   104   126   454   476   445   480 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13164at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:59:13 2026
# [ok]
