#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 10298at5820          -            272  2.3e-145  481.5  41.6   1   1  5.1e-148  2.9e-145  481.2  41.6     1   271    14   291    14   292 0.98 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 10298at5820          -            272   4.8e-08   31.2  24.2   1   3   8.4e-11   4.8e-08   31.2  24.2    49   158    80   189    68   196 0.88 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 10298at5820          -            272   4.8e-08   31.2  24.2   2   3      0.14        79    1.0   0.4    80   106   180   206   178   223 0.74 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 10298at5820          -            272   4.8e-08   31.2  24.2   3   3       2.8   1.6e+03   -3.3   2.2   158   166   520   528   462   578 0.51 -
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 10298at5820          -            272   1.4e-06   26.4  14.4   1   1   3.1e-09   1.8e-06   26.0  14.4    33   135    11   112     3   143 0.80 -
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 10298at5820          -            272   4.5e-06   24.7  16.3   1   1   1.2e-08   7.1e-06   24.1  15.3    67   165    19   123     5   142 0.80 -
GCA_040114635.1|PVP01_0705200|PVP01_0705200.1|unknown -            414 10298at5820          -            272    0.0005   18.0   9.3   1   2    0.0055       3.1    5.6   0.8    37   126   133   221    98   225 0.73 -
GCA_040114635.1|PVP01_0705200|PVP01_0705200.1|unknown -            414 10298at5820          -            272    0.0005   18.0   9.3   2   2   2.4e-06    0.0014   16.6   2.2    67   120   274   331   268   336 0.85 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 10298at5820          -            272       2.8    5.7  12.5   1   3    0.0014      0.83    7.5   0.9    70   120    17    63     3    69 0.78 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 10298at5820          -            272       2.8    5.7  12.5   2   3      0.13        73    1.1   4.5    47   145   178   272   167   288 0.58 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 10298at5820          -            272       2.8    5.7  12.5   3   3     0.023        13    3.5   1.2    43    80   236   273   210   333 0.60 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10298at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10298at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10298at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:55:38 2026
# [ok]
