#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1315500|PVP01_1315500.1|unknown -            257 11045at5820          -            214   9.1e-65  216.8   2.1   1   1   2.4e-67   1.3e-64  216.3   2.1     1   125     1   140     1   144 0.92 -
GCA_040114635.1|PVP01_1214900|PVP01_1214900.1|unknown -            823 11045at5820          -            214   9.1e-09   33.7   5.1   3   3   8.1e-08   4.2e-05   21.8   0.3   114   182   719   785   708   810 0.77 -
GCA_040114635.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 11045at5820          -            214   3.3e-08   31.9   3.0   1   3       3.4   1.8e+03   -3.2   0.0    43    69    48    74    28    81 0.71 -
GCA_040114635.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 11045at5820          -            214   3.3e-08   31.9   3.0   2   3   3.2e-06    0.0017   16.5   0.1    15    53   118   156   105   173 0.89 -
GCA_040114635.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 11045at5820          -            214   3.3e-08   31.9   3.0   3   3   6.2e-06    0.0033   15.6   0.1   114   175   247   307   232   348 0.82 -
GCA_040114635.1|PVP01_0946200|PVP01_0946200.1|unknown -            783 11045at5820          -            214     1e-06   27.1   6.2   1   1   4.5e-07   0.00023   19.3   6.2    15   179   572   763   559   778 0.73 -
GCA_040114635.1|PVP01_1259100|PVP01_1259100.1|unknown -           1570 11045at5820          -            214   6.3e-06   24.5   0.6   1   1   3.8e-07    0.0002   19.5   0.6    14   170   703   879   688   900 0.64 -
GCA_040114635.1|PVP01_1322800|PVP01_1322800.1|unknown -            695 11045at5820          -            214   7.4e-06   24.2   2.1   1   2   1.7e-07     9e-05   20.7   0.0    30   174    67   233    51   273 0.71 -
GCA_040114635.1|PVP01_1322800|PVP01_1322800.1|unknown -            695 11045at5820          -            214   7.4e-06   24.2   2.1   2   2       1.7   9.1e+02   -2.2   0.4   137   190   428   486   395   492 0.71 -
GCA_040114635.1|PVP01_1202700|PVP01_1202700.1|unknown -            998 11045at5820          -            214   1.4e-05   23.4   9.1   1   1   6.3e-07   0.00033   18.9   9.1    16   188   774   966   766   981 0.68 -
GCA_040114635.1|PVP01_1309000|PVP01_1309000.1|unknown -            926 11045at5820          -            214   0.00027   19.1   0.3   1   1   1.1e-06   0.00058   18.0   0.3    15   125   624   740   616   750 0.79 -
GCA_040114635.1|PVP01_0820500|PVP01_0820500.1|unknown -           2632 11045at5820          -            214   0.00029   19.0   0.4   1   1   8.7e-07   0.00046   18.4   0.4     4    50   813   861   811   872 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11045at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:48 2026
# [ok]
