#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1322900|PVP01_1322900.1|unknown -            148 13254at5820          -            127   2.7e-61  203.7  13.2   1   1   2.5e-63   2.3e-60  200.7  13.2     1   127     6   148     6   148 0.93 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.7e-10   37.3  33.1   2   6   0.00035      0.31    9.5   1.8     9    40    62    93    61   100 0.85 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.7e-10   37.3  33.1   3   6   4.5e-05     0.041   12.4   2.3     4    36    80   112    76   114 0.88 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.7e-10   37.3  33.1   4   6   3.7e-05     0.033   12.7   2.0     3    45   102   143    99   174 0.75 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.7e-10   37.3  33.1   5   6   1.6e-06    0.0014   17.1   9.7     7    54   175   222   167   224 0.86 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.7e-10   37.3  33.1   6   6     0.016        14    4.2   0.2     4    31   221   248   217   309 0.80 -
GCA_040114635.1|PVP01_0810500|PVP01_0810500.1|unknown -            381 13254at5820          -            127    0.0012   17.3  33.9   1   4     0.032        29    3.2  10.2     4    46    55    97    51   111 0.86 -
GCA_040114635.1|PVP01_0810500|PVP01_0810500.1|unknown -            381 13254at5820          -            127    0.0012   17.3  33.9   2   4      0.67     6e+02   -1.1   0.1    67    89   231   253   203   262 0.70 -
GCA_040114635.1|PVP01_0810500|PVP01_0810500.1|unknown -            381 13254at5820          -            127    0.0012   17.3  33.9   3   4   8.8e-05     0.079   11.5   4.1     5    52   260   305   255   309 0.84 -
GCA_040114635.1|PVP01_0810500|PVP01_0810500.1|unknown -            381 13254at5820          -            127    0.0012   17.3  33.9   4   4   2.5e-06    0.0022   16.5   1.2     6    50   307   349   302   358 0.79 -
GCA_040114635.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 13254at5820          -            127      0.31    9.5  16.6   1   2      0.02        18    3.8   0.2     4    31    33    60    30    63 0.79 -
GCA_040114635.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 13254at5820          -            127      0.31    9.5  16.6   2   2     0.018        16    4.0  12.9     5    55    57   117    52   170 0.81 -
GCA_040114635.1|PVP01_0724500|PVP01_0724500.1|unknown -           1167 13254at5820          -            127       3.4    6.2  11.0   1   1     0.019        17    3.9  11.0    13    60    39    90    34   164 0.71 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 13254at5820          -            127         5    5.6  28.9   1   6       1.6   1.4e+03   -2.3   0.6    62   118    27    85    21    94 0.59 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 13254at5820          -            127         5    5.6  28.9   2   6       4.9   4.4e+03   -3.9   1.8    51    51    99    99    57   162 0.50 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 13254at5820          -            127         5    5.6  28.9   3   6    0.0025       2.2    6.8   1.8     3    56   167   230   165   235 0.72 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 13254at5820          -            127         5    5.6  28.9   4   6      0.29   2.6e+02    0.1   3.2     8    42   218   237   196   259 0.49 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 13254at5820          -            127         5    5.6  28.9   5   6    0.0024       2.2    6.8   0.8     4    34   260   290   256   303 0.85 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 13254at5820          -            127         5    5.6  28.9   6   6   0.00014      0.12   10.8   0.8     4    34   330   360   326   403 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13254at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13254at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:59:32 2026
# [ok]
