#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_100955.1-p1      -            472 5518at5820           -            411  3.3e-262  867.5  21.1   1   1  9.9e-265  3.9e-262  867.3  21.1     1   411    11   451    11   451 0.95 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100830.1-p1      -            507 5518at5820           -            411   2.5e-10   37.9   1.6   2   2   9.9e-12   3.9e-09   33.9   1.3   206   317   283   395   267   453 0.81 | transcript=PVX_100830.1 | gene=PVX_100830 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2412994-2414836(+) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 5518at5820           -            411   6.6e-10   36.5   8.5   1   2   1.3e-07     5e-05   20.4   3.9   242   365    64   186    26   190 0.60 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 5518at5820           -            411   6.6e-10   36.5   8.5   2   2   3.7e-06    0.0015   15.6   0.1   210   322   203   318   193   322 0.78 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 5518at5820           -            411   3.4e-09   34.2   4.3   1   2     0.052        20    1.9   0.1   295   366   216   284   209   307 0.81 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 5518at5820           -            411   3.4e-09   34.2   4.3   2   2   2.2e-10   8.8e-08   29.5   1.2   214   365   350   498   319   498 0.76 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 5518at5820           -            411   1.1e-08   32.4   4.8   1   3      0.21        83   -0.1   0.1   245   279    33    68    26    99 0.49 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 5518at5820           -            411   1.1e-08   32.4   4.8   2   3   4.2e-07   0.00016   18.7   1.8   221   289    94   162    78   193 0.83 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 5518at5820           -            411   1.1e-08   32.4   4.8   3   3   4.7e-05     0.019   11.9   0.0   207   289   204   285   199   321 0.62 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 5518at5820           -            411   4.8e-08   30.4   1.6   1   2     0.082        33    1.3   0.0   293   319   208   234   191   251 0.79 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 5518at5820           -            411   4.8e-08   30.4   1.6   2   2   2.1e-09   8.2e-07   26.3   0.9   203   277   323   401   315   410 0.85 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 5518at5820           -            411   5.7e-08   30.1   9.0   1   2   2.2e-06   0.00085   16.4   3.9   193   279   324   408   269   415 0.79 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 5518at5820           -            411   5.7e-08   30.1   9.0   2   2   4.2e-08   1.6e-05   22.0   0.6   222   333   392   506   390   526 0.82 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081265.1-p1      -            447 5518at5820           -            411   7.2e-06   23.2   1.9   1   3      0.54   2.1e+02   -1.4   0.0   242   282   146   189   129   207 0.80 | transcript=PVX_081265.1 | gene=PVX_081265 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 protein WD40 domain, putative | transcript_product=chromatin assembly factor 1 protein WD40 domain, putative | location=Pv_Sal1_chr02:210496-211839(+) | protein_length=447 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081265.1-p1      -            447 5518at5820           -            411   7.2e-06   23.2   1.9   2   3      0.15        59    0.4   0.1   262   319   220   279   210   284 0.42 | transcript=PVX_081265.1 | gene=PVX_081265 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 protein WD40 domain, putative | transcript_product=chromatin assembly factor 1 protein WD40 domain, putative | location=Pv_Sal1_chr02:210496-211839(+) | protein_length=447 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081265.1-p1      -            447 5518at5820           -            411   7.2e-06   23.2   1.9   3   3   5.1e-08     2e-05   21.7   0.5   220   367   265   429   237   442 0.71 | transcript=PVX_081265.1 | gene=PVX_081265 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 protein WD40 domain, putative | transcript_product=chromatin assembly factor 1 protein WD40 domain, putative | location=Pv_Sal1_chr02:210496-211839(+) | protein_length=447 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096225.1-p1      -            644 5518at5820           -            411   1.4e-05   22.2   1.5   1   3     0.091        36    1.1   0.0   259   371   196   301   190   308 0.66 | transcript=PVX_096225.1 | gene=PVX_096225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:680616-682550(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096225.1-p1      -            644 5518at5820           -            411   1.4e-05   22.2   1.5   2   3   5.7e-07   0.00023   18.3   0.4   219   290   319   389   296   428 0.80 | transcript=PVX_096225.1 | gene=PVX_096225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:680616-682550(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096225.1-p1      -            644 5518at5820           -            411   1.4e-05   22.2   1.5   3   3       0.3   1.2e+02   -0.6   0.0   203   232   426   455   418   458 0.86 | transcript=PVX_096225.1 | gene=PVX_096225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:680616-682550(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001875.1-p1      -            735 5518at5820           -            411   2.4e-05   21.5   0.5   1   2      0.27   1.1e+02   -0.5   0.0   215   240   447   473   434   480 0.71 | transcript=PVX_001875.1 | gene=PVX_001875 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytoplasmic dynein intermediate chain, putative | transcript_product=cytoplasmic dynein intermediate chain, putative | location=Pv_Sal1_chr06:219088-221295(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001875.1-p1      -            735 5518at5820           -            411   2.4e-05   21.5   0.5   2   2   2.8e-07   0.00011   19.3   0.2   260   369   601   709   582   724 0.79 | transcript=PVX_001875.1 | gene=PVX_001875 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytoplasmic dynein intermediate chain, putative | transcript_product=cytoplasmic dynein intermediate chain, putative | location=Pv_Sal1_chr06:219088-221295(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123715.1-p1      -            430 5518at5820           -            411   0.00049   17.2   1.5   1   1   1.8e-06   0.00071   16.6   1.5   209   293   293   381   257   420 0.78 | transcript=PVX_123715.1 | gene=PVX_123715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1689797-1691089(+) | protein_length=430 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5518at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5518at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5518at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:08 2026
# [ok]
