#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_084445.1-p1      -           3294 177at5820            -           2232         0 3469.7 286.5   1  10   1.7e-18   2.4e-15   53.0   0.5    26   126   275   404   252   413 0.76 | transcript=PVX_084445.1 | gene=PVX_084445 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 3, putative | transcript_product=cysteine repeat modular protein 3, putative | location=Pv_Sal1_chr13:307322-317472(+) | protein_length=3294 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   2  12         4   5.5e+03  -12.2   9.6  1852  1956   705   814   699   826 0.67 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   3  12         4   5.5e+03   -8.2  13.3   729   839  2311  2423  2273  2461 0.77 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   4  12     0.047        65   -1.5   0.1   151   183  2501  2533  2462  2549 0.62 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   5  12   9.5e-43   1.3e-39  133.5  42.3   215   593  2858  3268  2821  3289 0.79 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   6  12   2.9e-28   3.9e-25   85.5   9.2   648   787  3391  3532  3376  3567 0.84 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   7  12   1.7e-26   2.3e-23   79.6  29.5   863  1113  3686  3959  3662  3968 0.74 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   8  12   1.5e-29   2.1e-26   89.7  14.5  1088  1301  3969  4209  3964  4260 0.76 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4   9  12   7.3e-47     1e-43  147.1  29.4  1343  1555  4355  4571  4339  4585 0.88 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4  10  12   3.1e-25   4.2e-22   75.4  44.0  1616  1982  4708  5067  4685  5083 0.76 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4  11  12   3.7e-07   0.00051   15.4  11.0  1917  2070  5062  5214  5060  5252 0.81 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118648.1-p1      -           5540 177at5820            -           2232  4.8e-158  526.3 313.4  12  12         4   5.5e+03   -9.3  22.3  2078  2221  5325  5478  5313  5489 0.70 | transcript=PVX_118648.1 | gene=PVX_118648 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2921513-2938280(-) | protein_length=5540 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096410.1-p1      -           2536 177at5820            -           2232   2.8e-58  195.4 216.8   1   7   1.2e-28   1.7e-25   86.7  49.2   313   745   875  1340   849  1341 0.76 | transcript=PVX_096410.1 | gene=PVX_096410 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=Pv_Sal1_chr03:541574-550264(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096410.1-p1      -           2536 177at5820            -           2232   2.8e-58  195.4 216.8   2   7   1.2e-08   1.7e-05   20.4   9.7   440   491  1321  1378  1318  1397 0.53 | transcript=PVX_096410.1 | gene=PVX_096410 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=Pv_Sal1_chr03:541574-550264(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096410.1-p1      -           2536 177at5820            -           2232   2.8e-58  195.4 216.8   3   7   1.2e-12   1.6e-09   33.7  12.4  1011  1092  1399  1485  1390  1486 0.86 | transcript=PVX_096410.1 | gene=PVX_096410 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=Pv_Sal1_chr03:541574-550264(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096410.1-p1      -           2536 177at5820            -           2232   2.8e-58  195.4 216.8   4   7   4.1e-17   5.6e-14   48.5  20.9  1119  1283  1486  1651  1484  1667 0.88 | transcript=PVX_096410.1 | gene=PVX_096410 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=Pv_Sal1_chr03:541574-550264(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096410.1-p1      -           2536 177at5820            -           2232   2.8e-58  195.4 216.8   5   7   2.3e-07   0.00032   16.1  27.6  1365  1558  1668  1866  1662  1882 0.82 | transcript=PVX_096410.1 | gene=PVX_096410 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=Pv_Sal1_chr03:541574-550264(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096410.1-p1      -           2536 177at5820            -           2232   2.8e-58  195.4 216.8   6   7   4.4e-16   6.1e-13   45.0  33.4  1623  1875  1886  2139  1871  2164 0.79 | transcript=PVX_096410.1 | gene=PVX_096410 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=Pv_Sal1_chr03:541574-550264(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096410.1-p1      -           2536 177at5820            -           2232   2.8e-58  195.4 216.8   7   7         4   5.5e+03  -19.1  21.4  1992  2208  2205  2425  2167  2438 0.54 | transcript=PVX_096410.1 | gene=PVX_096410 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=Pv_Sal1_chr03:541574-550264(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   1   8      0.17   2.3e+02   -3.3   1.0   573   614   457   498   451   531 0.71 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   2   8   6.1e-29   8.4e-26   87.7  62.5   272   766  1164  1717  1129  1719 0.71 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   3   8   6.5e-09     9e-06   21.3   8.7   456   532  1696  1775  1695  1794 0.83 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   4   8   1.2e-09   1.6e-06   23.7   7.8  1042  1091  1842  1892  1836  1907 0.89 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   5   8   8.3e-16   1.1e-12   44.1  10.1  1146  1283  2096  2233  2085  2248 0.87 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   6   8   1.3e-11   1.8e-08   30.2  25.9  1363  1547  2248  2435  2241  2464 0.84 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   7   8   4.8e-09   6.7e-06   21.7  36.6  1625  1868  2468  2712  2457  2780 0.77 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099005.1-p1      -           3274 177at5820            -           2232   1.3e-48  163.3 213.3   8   8         4   5.5e+03   -8.9  10.0  2133  2222  3118  3214  3102  3222 0.74 | transcript=PVX_099005.1 | gene=PVX_099005 | organism=Plasmodium_vivax_Sal-1 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=Pv_Sal1_chr07:436712-446692(+) | protein_length=3274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/177at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/177at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/177at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:39 2026
# [ok]
