#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_119515.1-p1      -           3759 240at5820            -           2846         0 3753.4  68.6   1   5  6.8e-183  9.2e-181  601.4  20.5     2   392     2   487     1   501 0.88 | transcript=PVX_119515.1 | gene=PVX_119515 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1411242-1422746(+) | protein_length=3759 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090910.1-p1      -            630 240at5820            -           2846   0.00012   17.0  37.8   2   2    0.0001     0.014   10.2  14.8  1233  1350   381   498   367   508 0.44 | transcript=PVX_090910.1 | gene=PVX_090910 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:88362-90254(+) | protein_length=630 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 240at5820            -           2846   0.00029   15.8  38.3   1   3         3     4e+02   -4.6   0.8  1756  1780    58    82    52   111 0.53 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 240at5820            -           2846   0.00029   15.8  38.3   2   3   2.1e-06   0.00029   15.8  38.3  1247  1361   251   367   239   386 0.37 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 240at5820            -           2846   0.00029   15.8  38.3   3   3     0.013       1.8    3.2   8.5  1260  1321   438   497   422   603 0.50 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094740.1-p1      -            381 240at5820            -           2846   0.00055   14.8  33.7   1   1     5e-06   0.00068   14.5  33.7  1218  1383   101   265    50   273 0.56 | transcript=PVX_094740.1 | gene=PVX_094740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:496098-498183(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119765.1-p1      -            607 240at5820            -           2846    0.0056   11.5   3.1   1   2      0.32        43   -1.4   0.0  2216  2258   128   173   108   187 0.68 | transcript=PVX_119765.1 | gene=PVX_119765 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1215949-1217772(+) | protein_length=607 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119765.1-p1      -            607 240at5820            -           2846    0.0056   11.5   3.1   2   2   2.9e-05    0.0038   12.0   0.9  1183  1341   411   573   352   583 0.50 | transcript=PVX_119765.1 | gene=PVX_119765 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1215949-1217772(+) | protein_length=607 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090070.1-p1      -            290 240at5820            -           2846    0.0078   11.0  59.3   1   1   6.2e-05    0.0084   10.9  59.3  1138  1310   109   284    67   290 0.40 | transcript=PVX_090070.1 | gene=PVX_090070 | organism=Plasmodium_vivax_Sal-1 | gene_product=ran binding protein 1, putative | transcript_product=ran binding protein 1, putative | location=Pv_Sal1_chr05:1084650-1085894(+) | protein_length=290 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_106720-t26_1-p1  -            220 240at5820            -           2846     0.018    9.8  16.1   1   1   0.00019     0.025    9.3  16.1  1269  1374    44   145    33   155 0.40 | transcript=PVX_106720-t26_1 | gene=PVX_106720 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000046:2203-2991(-) | protein_length=220 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_002760.1-p1      -            364 240at5820            -           2846      0.02    9.7  10.1   1   1   0.00017     0.023    9.5  10.1  1177  1340    27   199     2   302 0.43 | transcript=PVX_002760.1 | gene=PVX_002760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:247769-248863(+) | protein_length=364 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101345.1-p1      -            400 240at5820            -           2846     0.029    9.1  31.0   1   2   0.00076       0.1    7.3   3.1  1253  1362    74   183    24   187 0.44 | transcript=PVX_101345.1 | gene=PVX_101345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2813255-2814966(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101345.1-p1      -            400 240at5820            -           2846     0.029    9.1  31.0   2   2   0.00056     0.076    7.7  20.1  1242  1326   238   317   215   346 0.35 | transcript=PVX_101345.1 | gene=PVX_101345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2813255-2814966(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122995.1-p1      -            436 240at5820            -           2846     0.045    8.5  14.3   1   1   0.00044      0.06    8.1  14.3  1238  1355    72   191    61   199 0.53 | transcript=PVX_122995.1 | gene=PVX_122995 | organism=Plasmodium_vivax_Sal-1 | gene_product=transporter, putative | transcript_product=transporter, putative | location=Pv_Sal1_chr14:1058168-1059478(-) | protein_length=436 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121912.1-p1      -            382 240at5820            -           2846     0.048    8.4  41.2   1   2   1.9e-05    0.0025   12.6  34.3  1193  1348    75   229    15   266 0.39 | transcript=PVX_121912.1 | gene=PVX_121912 | organism=Plasmodium_vivax_Sal-1 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=Pv_Sal1_chr14:87536-89021(+) | protein_length=382 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_121912.1-p1      -            382 240at5820            -           2846     0.048    8.4  41.2   2   2      0.13        17   -0.1   0.5   228   304   299   376   284   381 0.57 | transcript=PVX_121912.1 | gene=PVX_121912 | organism=Plasmodium_vivax_Sal-1 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=Pv_Sal1_chr14:87536-89021(+) | protein_length=382 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_110955.1-p1      -            439 240at5820            -           2846     0.067    7.9  27.2   1   1   0.00063     0.085    7.6  27.2  1210  1338   247   377   219   411 0.44 | transcript=PVX_110955.1 | gene=PVX_110955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:826012-827331(+) | protein_length=439 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098655.1-p1      -            304 240at5820            -           2846      0.11    7.2  19.7   1   1     0.001      0.14    6.9  19.7  1094  1292    96   301    91   304 0.39 | transcript=PVX_098655.1 | gene=PVX_098655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:98585-99675(+) | protein_length=304 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097735.1-p1      -            299 240at5820            -           2846      0.15    6.7  56.3   1   1    0.0013      0.17    6.6  56.3  1152  1333    51   234    16   283 0.45 | transcript=PVX_097735.1 | gene=PVX_097735 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr10:1209374-1210273(-) | protein_length=299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093530.1-p1      -            627 240at5820            -           2846      0.16    6.6   7.3   1   1    0.0016      0.22    6.2   7.3  1149  1312   245   410   225   504 0.47 | transcript=PVX_093530.1 | gene=PVX_093530 | organism=Plasmodium_vivax_Sal-1 | gene_product=pseudouridylate synthase 1, putative | transcript_product=pseudouridylate synthase 1, putative | location=Pv_Sal1_chr01:602158-604198(+) | protein_length=627 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123325.1-p1      -            371 240at5820            -           2846       0.2    6.3  40.5   1   1    0.0022      0.29    5.8  40.5  1198  1405    17   212     2   226 0.46 | transcript=PVX_123325.1 | gene=PVX_123325 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1355876-1356991(+) | protein_length=371 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086920.1-p1      -            282 240at5820            -           2846      0.24    6.1  33.8   1   1    0.0021      0.28    5.8  33.8  1139  1328    57   251    32   278 0.51 | transcript=PVX_086920.1 | gene=PVX_086920 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr07:1380491-1381592(-) | protein_length=282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096355.1-p1      -            855 240at5820            -           2846      0.25    6.0   5.0   1   1    0.0025      0.33    5.6   5.0  1190  1309   596   714   562   779 0.39 | transcript=PVX_096355.1 | gene=PVX_096355 | organism=Plasmodium_vivax_Sal-1 | gene_product=actin-related protein, putative | transcript_product=actin-related protein, putative | location=Pv_Sal1_chr03:578675-581242(+) | protein_length=855 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081435.1-p1      -           1208 240at5820            -           2846      0.32    5.7  47.9   1   2   8.8e-06    0.0012   13.7  36.9  1197  1305   488   599   468   650 0.49 | transcript=PVX_081435.1 | gene=PVX_081435 | organism=Plasmodium_vivax_Sal-1 | gene_product=ribosome biogenesis protein BMS1, putative | transcript_product=ribosome biogenesis protein BMS1, putative | location=Pv_Sal1_chr02:339475-343101(-) | protein_length=1208 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081435.1-p1      -           1208 240at5820            -           2846      0.32    5.7  47.9   2   2       1.1   1.5e+02   -3.2   3.2   625   641  1117  1133   967  1199 0.57 | transcript=PVX_081435.1 | gene=PVX_081435 | organism=Plasmodium_vivax_Sal-1 | gene_product=ribosome biogenesis protein BMS1, putative | transcript_product=ribosome biogenesis protein BMS1, putative | location=Pv_Sal1_chr02:339475-343101(-) | protein_length=1208 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089765.1-p1      -            428 240at5820            -           2846       1.4    3.5  27.3   1   1     0.017       2.3    2.8  27.3  1219  1301    86   166    37   207 0.51 | transcript=PVX_089765.1 | gene=PVX_089765 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAD protein (Pv-fam-e) | transcript_product=RAD protein (Pv-fam-e) | location=Pv_Sal1_chr05:815232-816708(-) | protein_length=428 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101375.1-p1      -             58 240at5820            -           2846       1.7    3.3   8.8   1   1     0.013       1.8    3.2   8.8  1294  1332    15    53    10    58 0.27 | transcript=PVX_101375.1 | gene=PVX_101375 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr14:2835429-2835762(+) | protein_length=58 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118540.1-p1      -            356 240at5820            -           2846       1.7    3.2  19.9   1   1     0.016       2.2    2.9  19.9  1239  1375    37   174    20   186 0.42 | transcript=PVX_118540.1 | gene=PVX_118540 | organism=Plasmodium_vivax_Sal-1 | gene_product=copper transporter, putative | transcript_product=copper transporter, putative | location=Pv_Sal1_chr12:2816415-2817650(-) | protein_length=356 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 240at5820            -           2846       1.9    3.1  25.7   1   1     0.019       2.5    2.7  25.7  1236  1347    34   143     3   167 0.46 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101130.1-p1      -            205 240at5820            -           2846       2.1    3.0  30.4   1   1     0.018       2.4    2.7  30.4   395  1317    37   166    21   202 0.36 | transcript=PVX_101130.1 | gene=PVX_101130 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2662851-2663816(+) | protein_length=205 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087905.1-p1      -            325 240at5820            -           2846       2.4    2.7  15.0   1   1      0.02       2.8    2.6  15.0  1150  1317    20   193    10   263 0.40 | transcript=PVX_087905.1 | gene=PVX_087905 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:278555-279532(+) | protein_length=325 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122365.1-p1      -            158 240at5820            -           2846       2.8    2.6  21.1   1   1      0.02       2.7    2.6  21.1  1243  1311    89   154    45   158 0.42 | transcript=PVX_122365.1 | gene=PVX_122365 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:516583-517059(-) | protein_length=158 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082700.1-p1      -            420 240at5820            -           2846       3.3    2.3  23.4   1   1     0.033       4.4    1.9  23.4  1147  1289    62   215    41   253 0.39 | transcript=PVX_082700.1 | gene=PVX_082700 | organism=Plasmodium_vivax_Sal-1 | gene_product=merozoite surface protein 7 (MSP7) | transcript_product=merozoite surface protein 7 (MSP7) | location=Pv_Sal1_chr12:755053-756315(+) | protein_length=420 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088840.1-p1      -            394 240at5820            -           2846       3.6    2.2  17.4   1   1     0.032       4.4    1.9  17.4  1218  1312   129   243    86   314 0.44 | transcript=PVX_088840.1 | gene=PVX_088840 | organism=Plasmodium_vivax_Sal-1 | gene_product=Phist protein (Pf-fam-b) | transcript_product=Phist protein (Pf-fam-b) | location=Pv_Sal1_chr05:69351-70791(-) | protein_length=394 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089980.1-p1      -            612 240at5820            -           2846       4.1    2.0  21.0   1   1     0.043       5.8    1.5  21.0  1151  1287   106   248    27   326 0.61 | transcript=PVX_089980.1 | gene=PVX_089980 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-related protein kinase 1, putative | transcript_product=cdc2-related protein kinase 1, putative | location=Pv_Sal1_chr05:1000516-1002354(-) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098023.1-p1      -            143 240at5820            -           2846         6    1.4  18.8   1   1     0.045       6.1    1.4  18.8  1229  1293    48   112     2   136 0.38 | transcript=PVX_098023.1 | gene=PVX_098023 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:962975-963665(+) | protein_length=143 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086225.1-p1      -            132 240at5820            -           2846       6.1    1.4  22.0   1   1     0.047       6.4    1.4  22.0  1253  1330    13    89     1   110 0.37 | transcript=PVX_086225.1 | gene=PVX_086225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1932389-1932922(-) | protein_length=132 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091935.1-p1      -            318 240at5820            -           2846       8.3    1.0  41.0   1   1     0.068       9.2    0.8  41.0  1160  1314    66   218    37   307 0.51 | transcript=PVX_091935.1 | gene=PVX_091935 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:961146-962508(+) | protein_length=318 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085990.1-p1      -            219 240at5820            -           2846       8.4    1.0   7.5   1   1     0.073       9.8    0.7   7.5  1231  1317    65   149    38   173 0.33 | transcript=PVX_085990.1 | gene=PVX_085990 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1716344-1717362(+) | protein_length=219 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099530.1-p1      -           1015 240at5820            -           2846       9.4    0.8  21.7   1   1     0.098        13    0.3  21.7  1258  1290   487   519   471   535 0.39 | transcript=PVX_099530.1 | gene=PVX_099530 | organism=Plasmodium_vivax_Sal-1 | gene_product=para-aminobenzoic acid synthetase, putative | transcript_product=para-aminobenzoic acid synthetase, putative | location=Pv_Sal1_chr07:848808-852326(+) | protein_length=1015 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
