#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_097775.1-p1      -            522 6576at5820           -            385  5.9e-200  662.3  28.6   1   2   2.5e-52   3.9e-50  169.1   1.3    12   121    86   203    84   212 0.91 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082565.1-p1      -            489 6576at5820           -            385   1.2e-20   72.0   0.2   3   3   2.5e-14   3.9e-12   44.0   0.2   245   347   318   423   277   439 0.83 | transcript=PVX_082565.1 | gene=PVX_082565 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase domain containing protein | transcript_product=DEAD/DEAH box helicase domain containing protein | location=Pv_Sal1_chr12:833924-835393(+) | protein_length=489 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002620.1-p1      -            539 6576at5820           -            385   2.1e-20   71.2   8.2   1   1     6e-21   9.1e-19   65.8   8.2    18   347   132   476   127   502 0.77 | transcript=PVX_002620.1 | gene=PVX_002620 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr04:143557-145176(+) | protein_length=539 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123240.1-p1      -            923 6576at5820           -            385   5.4e-20   69.9  12.3   1   2   3.6e-06   0.00055   17.2   0.2    23    84   345   406   338   449 0.88 | transcript=PVX_123240.1 | gene=PVX_123240 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr14:1263307-1266078(-) | protein_length=923 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123240.1-p1      -            923 6576at5820           -            385   5.4e-20   69.9  12.3   2   2   1.5e-17   2.3e-15   54.6   6.7   113   348   479   730   466   740 0.70 | transcript=PVX_123240.1 | gene=PVX_123240 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr14:1263307-1266078(-) | protein_length=923 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095155.1-p1      -            761 6576at5820           -            385   1.2e-19   68.7  21.7   1   2   2.6e-06    0.0004   17.6   0.2    24    85   260   321   240   324 0.89 | transcript=PVX_095155.1 | gene=PVX_095155 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr08:847616-850138(-) | protein_length=761 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095155.1-p1      -            761 6576at5820           -            385   1.2e-19   68.7  21.7   2   2   7.6e-17   1.2e-14   52.3  16.4   114   361   427   670   416   699 0.73 | transcript=PVX_095155.1 | gene=PVX_095155 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr08:847616-850138(-) | protein_length=761 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 6576at5820           -            385   1.3e-19   68.6  18.3   1   4   2.9e-05    0.0045   14.2   0.7    18   104   142   230   136   274 0.83 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 6576at5820           -            385   1.3e-19   68.6  18.3   2   4      0.01       1.6    5.8   0.2   115   169   505   558   499   571 0.78 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 6576at5820           -            385   1.3e-19   68.6  18.3   3   4   9.8e-19   1.5e-16   58.5   2.8   236   336   888   990   875  1004 0.92 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 6576at5820           -            385   1.3e-19   68.6  18.3   4   4       9.8   1.5e+03   -4.0   0.1   359   381  1078  1100  1068  1101 0.76 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117030.1-p1      -            398 6576at5820           -            385   1.8e-19   68.1   0.5   1   1   1.8e-19   2.8e-17   60.9   0.5    18   348    23   369    20   389 0.70 | transcript=PVX_117030.1 | gene=PVX_117030 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr12:1473842-1475384(-) | protein_length=398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003945.1-p1      -            473 6576at5820           -            385   4.6e-18   63.5   0.9   1   2     0.044       6.8    3.7   0.0    20    80    61   121    55   128 0.89 | transcript=PVX_003945.1 | gene=PVX_003945 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=Pv_Sal1_chr04:475709-477283(+) | protein_length=473 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003945.1-p1      -            473 6576at5820           -            385   4.6e-18   63.5   0.9   2   2   6.8e-18     1e-15   55.7   2.8   115   344   214   437   197   453 0.80 | transcript=PVX_003945.1 | gene=PVX_003945 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=Pv_Sal1_chr04:475709-477283(+) | protein_length=473 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 6576at5820           -            385   6.5e-18   63.0   0.0   1   2     0.012       1.8    5.6   0.0    19    77   219   277   217   318 0.89 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 6576at5820           -            385   6.5e-18   63.0   0.0   2   2   1.2e-17   1.8e-15   55.0   0.0   114   349   351   579   339   595 0.85 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001940.1-p1      -            623 6576at5820           -            385   2.6e-17   61.0   0.5   1   1   3.2e-19   4.9e-17   60.1   0.5   110   348   292   534   277   548 0.81 | transcript=PVX_001940.1 | gene=PVX_001940 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr06:263982-265853(-) | protein_length=623 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080320.1-p1      -           1006 6576at5820           -            385   2.7e-17   61.0   0.2   1   3    0.0092       1.4    5.9   0.0    24    80   587   643   581   675 0.92 | transcript=PVX_080320.1 | gene=PVX_080320 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DDX23, putative | transcript_product=ATP-dependent RNA helicase DDX23, putative | location=Pv_Sal1_chr10:579004-582024(+) | protein_length=1006 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080320.1-p1      -           1006 6576at5820           -            385   2.7e-17   61.0   0.2   2   3    0.0011      0.18    8.9   0.0   114   172   708   764   701   774 0.87 | transcript=PVX_080320.1 | gene=PVX_080320 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DDX23, putative | transcript_product=ATP-dependent RNA helicase DDX23, putative | location=Pv_Sal1_chr10:579004-582024(+) | protein_length=1006 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080320.1-p1      -           1006 6576at5820           -            385   2.7e-17   61.0   0.2   3   3   9.2e-14   1.4e-11   42.1   0.1   230   344   838   953   827   977 0.78 | transcript=PVX_080320.1 | gene=PVX_080320 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DDX23, putative | transcript_product=ATP-dependent RNA helicase DDX23, putative | location=Pv_Sal1_chr10:579004-582024(+) | protein_length=1006 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101465.1-p1      -            737 6576at5820           -            385   8.3e-17   59.4  19.1   1   1     9e-16   1.4e-13   48.7  19.1    16   372   102   510    98   532 0.61 | transcript=PVX_101465.1 | gene=PVX_101465 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2908927-2911140(+) | protein_length=737 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090175.1-p1      -            388 6576at5820           -            385   1.3e-16   58.8   3.1   1   1   1.4e-16   2.1e-14   51.4   3.1    19   360    16   374    11   380 0.73 | transcript=PVX_090175.1 | gene=PVX_090175 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic initiation factor, putative | transcript_product=eukaryotic initiation factor, putative | location=Pv_Sal1_chr05:1214128-1215294(+) | protein_length=388 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097785.1-p1      -            720 6576at5820           -            385   2.7e-16   57.7   4.8   1   3      0.11        17    2.3   0.0    25    83   133   191   123   195 0.82 | transcript=PVX_097785.1 | gene=PVX_097785 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1166142-1168304(-) | protein_length=720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097785.1-p1      -            720 6576at5820           -            385   2.7e-16   57.7   4.8   2   3   1.8e-18   2.7e-16   57.7   4.8   114   349   275   508   238   528 0.83 | transcript=PVX_097785.1 | gene=PVX_097785 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1166142-1168304(-) | protein_length=720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097785.1-p1      -            720 6576at5820           -            385   2.7e-16   57.7   4.8   3   3       5.2   7.9e+02   -3.1   0.3   114   143   641   672   616   689 0.65 | transcript=PVX_097785.1 | gene=PVX_097785 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1166142-1168304(-) | protein_length=720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118230.1-p1      -            791 6576at5820           -            385   2.3e-15   54.6  19.1   1   3   3.6e-06   0.00056   17.1   0.3    23    84   245   307   232   311 0.87 | transcript=PVX_118230.1 | gene=PVX_118230 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr12:2519590-2522382(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118230.1-p1      -            791 6576at5820           -            385   2.3e-15   54.6  19.1   2   3     4e-05    0.0062   13.7   0.7   113   169   370   429   332   467 0.81 | transcript=PVX_118230.1 | gene=PVX_118230 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr12:2519590-2522382(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118230.1-p1      -            791 6576at5820           -            385   2.3e-15   54.6  19.1   3   3   1.6e-09   2.4e-07   28.2   4.8   267   367   596   698   540   708 0.70 | transcript=PVX_118230.1 | gene=PVX_118230 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr12:2519590-2522382(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111150.1-p1      -           1015 6576at5820           -            385   2.3e-15   54.6   5.6   1   2     0.069        11    3.0   0.0    43    86   650   693   631   698 0.79 | transcript=PVX_111150.1 | gene=PVX_111150 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr06:681635-685749(+) | protein_length=1015 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111150.1-p1      -           1015 6576at5820           -            385   2.3e-15   54.6   5.6   2   2   1.5e-16   2.4e-14   51.3   3.5   111   361   755  1002   715  1007 0.78 | transcript=PVX_111150.1 | gene=PVX_111150 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr06:681635-685749(+) | protein_length=1015 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117510.1-p1      -            787 6576at5820           -            385   5.1e-15   53.5   8.4   1   2   1.2e-12   1.8e-10   38.5   1.9    13   122   367   478   361   556 0.89 | transcript=PVX_117510.1 | gene=PVX_117510 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=Pv_Sal1_chr12:1917920-1920283(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117510.1-p1      -            787 6576at5820           -            385   5.1e-15   53.5   8.4   2   2   0.00011     0.017   12.3   0.6   285   320   670   707   610   777 0.83 | transcript=PVX_117510.1 | gene=PVX_117510 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=Pv_Sal1_chr12:1917920-1920283(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088190.1-p1      -           1266 6576at5820           -            385   9.7e-15   52.6   8.1   1   3   1.6e-05    0.0024   15.0   0.0    17    82    26    91    22    99 0.89 | transcript=PVX_088190.1 | gene=PVX_088190 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr01:487423-491223(+) | protein_length=1266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088190.1-p1      -           1266 6576at5820           -            385   9.7e-15   52.6   8.1   2   3    0.0028      0.43    7.6   0.5   141   182   288   329   280   344 0.84 | transcript=PVX_088190.1 | gene=PVX_088190 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr01:487423-491223(+) | protein_length=1266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088190.1-p1      -           1266 6576at5820           -            385   9.7e-15   52.6   8.1   3   3     2e-10     3e-08   31.2   2.2   212   340   570   701   560   723 0.86 | transcript=PVX_088190.1 | gene=PVX_088190 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr01:487423-491223(+) | protein_length=1266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000990.1-p1      -            548 6576at5820           -            385   9.9e-15   52.5  31.5   1   2   8.5e-06    0.0013   15.9   1.0    57   109   137   193    99   220 0.80 | transcript=PVX_000990.1 | gene=PVX_000990 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase protein, putative | transcript_product=ATP-dependent RNA helicase protein, putative | location=Pv_Sal1_chr03:130416-132387(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000990.1-p1      -            548 6576at5820           -            385   9.9e-15   52.5  31.5   2   2   3.5e-13   5.3e-11   40.2  24.3   113   363   225   494   205   513 0.65 | transcript=PVX_000990.1 | gene=PVX_000990 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase protein, putative | transcript_product=ATP-dependent RNA helicase protein, putative | location=Pv_Sal1_chr03:130416-132387(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085535.1-p1      -            877 6576at5820           -            385   1.3e-13   48.8  35.8   1   2     0.012       1.9    5.5   1.7    17   117   133   239   123   245 0.82 | transcript=PVX_085535.1 | gene=PVX_085535 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1250580-1253375(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085535.1-p1      -            877 6576at5820           -            385   1.3e-13   48.8  35.8   2   2   1.1e-15   1.6e-13   48.5  26.6   114   375   257   520   248   528 0.82 | transcript=PVX_085535.1 | gene=PVX_085535 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1250580-1253375(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089015.1-p1      -           1181 6576at5820           -            385   4.8e-13   47.0  10.7   1   2     0.087        13    2.7   1.4    56   122   205   276   167   291 0.75 | transcript=PVX_089015.1 | gene=PVX_089015 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=Pv_Sal1_chr05:224462-228007(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089015.1-p1      -           1181 6576at5820           -            385   4.8e-13   47.0  10.7   2   2   3.2e-15   4.8e-13   47.0  10.7   113   337   288   509   278   540 0.86 | transcript=PVX_089015.1 | gene=PVX_089015 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=Pv_Sal1_chr05:224462-228007(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080160.1-p1      -            816 6576at5820           -            385   1.4e-12   45.4  27.3   1   3   1.3e-06    0.0002   18.6   0.0    19    77     3    61     1    75 0.91 | transcript=PVX_080160.1 | gene=PVX_080160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr10:441543-443993(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080160.1-p1      -            816 6576at5820           -            385   1.4e-12   45.4  27.3   2   3    0.0045      0.69    6.9   9.5   114   227   383   495   375   520 0.69 | transcript=PVX_080160.1 | gene=PVX_080160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr10:441543-443993(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080160.1-p1      -            816 6576at5820           -            385   1.4e-12   45.4  27.3   3   3     3e-07   4.6e-05   20.7  12.1   224   336   543   676   499   691 0.69 | transcript=PVX_080160.1 | gene=PVX_080160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr10:441543-443993(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
