#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8   1  29   1.6e-22   8.8e-19   63.5   0.2    33    86   165   218   161   223 0.95 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  12  29   8.4e-78   4.6e-74  247.0  25.6  2301  2554  3129  3475  3116  3478 0.78 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  13  29     3e-16   1.6e-12   42.7   3.8  2556  2647  3522  3658  3509  3671 0.70 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  14  29   5.9e-08   0.00032   15.1   0.3  2645  2674  3713  3742  3700  3749 0.88 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  15  29   2.2e-06     0.012    9.9   0.2  2671  2703  3780  3817  3777  3823 0.90 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  16  29   2.4e-14   1.3e-10   36.3   4.0  2703  2740  3872  3909  3870  3913 0.94 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  17  29   2.6e-17   1.4e-13   46.2   0.1  2736  2784  3938  3986  3934  3993 0.93 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  18  29   3.5e-14     2e-10   35.8   0.1  2785  2822  4016  4053  4009  4061 0.92 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  19  29   3.5e-27   1.9e-23   79.0   0.9  2819  2894  4130  4217  4126  4233 0.89 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  20  29   1.5e-14   8.1e-11   37.0   0.0  2892  2974  4245  4354  4237  4359 0.76 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  21  29   7.8e-79   4.3e-75  250.4  11.1  2969  3187  4409  4672  4401  4676 0.87 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  22  29   1.8e-53     1e-49  166.2   4.8  3182  3308  4701  4833  4697  4843 0.93 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  23  29  6.3e-108  3.5e-104  347.0  19.8  3309  3569  4882  5177  4877  5182 0.91 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  24  29   2.1e-72   1.1e-68  229.1   7.4  3564  3702  5211  5349  5208  5354 0.97 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  25  29  4.3e-129  2.4e-125  417.2  11.6  3702  4050  5436  5852  5429  5855 0.86 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  26  29   3.1e-97   1.7e-93  311.5  24.4  4051  4351  5886  6210  5866  6227 0.72 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  27  29   1.8e-11   9.7e-08   26.8  21.4  4234  4366  6231  6369  6189  6380 0.70 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  28  29   3.5e-17   1.9e-13   45.8  23.7  4315  4429  6668  6781  6557  6795 0.63 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084810.1-p1      -           7326 40at5820             -           4729         0 6821.3 415.8  29  29  9.5e-197  5.3e-193  641.8  21.6  4371  4729  6944  7326  6805  7326 0.76 | transcript=PVX_084810.1 | gene=PVX_084810 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=Pv_Sal1_chr13:651512-673492(+) | protein_length=7326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/40at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/40at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/40at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:12 2026
# [ok]
