#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_124035.1-p1      -            438 9135at5820           -            339  8.5e-173  572.3  43.2   1   2  1.2e-166  7.3e-164  542.9  38.9     1   307     1   335     1   381 0.88 | transcript=PVX_124035.1 | gene=PVX_124035 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1990626-1992189(-) | protein_length=438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099970.1-p1      -            635 9135at5820           -            339   0.00033   18.0  36.3   1   3   1.8e-06    0.0011   16.3  14.9    17   100    69   154    53   157 0.87 | transcript=PVX_099970.1 | gene=PVX_099970 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1144830-1147506(-) | protein_length=635 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099970.1-p1      -            635 9135at5820           -            339   0.00033   18.0  36.3   2   3   3.8e-05     0.023   12.0  13.7    19    83   140   206   136   218 0.88 | transcript=PVX_099970.1 | gene=PVX_099970 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1144830-1147506(-) | protein_length=635 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099970.1-p1      -            635 9135at5820           -            339   0.00033   18.0  36.3   3   3      0.12        76    0.4   0.3   293   337   571   615   559   617 0.76 | transcript=PVX_099970.1 | gene=PVX_099970 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1144830-1147506(-) | protein_length=635 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084925.1-p1      -           1499 9135at5820           -            339    0.0011   16.3  62.1   1   7   6.4e-06    0.0039   14.5   2.8    40    78    68   106    32   111 0.84 | transcript=PVX_084925.1 | gene=PVX_084925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:773964-781222(+) | protein_length=1499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084925.1-p1      -           1499 9135at5820           -            339    0.0011   16.3  62.1   2   7    0.0012      0.72    7.1   3.1    45   175   118   248   109   272 0.73 | transcript=PVX_084925.1 | gene=PVX_084925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:773964-781222(+) | protein_length=1499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084925.1-p1      -           1499 9135at5820           -            339    0.0011   16.3  62.1   3   7    0.0016      0.99    6.6   0.1    24   125   789   896   777   925 0.68 | transcript=PVX_084925.1 | gene=PVX_084925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:773964-781222(+) | protein_length=1499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084925.1-p1      -           1499 9135at5820           -            339    0.0011   16.3  62.1   4   7     0.088        54    0.9  14.7    25   159  1008  1142   989  1159 0.78 | transcript=PVX_084925.1 | gene=PVX_084925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:773964-781222(+) | protein_length=1499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084925.1-p1      -           1499 9135at5820           -            339    0.0011   16.3  62.1   5   7      0.41   2.5e+02   -1.3   0.3    64   100  1167  1203  1146  1227 0.56 | transcript=PVX_084925.1 | gene=PVX_084925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:773964-781222(+) | protein_length=1499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084925.1-p1      -           1499 9135at5820           -            339    0.0011   16.3  62.1   6   7    0.0049         3    5.0   1.8    22    78  1245  1303  1236  1309 0.61 | transcript=PVX_084925.1 | gene=PVX_084925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:773964-781222(+) | protein_length=1499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084925.1-p1      -           1499 9135at5820           -            339    0.0011   16.3  62.1   7   7   0.00023      0.14    9.4   0.9    45    92  1314  1361  1308  1369 0.84 | transcript=PVX_084925.1 | gene=PVX_084925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:773964-781222(+) | protein_length=1499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117875.1-p1      -            361 9135at5820           -            339    0.0019   15.5  47.1   1   4    0.0019       1.2    6.4   7.6    27    81    17    73     7    78 0.82 | transcript=PVX_117875.1 | gene=PVX_117875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2212611-2213696(-) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117875.1-p1      -            361 9135at5820           -            339    0.0019   15.5  47.1   2   4    0.0001     0.063   10.5   8.8    37    82    74   118    68   122 0.84 | transcript=PVX_117875.1 | gene=PVX_117875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2212611-2213696(-) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117875.1-p1      -            361 9135at5820           -            339    0.0019   15.5  47.1   3   4   4.3e-05     0.026   11.8   5.6    43    99   123   180   119   200 0.84 | transcript=PVX_117875.1 | gene=PVX_117875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2212611-2213696(-) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117875.1-p1      -            361 9135at5820           -            339    0.0019   15.5  47.1   4   4     0.023        14    2.8   5.3    22    81   192   247   186   277 0.77 | transcript=PVX_117875.1 | gene=PVX_117875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2212611-2213696(-) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9135at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9135at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9135at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:57 2026
# [ok]
