#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_111230.1-p1      -           1500 1709at5820           -            999         0 1631.8  87.3   1   8   4.3e-75   1.2e-71  240.1   3.7     1   143     3   164     3   169 0.89 | transcript=PVX_111230.1 | gene=PVX_111230 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:626038-630540(+) | protein_length=1500 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099040.1-p1      -           1459 1709at5820           -            999   9.5e-11   38.5  72.5   4   5   2.2e-05      0.06    9.3   5.2   771   835  1107  1173  1099  1262 0.59 | transcript=PVX_099040.1 | gene=PVX_099040 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:466666-471045(-) | protein_length=1459 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099040.1-p1      -           1459 1709at5820           -            999   9.5e-11   38.5  72.5   5   5     0.088   2.4e+02   -2.6   0.2   902   927  1327  1352  1322  1360 0.87 | transcript=PVX_099040.1 | gene=PVX_099040 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:466666-471045(-) | protein_length=1459 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1709at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1709at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1709at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:15 2026
# [ok]
