#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_080315.1-p1      -           1240 2329at5820           -            907         0 1410.9  36.6   1   2     3e-23   6.8e-21   72.6   1.2     1    61     1    61     1    93 0.82 | transcript=PVX_080315.1 | gene=PVX_080315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:572047-575769(-) | protein_length=1240 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 2329at5820           -            907     1e-14   52.1   7.0   3   3   7.9e-05     0.018   11.6   0.0   579   692   202   321   198   324 0.73 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 2329at5820           -            907   1.6e-13   48.2  23.1   1   2   2.4e-07   5.4e-05   20.0  17.9   387   646    76   345    28   347 0.52 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 2329at5820           -            907   1.6e-13   48.2  23.1   2   2     6e-11   1.4e-08   31.9   0.3   777   897   346   461   343   468 0.83 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098735.1-p1      -           1013 2329at5820           -            907   1.2e-10   38.7  27.8   1   3   8.3e-08   1.9e-05   21.5   0.5   574   657    92   176    85   199 0.83 | transcript=PVX_098735.1 | gene=PVX_098735 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer complex beta subunit, putative | transcript_product=coatomer complex beta subunit, putative | location=Pv_Sal1_chr07:199603-202644(-) | protein_length=1013 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098735.1-p1      -           1013 2329at5820           -            907   1.2e-10   38.7  27.8   2   3   6.4e-10   1.5e-07   28.5   2.0   792   873   186   263   180   271 0.79 | transcript=PVX_098735.1 | gene=PVX_098735 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer complex beta subunit, putative | transcript_product=coatomer complex beta subunit, putative | location=Pv_Sal1_chr07:199603-202644(-) | protein_length=1013 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098735.1-p1      -           1013 2329at5820           -            907   1.2e-10   38.7  27.8   3   3      0.66   1.5e+02   -1.4  11.1    62   147   874   961   828  1005 0.52 | transcript=PVX_098735.1 | gene=PVX_098735 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer complex beta subunit, putative | transcript_product=coatomer complex beta subunit, putative | location=Pv_Sal1_chr07:199603-202644(-) | protein_length=1013 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 2329at5820           -            907   1.7e-08   31.6   0.2   1   2      0.36        82   -0.5   9.2   542   647   194   324    76   339 0.49 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 2329at5820           -            907   1.7e-08   31.6   0.2   2   2   7.2e-11   1.7e-08   31.6   0.2   577   690   381   494   377   498 0.81 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 2329at5820           -            907   3.1e-07   27.4  32.9   1   3     0.013         3    4.3  14.7   169   344    11   187     7   222 0.66 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 2329at5820           -            907   3.1e-07   27.4  32.9   2   3   5.9e-08   1.4e-05   22.0   1.3   629   685   225   289   206   302 0.79 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 2329at5820           -            907   3.1e-07   27.4  32.9   3   3   0.00013      0.03   10.9   4.1   615   707   303   397   288   425 0.84 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123645.1-p1      -            612 2329at5820           -            907   1.3e-06   25.3  43.9   1   1   1.2e-07   2.8e-05   20.9  43.9   378   871    93   611    49   612 0.56 | transcript=PVX_123645.1 | gene=PVX_123645 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA splicing factor PRP17, putative | transcript_product=pre-mRNA splicing factor PRP17, putative | location=Pv_Sal1_chr14:1616515-1618353(+) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 2329at5820           -            907   2.7e-06   24.3  41.8   1   4    0.0043         1    5.9   3.2   577   611     9    43     5   123 0.78 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 2329at5820           -            907   2.7e-06   24.3  41.8   2   4    0.0013      0.29    7.6   0.1   575   608   126   159   120   176 0.91 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 2329at5820           -            907   2.7e-06   24.3  41.8   3   4   1.1e-05    0.0026   14.4   5.1   565   611   278   323   159   364 0.60 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 2329at5820           -            907   2.7e-06   24.3  41.8   4   4    0.0008      0.18    8.3  15.6   478   651   509   689   341   693 0.58 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097595.1-p1      -            944 2329at5820           -            907   8.1e-06   22.7  20.0   1   2   3.5e-08   8.1e-06   22.7  20.0   464   690    71   333    12   345 0.52 | transcript=PVX_097595.1 | gene=PVX_097595 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1308582-1311416(-) | protein_length=944 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097595.1-p1      -            944 2329at5820           -            907   8.1e-06   22.7  20.0   2   2      0.23        52    0.2  21.2   381   538   606   778   547   800 0.36 | transcript=PVX_097595.1 | gene=PVX_097595 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1308582-1311416(-) | protein_length=944 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083500.1-p1      -            466 2329at5820           -            907   2.6e-05   21.0   0.4   1   1   1.9e-07   4.4e-05   20.3   0.4   610   697   100   192    93   201 0.89 | transcript=PVX_083500.1 | gene=PVX_083500 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:71032-73869(-) | protein_length=466 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118095.1-p1      -           1215 2329at5820           -            907   6.5e-05   19.7   3.5   1   4    0.0031      0.72    6.3   0.1   619   670   104   155    95   175 0.74 | transcript=PVX_118095.1 | gene=PVX_118095 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr12:2406101-2409897(+) | protein_length=1215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118095.1-p1      -           1215 2329at5820           -            907   6.5e-05   19.7   3.5   2   4       0.1        24    1.3   8.3    15   106   332   424   286   465 0.71 | transcript=PVX_118095.1 | gene=PVX_118095 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr12:2406101-2409897(+) | protein_length=1215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118095.1-p1      -           1215 2329at5820           -            907   6.5e-05   19.7   3.5   3   4       0.5   1.1e+02   -1.0   0.1   575   674   606   701   593   711 0.85 | transcript=PVX_118095.1 | gene=PVX_118095 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr12:2406101-2409897(+) | protein_length=1215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118095.1-p1      -           1215 2329at5820           -            907   6.5e-05   19.7   3.5   4   4   2.8e-07   6.5e-05   19.7   3.5   625   696   814   885   804   956 0.75 | transcript=PVX_118095.1 | gene=PVX_118095 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr12:2406101-2409897(+) | protein_length=1215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 2329at5820           -            907   0.00012   18.9   0.7   1   3     0.053        12    2.3   0.2   755   797   340   380   338   403 0.87 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 2329at5820           -            907   0.00012   18.9   0.7   2   3     5e-07   0.00012   18.9   0.7   622   691   418   490   396   502 0.87 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 2329at5820           -            907   0.00012   18.9   0.7   3   3      0.11        26    1.2   0.0   576   609   545   578   541   582 0.91 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 2329at5820           -            907   0.00014   18.6   1.0   1   2      0.73   1.7e+02   -1.5   0.0   637   657   220   240   198   253 0.77 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 2329at5820           -            907   0.00014   18.6   1.0   2   2   6.1e-07   0.00014   18.6   1.0   622   698   325   404   273   411 0.79 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 2329at5820           -            907   0.00029   17.5   0.5   1   6       0.7   1.6e+02   -1.5   0.2   655   741   227   266   192   272 0.61 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 2329at5820           -            907   0.00029   17.5   0.5   2   6      0.94   2.2e+02   -1.9   0.7   445   548   373   383   295   503 0.53 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 2329at5820           -            907   0.00029   17.5   0.5   3   6   1.3e-06   0.00029   17.5   0.5   622   662   574   614   565   627 0.87 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 2329at5820           -            907   0.00029   17.5   0.5   4   6     0.023       5.3    3.5   0.0   851   890   626   667   619   679 0.79 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 2329at5820           -            907   0.00029   17.5   0.5   5   6   0.00015     0.035   10.7   0.1   580   651   687   756   683   762 0.61 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 2329at5820           -            907   0.00029   17.5   0.5   6   6      0.97   2.2e+02   -1.9   5.2   334   460   782   913   768   983 0.53 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082400.1-p1      -           1978 2329at5820           -            907   0.00043   17.0   7.6   1   3       2.4   5.5e+02   -3.2   4.4    69   166   987  1090   946  1099 0.51 | transcript=PVX_082400.1 | gene=PVX_082400 | organism=Plasmodium_vivax_Sal-1 | gene_product=myosin C, putative | transcript_product=myosin C, putative | location=Pv_Sal1_chr12:949287-955759(+) | protein_length=1978 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082400.1-p1      -           1978 2329at5820           -            907   0.00043   17.0   7.6   2   3   0.00033     0.077    9.6   0.0   810   852  1727  1769  1708  1790 0.83 | transcript=PVX_082400.1 | gene=PVX_082400 | organism=Plasmodium_vivax_Sal-1 | gene_product=myosin C, putative | transcript_product=myosin C, putative | location=Pv_Sal1_chr12:949287-955759(+) | protein_length=1978 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082400.1-p1      -           1978 2329at5820           -            907   0.00043   17.0   7.6   3   3   0.00043     0.099    9.2   0.0   638   684  1916  1964  1909  1970 0.92 | transcript=PVX_082400.1 | gene=PVX_082400 | organism=Plasmodium_vivax_Sal-1 | gene_product=myosin C, putative | transcript_product=myosin C, putative | location=Pv_Sal1_chr12:949287-955759(+) | protein_length=1978 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091450.1-p1      -            464 2329at5820           -            907    0.0026   14.4   5.1   1   1   4.6e-05     0.011   12.4   5.1   561   705   256   400   198   411 0.68 | transcript=PVX_091450.1 | gene=PVX_091450 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=Pv_Sal1_chr09:529466-530860(-) | protein_length=464 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 2329at5820           -            907    0.0067   13.1   2.3   1   3     0.022       5.1    3.5   0.0   575   676     4   102     2   147 0.67 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 2329at5820           -            907    0.0067   13.1   2.3   2   3   0.00062      0.14    8.7   0.0   630   687   148   205   136   211 0.92 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 2329at5820           -            907    0.0067   13.1   2.3   3   3      0.92   2.1e+02   -1.8   0.6   798   833   286   322   268   324 0.74 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 2329at5820           -            907     0.095    9.2  10.9   1   2       0.2        46    0.4   0.2   591   652    96   157    56   162 0.67 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 2329at5820           -            907     0.095    9.2  10.9   2   2   8.5e-05      0.02   11.5   5.5   619   707   212   296   176   343 0.82 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124000.1-p1      -            913 2329at5820           -            907      0.17    8.4  18.3   1   1    0.0012      0.28    7.7  18.3    56   141    55   138    18   168 0.46 | transcript=PVX_124000.1 | gene=PVX_124000 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1959895-1962636(-) | protein_length=913 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091935.1-p1      -            318 2329at5820           -            907      0.17    8.4  14.5   1   1   0.00097      0.22    8.0  14.5    50   148    86   193    33   260 0.53 | transcript=PVX_091935.1 | gene=PVX_091935 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:961146-962508(+) | protein_length=318 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
