#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1   1  26   1.6e-86   8.6e-83  276.5  30.1     1   195     1   224     1   229 0.88 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  12  26   8.5e-60   4.7e-56  187.8  10.1  1564  1695  2315  2447  2310  2454 0.94 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  13  26  2.5e-115  1.4e-111  372.1  27.9  1693  1926  2493  2736  2485  2753 0.93 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  14  26   3.2e-44   1.8e-40  136.1   1.5  1921  2017  2774  2871  2765  2882 0.93 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  15  26   1.5e-29   8.4e-26   87.4   7.5  2010  2083  2924  2997  2916  2999 0.95 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  16  26   3.1e-74   1.7e-70  235.7  19.5  2082  2213  3051  3186  3028  3194 0.91 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  17  26   3.2e-60   1.8e-56  189.2   1.0  2214  2335  3227  3358  3215  3363 0.90 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  18  26   3.6e-51     2e-47  159.2   7.5  2333  2432  3390  3498  3386  3505 0.92 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  19  26  6.9e-121  3.8e-117  390.5  28.8  2468  2686  3733  3971  3693  3982 0.91 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  20  26   1.5e-11   8.2e-08   27.7   0.0  2690  2725  4027  4062  4007  4096 0.88 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  21  26   5.6e-85   3.1e-81  271.3  18.1  2732  2918  4191  4409  4166  4447 0.83 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  22  26   9.5e-07    0.0053   11.7   1.5  2909  2947  4449  4487  4443  4497 0.88 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  23  26   1.2e-08   6.7e-05   18.0   1.9  2971  3002  4669  4700  4663  4712 0.87 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  24  26  6.6e-104  3.6e-100  334.2  20.5  2946  3182  4716  4983  4703  5019 0.76 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  25  26   7.8e-57   4.3e-53  178.0  14.9  3202  3305  5082  5195  5025  5200 0.83 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123300.1-p1      -           5323 59at5820             -           3393         0 4923.6 539.1  26  26     2e-51   1.1e-47  160.0   2.6  3306  3393  5236  5323  5234  5323 0.98 | transcript=PVX_123300.1 | gene=PVX_123300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1315302-1331273(+) | protein_length=5323 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/59at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:34 2026
# [ok]
