#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_123360.1-p1      -            586 4915at5820           -            487  6.5e-300  993.0  36.4   1   2   2.2e-07   0.00015   18.8   9.1     1    44     1    43     1    65 0.65 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 4915at5820           -            487   9.5e-11   39.2   6.9   5   7     0.075        52    0.5   0.1   137   196   393   454   387   464 0.70 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 4915at5820           -            487   9.5e-11   39.2   6.9   6   7       2.2   1.5e+03   -4.3   2.3     9    46   563   600   548   616 0.63 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 4915at5820           -            487   9.5e-11   39.2   6.9   7   7       1.5     1e+03   -3.8   0.1   272   304   701   736   694   739 0.58 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 4915at5820           -            487   2.7e-10   37.8  12.5   1   3   2.9e-08     2e-05   21.7   1.1    94   196    83   179    71   195 0.54 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 4915at5820           -            487   2.7e-10   37.8  12.5   2   3   1.5e-06     0.001   16.1   0.4   272   357   200   278   194   285 0.83 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 4915at5820           -            487   2.7e-10   37.8  12.5   3   3   0.00093      0.65    6.8   0.3   309   361   340   390   329   427 0.72 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092185.1-p1      -           2379 4915at5820           -            487   1.2e-06   25.7   0.2   1   2      0.38   2.6e+02   -1.8   0.0   272   308  1324  1362  1317  1365 0.83 | transcript=PVX_092185.1 | gene=PVX_092185 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1154029-1161168(+) | protein_length=2379 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092185.1-p1      -           2379 4915at5820           -            487   1.2e-06   25.7   0.2   2   2   7.9e-09   5.5e-06   23.5   0.1   273   357  1447  1529  1441  1544 0.90 | transcript=PVX_092185.1 | gene=PVX_092185 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1154029-1161168(+) | protein_length=2379 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4915at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4915at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4915at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:36 2026
# [ok]
