#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_083370.1-p1      -           2735 382at5820            -           1675         0 2402.8 193.1   1  16   1.2e-58   6.4e-55  184.6   5.6     1   126     1   133     1   138 0.95 | transcript=PVX_083370.1 | gene=PVX_083370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:162888-171301(+) | protein_length=2735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083370.1-p1      -           2735 382at5820            -           1675         0 2402.8 193.1  15  16  5.3e-113    3e-109  364.7  28.1  1196  1417  2145  2398  2138  2404 0.90 | transcript=PVX_083370.1 | gene=PVX_083370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:162888-171301(+) | protein_length=2735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083370.1-p1      -           2735 382at5820            -           1675         0 2402.8 193.1  16  16  6.8e-144  3.8e-140  467.1  19.6  1412  1675  2441  2708  2435  2708 0.98 | transcript=PVX_083370.1 | gene=PVX_083370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:162888-171301(+) | protein_length=2735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/382at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/382at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/382at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:56 2026
# [ok]
