#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_111040.1-p1      -            470 5771at5820           -            379  6.8e-235  776.9  18.7   1   2  5.7e-130  2.3e-127  423.0   7.2     1   201     2   213     2   219 0.96 | transcript=PVX_111040.1 | gene=PVX_111040 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:765454-767259(+) | protein_length=470 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123350.1-p1      -           1087 5771at5820           -            379   8.3e-08   29.4   3.2   2   2      0.63   2.5e+02   -1.8   0.2   200   221   998  1019   984  1028 0.81 | transcript=PVX_123350.1 | gene=PVX_123350 | organism=Plasmodium_vivax_Sal-1 | gene_product=bromodomain protein, putative | transcript_product=bromodomain protein, putative | location=Pv_Sal1_chr14:1377761-1381024(-) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089200.1-p1      -           1521 5771at5820           -            379     1e-07   29.2   1.1   1   2       1.5   6.1e+02   -3.0   0.2   339   368  1357  1386  1337  1388 0.80 | transcript=PVX_089200.1 | gene=PVX_089200 | organism=Plasmodium_vivax_Sal-1 | gene_product=histone acetyltransferase GCN5, putative | transcript_product=histone acetyltransferase GCN5, putative | location=Pv_Sal1_chr05:372793-378014(-) | protein_length=1521 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089200.1-p1      -           1521 5771at5820           -            379     1e-07   29.2   1.1   2   2   3.6e-10   1.4e-07   28.7   0.0   282   334  1444  1497  1402  1509 0.83 | transcript=PVX_089200.1 | gene=PVX_089200 | organism=Plasmodium_vivax_Sal-1 | gene_product=histone acetyltransferase GCN5, putative | transcript_product=histone acetyltransferase GCN5, putative | location=Pv_Sal1_chr05:372793-378014(-) | protein_length=1521 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122515.1-p1      -            400 5771at5820           -            379   2.4e-07   27.9   5.5   1   2   6.1e-10   2.4e-07   27.9   5.5    12   194     7   186     4   200 0.74 | transcript=PVX_122515.1 | gene=PVX_122515 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:652051-653253(-) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122515.1-p1      -            400 5771at5820           -            379   2.4e-07   27.9   5.5   2   2      0.53   2.1e+02   -1.5   4.3   140   278   200   339   185   392 0.68 | transcript=PVX_122515.1 | gene=PVX_122515 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:652051-653253(-) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091585.1-p1      -            366 5771at5820           -            379   1.4e-06   25.4   0.1   1   1     6e-09   2.4e-06   24.6   0.1    84   141   289   346   268   357 0.89 | transcript=PVX_091585.1 | gene=PVX_091585 | organism=Plasmodium_vivax_Sal-1 | gene_product=acyl-CoA-binding protein, putative | transcript_product=acyl-CoA-binding protein, putative | location=Pv_Sal1_chr09:628205-629305(-) | protein_length=366 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081275.1-p1      -           1548 5771at5820           -            379   3.6e-06   24.1   0.1   1   1   1.6e-08   6.2e-06   23.3   0.1   252   329   813   897   798   907 0.72 | transcript=PVX_081275.1 | gene=PVX_081275 | organism=Plasmodium_vivax_Sal-1 | gene_product=bromodomain protein, putative | transcript_product=bromodomain protein, putative | location=Pv_Sal1_chr02:220272-225077(-) | protein_length=1548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097965.1-p1      -           1569 5771at5820           -            379     9e-05   19.5   0.1   1   2       1.7   6.5e+02   -3.1   0.0    82   109   862   889   853   902 0.52 | transcript=PVX_097965.1 | gene=PVX_097965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1013578-1018287(-) | protein_length=1569 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097965.1-p1      -           1569 5771at5820           -            379     9e-05   19.5   0.1   2   2   6.5e-07   0.00026   17.9   0.0    72   184  1188  1301  1159  1322 0.82 | transcript=PVX_097965.1 | gene=PVX_097965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1013578-1018287(-) | protein_length=1569 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089105.1-p1      -            185 5771at5820           -            379   0.00011   19.2   3.6   1   2   2.7e-07   0.00011   19.2   3.6    75   178    40   145    20   154 0.86 | transcript=PVX_089105.1 | gene=PVX_089105 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:309875-311318(-) | protein_length=185 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089105.1-p1      -            185 5771at5820           -            379   0.00011   19.2   3.6   2   2      0.37   1.4e+02   -1.0   0.0   141   162   152   173   148   180 0.84 | transcript=PVX_089105.1 | gene=PVX_089105 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:309875-311318(-) | protein_length=185 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116745.1-p1      -            641 5771at5820           -            379    0.0017   15.2   0.1   1   1   2.3e-05    0.0089   12.9   0.0    96   171    62   137    48   169 0.65 | transcript=PVX_116745.1 | gene=PVX_116745 | organism=Plasmodium_vivax_Sal-1 | gene_product=palmitoyltransferase, putative | transcript_product=palmitoyltransferase, putative | location=Pv_Sal1_chr12:1236744-1239509(-) | protein_length=641 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5771at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5771at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5771at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:15 2026
# [ok]
