#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1   1  12   1.6e-48   4.4e-45  152.1  19.1     1   160     1   190     1   209 0.81 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082350.1-p1      -           2280 576at5820            -           1368         0 1853.2 279.1  12  12     7e-53   1.9e-49  166.5  25.9  1233  1368  2135  2280  2134  2280 0.87 | transcript=PVX_082350.1 | gene=PVX_082350 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1000645-1007487(+) | protein_length=2280 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082938.1-p1      -           1181 576at5820            -           1368   1.8e-28   97.0  16.0   1   5     0.072     2e+02   -2.5   6.1   218   310    52   143    40   160 0.73 | transcript=PVX_082938.1 | gene=PVX_082938 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:570102-573647(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082938.1-p1      -           1181 576at5820            -           1368   1.8e-28   97.0  16.0   2   5      0.33   9.2e+02   -4.7   1.6   292   330   265   303   211   320 0.55 | transcript=PVX_082938.1 | gene=PVX_082938 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:570102-573647(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082938.1-p1      -           1181 576at5820            -           1368   1.8e-28   97.0  16.0   3   5      0.29     8e+02   -4.6   0.6  1106  1141   555   590   537   609 0.59 | transcript=PVX_082938.1 | gene=PVX_082938 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:570102-573647(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082938.1-p1      -           1181 576at5820            -           1368   1.8e-28   97.0  16.0   4   5     0.004        11    1.6   0.6   672   730   711   764   705   779 0.85 | transcript=PVX_082938.1 | gene=PVX_082938 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:570102-573647(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082938.1-p1      -           1181 576at5820            -           1368   1.8e-28   97.0  16.0   5   5   6.5e-32   1.8e-28   97.0  16.0   738   898   873  1034   838  1071 0.93 | transcript=PVX_082938.1 | gene=PVX_082938 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:570102-573647(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/576at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:14 2026
# [ok]
