#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3   1  30    1e-164  5.7e-161  535.4  19.6     1   249     1   249     1   285 0.96 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  12  30   8.4e-82   4.6e-78  260.2   8.8  1441  1622  2349  2573  2343  2592 0.88 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  13  30   3.6e-34     2e-30  102.1   1.5  1631  1716  2637  2722  2626  2737 0.85 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  14  30   1.8e-19     1e-15   53.3   0.0  1694  1748  2785  2839  2778  2848 0.84 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  15  30  4.3e-106  2.4e-102  340.8  10.9  1745  1982  2903  3167  2900  3178 0.85 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  16  30   5.4e-32     3e-28   94.9   2.5  1950  2049  3211  3315  3201  3319 0.79 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  17  30   2.2e-09   1.2e-05   19.8   0.1  2062  2098  3510  3546  3500  3555 0.91 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  18  30  8.2e-174  4.6e-170  565.6  36.0  2092  2393  3573  3887  3565  3892 0.95 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  19  30  8.1e-134  4.5e-130  432.8  19.7  2396  2637  3971  4218  3962  4223 0.91 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  20  30  2.5e-177  1.4e-173  577.3  44.2  2624  2994  4250  4675  4237  4693 0.86 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  21  30   2.3e-54   1.3e-50  169.1  11.7  2989  3133  4776  4932  4756  4937 0.81 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  22  30   6.9e-85   3.8e-81  270.4   9.1  3130  3273  5039  5182  5033  5193 0.96 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  23  30   2.1e-98   1.2e-94  315.3   9.4  3268  3418  5237  5387  5224  5400 0.94 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  24  30  2.7e-106  1.5e-102  341.5  16.0  3403  3624  5440  5671  5435  5679 0.85 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  25  30   2.9e-64   1.6e-60  202.0  15.2  3620  3766  5714  5860  5710  5875 0.91 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  26  30   5.7e-68   3.2e-64  214.3   6.1  3750  3877  5912  6044  5900  6056 0.89 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  27  30   1.5e-89   8.4e-86  285.9  12.9  3868  4041  6096  6269  6078  6293 0.91 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  28  30   8.8e-06     0.049    7.8   0.0  4035  4061  6314  6340  6308  6346 0.91 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  29  30         0         0 1061.3  50.8  4058  4599  6462  7030  6450  7036 0.95 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083085.1-p1      -           7255 18at5820             -           4644         0 7633.2 565.3  30  30   7.3e-24     4e-20   67.9   6.6  4590  4644  7201  7255  7170  7255 0.87 | transcript=PVX_083085.1 | gene=PVX_083085 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:422873-444640(+) | protein_length=7255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/18at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:16 2026
# [ok]
