#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_083315.1-p1      -           3459 359at5820            -           1865         0 2784.2 251.7   1  15   3.4e-29   1.9e-25   86.8   8.7     1    79     1   105     1   118 0.81 | transcript=PVX_083315.1 | gene=PVX_083315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:212741-223572(+) | protein_length=3459 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083315.1-p1      -           3459 359at5820            -           1865         0 2784.2 251.7  12  15  1.4e-166  7.8e-163  542.3  27.7   959  1255  2104  2418  2094  2423 0.95 | transcript=PVX_083315.1 | gene=PVX_083315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:212741-223572(+) | protein_length=3459 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083315.1-p1      -           3459 359at5820            -           1865         0 2784.2 251.7  13  15   4.7e-96   2.6e-92  308.5  20.3  1250  1425  2504  2679  2498  2700 0.96 | transcript=PVX_083315.1 | gene=PVX_083315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:212741-223572(+) | protein_length=3459 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083315.1-p1      -           3459 359at5820            -           1865         0 2784.2 251.7  14  15   1.2e-98   6.6e-95  317.1   1.5  1439  1631  2868  3079  2862  3116 0.85 | transcript=PVX_083315.1 | gene=PVX_083315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:212741-223572(+) | protein_length=3459 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083315.1-p1      -           3459 359at5820            -           1865         0 2784.2 251.7  15  15   2.6e-97   1.4e-93  312.7  27.4  1635  1865  3197  3457  3175  3457 0.85 | transcript=PVX_083315.1 | gene=PVX_083315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:212741-223572(+) | protein_length=3459 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/359at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/359at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/359at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:36 2026
# [ok]
