#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_003790.1-p1      -            706 3809at5820           -            594         0 1078.0  32.0   1   2  1.2e-292  3.4e-290  962.0  17.8     7   511    22   558    15   576 0.92 | transcript=PVX_003790.1 | gene=PVX_003790 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen (SERA), putative | transcript_product=serine-repeat antigen (SERA), putative | location=Pv_Sal1_chr04:612575-615450(+) | protein_length=706 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003795.1-p1      -           1045 3809at5820           -            594   4.8e-69  231.7  35.1   1   2   1.6e-66   4.3e-64  215.4  25.7    17   468   265   764   248   782 0.78 | transcript=PVX_003795.1 | gene=PVX_003795 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=Pv_Sal1_chr04:606646-610483(+) | protein_length=1045 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003795.1-p1      -           1045 3809at5820           -            594   4.8e-69  231.7  35.1   2   2   0.00033     0.091    9.5   1.8   539   593   987  1044   956  1045 0.82 | transcript=PVX_003795.1 | gene=PVX_003795 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=Pv_Sal1_chr04:606646-610483(+) | protein_length=1045 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003830.1-p1      -           1087 3809at5820           -            594   8.2e-69  230.9  24.8   1   3       1.6   4.4e+02   -2.6   0.0   333   387   220   274   209   282 0.67 | transcript=PVX_003830.1 | gene=PVX_003830 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 5 (SERA) | transcript_product=serine-repeat antigen 5 (SERA) | location=Pv_Sal1_chr04:572172-575852(+) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003830.1-p1      -           1087 3809at5820           -            594   8.2e-69  230.9  24.8   2   3   2.8e-70   7.7e-68  227.7  12.7    22   495   299   793   280   819 0.78 | transcript=PVX_003830.1 | gene=PVX_003830 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 5 (SERA) | transcript_product=serine-repeat antigen 5 (SERA) | location=Pv_Sal1_chr04:572172-575852(+) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003830.1-p1      -           1087 3809at5820           -            594   8.2e-69  230.9  24.8   3   3   0.00029     0.079    9.7   2.6   545   592  1035  1085  1007  1087 0.73 | transcript=PVX_003830.1 | gene=PVX_003830 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 5 (SERA) | transcript_product=serine-repeat antigen 5 (SERA) | location=Pv_Sal1_chr04:572172-575852(+) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003825.1-p1      -           1007 3809at5820           -            594   3.4e-68  228.9  28.5   1   4       1.3   3.6e+02   -2.4   0.1   470   554    76   157    72   161 0.67 | transcript=PVX_003825.1 | gene=PVX_003825 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 4 (SERA) | transcript_product=serine-repeat antigen 4 (SERA) | location=Pv_Sal1_chr04:578341-582085(+) | protein_length=1007 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003825.1-p1      -           1007 3809at5820           -            594   3.4e-68  228.9  28.5   2   4   1.2e-11   3.3e-09   34.1   2.2    23   177   195   365   179   371 0.77 | transcript=PVX_003825.1 | gene=PVX_003825 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 4 (SERA) | transcript_product=serine-repeat antigen 4 (SERA) | location=Pv_Sal1_chr04:578341-582085(+) | protein_length=1007 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003825.1-p1      -           1007 3809at5820           -            594   3.4e-68  228.9  28.5   3   4   1.6e-61   4.4e-59  198.8   8.0   199   489   411   696   386   737 0.91 | transcript=PVX_003825.1 | gene=PVX_003825 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 4 (SERA) | transcript_product=serine-repeat antigen 4 (SERA) | location=Pv_Sal1_chr04:578341-582085(+) | protein_length=1007 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003825.1-p1      -           1007 3809at5820           -            594   3.4e-68  228.9  28.5   4   4   0.00043      0.12    9.1   0.6   518   592   929  1005   913  1007 0.80 | transcript=PVX_003825.1 | gene=PVX_003825 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 4 (SERA) | transcript_product=serine-repeat antigen 4 (SERA) | location=Pv_Sal1_chr04:578341-582085(+) | protein_length=1007 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003850.1-p1      -           1014 3809at5820           -            594   3.8e-68  228.8   7.4   1   3   2.9e-12     8e-10   36.1   0.0    22   177   271   444   264   448 0.72 | transcript=PVX_003850.1 | gene=PVX_003850 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 2 (SERA) | transcript_product=serine-repeat antigen 2 (SERA) | location=Pv_Sal1_chr04:551673-555171(+) | protein_length=1014 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003850.1-p1      -           1014 3809at5820           -            594   3.8e-68  228.8   7.4   2   3   2.8e-56   7.7e-54  181.5   4.0   188   474   482   765   466   780 0.89 | transcript=PVX_003850.1 | gene=PVX_003850 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 2 (SERA) | transcript_product=serine-repeat antigen 2 (SERA) | location=Pv_Sal1_chr04:551673-555171(+) | protein_length=1014 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003850.1-p1      -           1014 3809at5820           -            594   3.8e-68  228.8   7.4   3   3   0.00017     0.047   10.5   0.0   516   592   934  1012   898  1014 0.79 | transcript=PVX_003850.1 | gene=PVX_003850 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 2 (SERA) | transcript_product=serine-repeat antigen 2 (SERA) | location=Pv_Sal1_chr04:551673-555171(+) | protein_length=1014 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003840.1-p1      -           1054 3809at5820           -            594   3.8e-68  228.7  27.2   1   3       1.4   3.8e+02   -2.4   0.0   344   387   211   256   189   266 0.72 | transcript=PVX_003840.1 | gene=PVX_003840 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 3 (SERA) | transcript_product=serine-repeat antigen 3 (SERA) | location=Pv_Sal1_chr04:562755-566374(+) | protein_length=1054 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003840.1-p1      -           1054 3809at5820           -            594   3.8e-68  228.7  27.2   2   3     3e-66   8.3e-64  214.4  15.7    23   480   282   774   264   811 0.79 | transcript=PVX_003840.1 | gene=PVX_003840 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 3 (SERA) | transcript_product=serine-repeat antigen 3 (SERA) | location=Pv_Sal1_chr04:562755-566374(+) | protein_length=1054 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003840.1-p1      -           1054 3809at5820           -            594   3.8e-68  228.7  27.2   3   3   1.1e-06   0.00032   17.7   2.0   518   592   976  1052   963  1054 0.81 | transcript=PVX_003840.1 | gene=PVX_003840 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 3 (SERA) | transcript_product=serine-repeat antigen 3 (SERA) | location=Pv_Sal1_chr04:562755-566374(+) | protein_length=1054 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003845.1-p1      -           1203 3809at5820           -            594   1.2e-67  227.0  22.2   1   3   7.3e-12     2e-09   34.8   0.2    23   177   405   575   397   586 0.79 | transcript=PVX_003845.1 | gene=PVX_003845 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 4 (SERA) | transcript_product=serine-repeat antigen 4 (SERA) | location=Pv_Sal1_chr04:556300-560502(+) | protein_length=1203 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003845.1-p1      -           1203 3809at5820           -            594   1.2e-67  227.0  22.2   2   3   1.1e-58   2.9e-56  189.5   7.8   195   469   618   889   612   912 0.91 | transcript=PVX_003845.1 | gene=PVX_003845 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 4 (SERA) | transcript_product=serine-repeat antigen 4 (SERA) | location=Pv_Sal1_chr04:556300-560502(+) | protein_length=1203 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003845.1-p1      -           1203 3809at5820           -            594   1.2e-67  227.0  22.2   3   3   9.3e-05     0.026   11.4   1.7   518   592  1125  1201  1109  1203 0.82 | transcript=PVX_003845.1 | gene=PVX_003845 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 4 (SERA) | transcript_product=serine-repeat antigen 4 (SERA) | location=Pv_Sal1_chr04:556300-560502(+) | protein_length=1203 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003835.1-p1      -           1090 3809at5820           -            594   1.4e-67  226.9  25.5   1   3   5.1e-13   1.4e-10   38.6   2.2    23   178   301   471   285   480 0.80 | transcript=PVX_003835.1 | gene=PVX_003835 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 1 (SERA) | transcript_product=serine-repeat antigen 1 (SERA) | location=Pv_Sal1_chr04:567313-571093(+) | protein_length=1090 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003835.1-p1      -           1090 3809at5820           -            594   1.4e-67  226.9  25.5   2   3   4.9e-57   1.4e-54  184.0   7.3   204   489   522   802   514   825 0.88 | transcript=PVX_003835.1 | gene=PVX_003835 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 1 (SERA) | transcript_product=serine-repeat antigen 1 (SERA) | location=Pv_Sal1_chr04:567313-571093(+) | protein_length=1090 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003835.1-p1      -           1090 3809at5820           -            594   1.4e-67  226.9  25.5   3   3     7e-06    0.0019   15.1   1.2   518   592  1012  1088   995  1090 0.79 | transcript=PVX_003835.1 | gene=PVX_003835 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen 1 (SERA) | transcript_product=serine-repeat antigen 1 (SERA) | location=Pv_Sal1_chr04:567313-571093(+) | protein_length=1090 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003800.1-p1      -           1014 3809at5820           -            594   1.5e-66  223.5  34.2   1   3   6.1e-10   1.7e-07   28.5   5.5    22   177   312   485   298   491 0.61 | transcript=PVX_003800.1 | gene=PVX_003800 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=Pv_Sal1_chr04:601697-605301(+) | protein_length=1014 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003800.1-p1      -           1014 3809at5820           -            594   1.5e-66  223.5  34.2   2   3   1.9e-60   5.2e-58  195.3  10.6   194   480   534   818   519   863 0.85 | transcript=PVX_003800.1 | gene=PVX_003800 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=Pv_Sal1_chr04:601697-605301(+) | protein_length=1014 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003800.1-p1      -           1014 3809at5820           -            594   1.5e-66  223.5  34.2   3   3   7.6e-05     0.021   11.6   2.4   525   592   941  1012   921  1014 0.77 | transcript=PVX_003800.1 | gene=PVX_003800 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=Pv_Sal1_chr04:601697-605301(+) | protein_length=1014 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091410.1-p1      -            495 3809at5820           -            594   2.2e-11   41.3   1.2   1   2    0.0014      0.38    7.5   0.1   231   260   282   312   258   336 0.80 | transcript=PVX_091410.1 | gene=PVX_091410 | organism=Plasmodium_vivax_Sal-1 | gene_product=vivapain-3 | transcript_product=vivapain-3 | location=Pv_Sal1_chr09:496561-498048(-) | protein_length=495 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091410.1-p1      -            495 3809at5820           -            594   2.2e-11   41.3   1.2   2   2   3.7e-11     1e-08   32.5   0.2   406   456   420   477   381   492 0.78 | transcript=PVX_091410.1 | gene=PVX_091410 | organism=Plasmodium_vivax_Sal-1 | gene_product=vivapain-3 | transcript_product=vivapain-3 | location=Pv_Sal1_chr09:496561-498048(-) | protein_length=495 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091415.1-p1      -            487 3809at5820           -            594   3.3e-11   40.7   7.7   1   2    0.0017      0.46    7.2   2.5   234   264   279   310   119   360 0.67 | transcript=PVX_091415.1 | gene=PVX_091415 | organism=Plasmodium_vivax_Sal-1 | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=Pv_Sal1_chr09:500343-501806(-) | protein_length=487 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091415.1-p1      -            487 3809at5820           -            594   3.3e-11   40.7   7.7   2   2   2.4e-12   6.7e-10   36.4   0.2   371   452   382   465   359   476 0.82 | transcript=PVX_091415.1 | gene=PVX_091415 | organism=Plasmodium_vivax_Sal-1 | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=Pv_Sal1_chr09:500343-501806(-) | protein_length=487 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091405.1-p1      -            484 3809at5820           -            594   3.9e-11   40.5   0.8   1   2   0.00064      0.18    8.6   0.1   230   261   273   305   176   325 0.82 | transcript=PVX_091405.1 | gene=PVX_091405 | organism=Plasmodium_vivax_Sal-1 | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=Pv_Sal1_chr09:492204-493658(-) | protein_length=484 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091405.1-p1      -            484 3809at5820           -            594   3.9e-11   40.5   0.8   2   2   1.4e-10     4e-08   30.5   0.1   395   453   401   464   358   483 0.76 | transcript=PVX_091405.1 | gene=PVX_091405 | organism=Plasmodium_vivax_Sal-1 | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=Pv_Sal1_chr09:492204-493658(-) | protein_length=484 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003815.1-p1      -            444 3809at5820           -            594   3.7e-07   27.4   0.0   1   1   1.8e-09     5e-07   26.9   0.0    94   187   275   367   238   375 0.86 | transcript=PVX_003815.1 | gene=PVX_003815 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine-repeat antigen (SERA), truncated, putative | transcript_product=serine-repeat antigen (SERA), truncated, putative | location=Pv_Sal1_chr04:588165-589605(+) | protein_length=444 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091465.1-p1      -            690 3809at5820           -            594   1.4e-06   25.5   0.6   1   3         4   1.1e+03   -3.9   0.0   230   248   379   397   371   411 0.66 | transcript=PVX_091465.1 | gene=PVX_091465 | organism=Plasmodium_vivax_Sal-1 | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=Pv_Sal1_chr09:539598-541670(-) | protein_length=690 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091465.1-p1      -            690 3809at5820           -            594   1.4e-06   25.5   0.6   2   3       4.2   1.2e+03   -4.0   0.4   451   464   543   556   534   563 0.66 | transcript=PVX_091465.1 | gene=PVX_091465 | organism=Plasmodium_vivax_Sal-1 | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=Pv_Sal1_chr09:539598-541670(-) | protein_length=690 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091465.1-p1      -            690 3809at5820           -            594   1.4e-06   25.5   0.6   3   3     5e-09   1.4e-06   25.5   0.6   393   451   598   655   584   662 0.86 | transcript=PVX_091465.1 | gene=PVX_091465 | organism=Plasmodium_vivax_Sal-1 | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=Pv_Sal1_chr09:539598-541670(-) | protein_length=690 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101280.1-p1      -            611 3809at5820           -            594   1.3e-05   22.2   1.6   1   1   8.1e-08   2.2e-05   21.5   1.6   409   451   496   540   490   546 0.84 | transcript=PVX_101280.1 | gene=PVX_101280 | organism=Plasmodium_vivax_Sal-1 | gene_product=dipeptidyl aminopeptidase 2, putative | transcript_product=dipeptidyl aminopeptidase 2, putative | location=Pv_Sal1_chr14:2767368-2770587(+) | protein_length=611 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_240290-t26_1-p1  -            313 3809at5820           -            594   0.00012   19.1   7.8   1   3   0.00035     0.097    9.5   0.1   235   254    38    57    27    86 0.82 | transcript=PVX_240290-t26_1 | gene=PVX_240290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001393:1-942(-) | protein_length=313 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_240290-t26_1-p1  -            313 3809at5820           -            594   0.00012   19.1   7.8   2   3      0.11        31    1.2   0.0   363   422   136   188   107   200 0.76 | transcript=PVX_240290-t26_1 | gene=PVX_240290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001393:1-942(-) | protein_length=313 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_240290-t26_1-p1  -            313 3809at5820           -            594   0.00012   19.1   7.8   3   3   0.00019     0.052   10.3   1.9   431   452   224   245   213   267 0.84 | transcript=PVX_240290-t26_1 | gene=PVX_240290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001393:1-942(-) | protein_length=313 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_001005.1-p1      -            762 3809at5820           -            594     0.031   11.1   6.3   1   3       1.7   4.7e+02   -2.7   0.1   235   256   381   401   376   425 0.77 | transcript=PVX_001005.1 | gene=PVX_001005 | organism=Plasmodium_vivax_Sal-1 | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=Pv_Sal1_chr03:120991-123407(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001005.1-p1      -            762 3809at5820           -            594     0.031   11.1   6.3   2   3      0.63   1.8e+02   -1.3   0.0   409   429   670   690   658   711 0.78 | transcript=PVX_001005.1 | gene=PVX_001005 | organism=Plasmodium_vivax_Sal-1 | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=Pv_Sal1_chr03:120991-123407(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001005.1-p1      -            762 3809at5820           -            594     0.031   11.1   6.3   3   3     4e-05     0.011   12.6   2.1   425   451   713   739   704   744 0.90 | transcript=PVX_001005.1 | gene=PVX_001005 | organism=Plasmodium_vivax_Sal-1 | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=Pv_Sal1_chr03:120991-123407(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3809at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3809at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3809at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:48 2026
# [ok]
